Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
3.704179e-11	9.7024320069144e-06	0.1	3.704179e-11	3.613729e-08	0.1	3.704179e-11	1.97828e-08	0.1	3.704179e-11	3.034673e-10	0.1	3.704179e-11	1.632064e-07	0.1	3.704179e-11	5.945005e-08	0.1	3.704179e-11	5.878177e-10	0.1
7.911214e-11	9.394511348058799e-06	0.1	7.911214e-11	7.595547e-08	0.1	7.911214e-11	4.157975e-08	0.1	7.911214e-11	6.378302e-10	0.1	7.911214e-11	3.430236e-07	0.1	7.911214e-11	1.24956e-07	0.1	7.911214e-11	1.235487e-09	0.1
1.771598e-10	8.7143098671172e-06	0.1	1.771598e-10	1.639213e-07	0.1	1.771598e-10	8.972991e-08	0.1	1.771598e-10	1.376443e-09	0.1	1.771598e-10	7.40223e-07	0.1	1.771598e-10	2.696723e-07	0.1	1.771598e-10	2.666226e-09	0.1
3.536455e-10	7.6117508214228e-06	0.1	3.536455e-10	3.065292e-07	0.1	3.536455e-10	1.677792e-07	0.1	3.536455e-10	2.573685e-09	0.1	3.536455e-10	1.383997e-06	0.1	3.536455e-10	5.04287e-07	0.1	3.536455e-10	4.985437e-09	0.1
5.232881e-10	6.6837579488739e-06	0.1	5.232881e-10	4.265802e-07	0.1	5.232881e-10	2.334724e-07	0.1	5.232881e-10	3.581372e-09	0.1	5.232881e-10	1.925782e-06	0.1	5.232881e-10	7.017966e-07	0.1	5.232881e-10	6.93754e-09	0.1
6.532518e-10	6.0501740528864e-06	0.1	6.532518e-10	5.085573e-07	0.1	6.532518e-10	2.783249e-07	0.1	6.532518e-10	4.269369e-09	0.1	6.532518e-10	2.29565e-06	0.1	6.532518e-10	8.366688e-07	0.1	6.532518e-10	8.270382e-09	0.1
8.321028e-10	5.2753420816655e-06	0.1	8.321028e-10	6.088247e-07	0.1	8.321028e-10	3.331774e-07	0.1	8.321028e-10	5.110743e-09	0.1	8.321028e-10	2.747932e-06	0.1	8.321028e-10	1.001636e-06	0.1	8.321028e-10	9.900418e-09	0.1
1.084522e-09	4.347729651984e-06	0.1	1.084522e-09	7.288866e-07	0.1	1.084522e-09	3.988471e-07	0.1	1.084522e-09	6.118023e-09	0.1	1.084522e-09	3.289331e-06	0.1	1.084522e-09	1.199176e-06	0.1	1.084522e-09	1.185196e-08	0.1
1.428961e-09	3.3394525134855e-06	0.1	1.428961e-09	8.594222e-07	0.1	1.428961e-09	4.702292e-07	0.1	1.428961e-09	7.212896e-09	0.1	1.428961e-09	3.877716e-06	0.1	1.428961e-09	1.413956e-06	0.1	1.428961e-09	1.397334e-08	0.1
1.7734e-09	2.5651220007714297e-06	0.1	1.7734e-09	9.596975e-07	0.1	1.7734e-09	5.250504e-07	0.1	1.7734e-09	8.053733e-09	0.1	1.7734e-09	4.329506e-06	0.1	1.7734e-09	1.578952e-06	0.1	1.7734e-09	1.560261e-08	0.1
2.117839e-09	1.97042125887217e-06	0.1	2.117839e-09	1.03673e-06	0.1	2.117839e-09	5.671552e-07	0.1	2.117839e-09	8.699513e-09	0.1	2.117839e-09	4.676436e-06	0.1	2.117839e-09	1.705708e-06	0.1	2.117839e-09	1.6854e-08	0.1
2.462278e-09	1.5136545439585999e-06	0.1	2.462278e-09	1.095909e-06	0.1	2.462278e-09	5.994951e-07	0.1	2.462278e-09	9.195513e-09	0.1	2.462278e-09	4.942863e-06	0.1	2.462278e-09	1.803089e-06	0.1	2.462278e-09	1.78152e-08	0.1
2.806717e-09	1.1628118172448799e-06	0.1	2.806717e-09	1.141375e-06	0.1	2.806717e-09	6.243358e-07	0.1	2.806717e-09	9.576491e-09	0.1	2.806717e-09	5.147479e-06	0.1	2.806717e-09	1.877905e-06	0.1	2.806717e-09	1.855353e-08	0.1
3.151156e-09	8.9331762645555e-07	0.1	3.151156e-09	1.176304e-06	0.1	3.151156e-09	6.434172e-07	0.1	3.151156e-09	9.869134e-09	0.1	3.151156e-09	5.304634e-06	0.1	3.151156e-09	1.935386e-06	0.1	3.151156e-09	1.91207e-08	0.1
3.523693e-09	6.7170043229322e-07	0.1	3.523693e-09	1.205034e-06	0.1	3.523693e-09	6.59109e-07	0.1	3.523693e-09	1.010979e-08	0.1	3.523693e-09	5.433856e-06	0.1	3.523693e-09	1.982665e-06	0.1	3.523693e-09	1.958713e-08	0.1
3.938378e-09	4.890474931759201e-07	0.1	3.938378e-09	1.228717e-06	0.1	3.938378e-09	6.720422e-07	0.1	3.938378e-09	1.030813e-08	0.1	3.938378e-09	5.540347e-06	0.1	3.938378e-09	2.021639e-06	0.1	3.938378e-09	1.997157e-08	0.1
4.353063e-09	3.5607472133232995e-07	0.1	4.353063e-09	1.245961e-06	0.1	4.353063e-09	6.814577e-07	0.1	4.353063e-09	1.045253e-08	0.1	4.353063e-09	5.617865e-06	0.1	4.353063e-09	2.050017e-06	0.1	4.353063e-09	2.025146e-08	0.1
4.767747e-09	2.5926532557512997e-07	0.1	4.767747e-09	1.258517e-06	0.1	4.767747e-09	6.883128e-07	0.1	4.767747e-09	1.055765e-08	0.1	4.767747e-09	5.674296e-06	0.1	4.767747e-09	2.070682e-06	0.1	4.767747e-09	2.045524e-08	0.1
