Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.447553e-13	1.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1
1.360133e-10	1.0	0.1	1.360133e-10	0.0	0.1	1.360133e-10	0.0	0.1	1.360133e-10	0.0	0.1
5.051039e-09	1.0	0.1	5.051039e-09	0.0	0.1	5.051039e-09	0.0	0.1	5.051039e-09	0.0	0.1
1.47004e-08	1.0	0.1	1.47004e-08	0.0	0.1	1.47004e-08	0.0	0.1	1.47004e-08	0.0	0.1
3.08813e-08	1.0	0.1	3.08813e-08	0.0	0.1	3.08813e-08	0.0	0.1	3.08813e-08	0.0	0.1
5.582382e-08	1.0	0.1	5.582382e-08	0.0	0.1	5.582382e-08	0.0	0.1	5.582382e-08	0.0	0.1
8.076634e-08	1.0	0.1	8.076634e-08	0.0	0.1	8.076634e-08	0.0	0.1	8.076634e-08	0.0	0.1
1.246451e-07	1.0	0.1	1.246451e-07	0.0	0.1	1.246451e-07	0.0	0.1	1.246451e-07	0.0	0.1
2.024256e-07	1.0	0.1	2.024256e-07	0.0	0.1	2.024256e-07	0.0	0.1	2.024256e-07	0.0	0.1
3.046104e-07	1.0	0.1	3.046104e-07	0.0	0.1	3.046104e-07	0.0	0.1	3.046104e-07	0.0	0.1
4.266319e-07	1.0	0.1	4.266319e-07	0.0	0.1	4.266319e-07	0.0	0.1	4.266319e-07	0.0	0.1
5.713567e-07	1.0	0.1	5.713567e-07	0.0	0.1	5.713567e-07	0.0	0.1	5.713567e-07	0.0	0.1
7.217573e-07	1.0	0.1	7.217573e-07	0.0	0.1	7.217573e-07	0.0	0.1	7.217573e-07	0.0	0.1
8.721579e-07	1.0	0.1	8.721579e-07	0.0	0.1	8.721579e-07	0.0	0.1	8.721579e-07	0.0	0.1
1.022559e-06	1.0	0.1	1.022559e-06	0.0	0.1	1.022559e-06	0.0	0.1	1.022559e-06	0.0	0.1
1.172959e-06	1.0	0.1	1.172959e-06	0.0	0.1	1.172959e-06	0.0	0.1	1.172959e-06	0.0	0.1
1.32336e-06	1.0	0.1	1.32336e-06	0.0	0.1	1.32336e-06	0.0	0.1	1.32336e-06	0.0	0.1
1.47376e-06	1.0	0.1	1.47376e-06	0.0	0.1	1.47376e-06	0.0	0.1	1.47376e-06	0.0	0.1
1.624161e-06	1.0	0.1	1.624161e-06	0.0	0.1	1.624161e-06	0.0	0.1	1.624161e-06	0.0	0.1
1.774562e-06	1.0	0.1	1.774562e-06	0.0	0.1	1.774562e-06	0.0	0.1	1.774562e-06	0.0	0.1
1.924962e-06	1.0	0.1	1.924962e-06	0.0	0.1	1.924962e-06	0.0	0.1	1.924962e-06	0.0	0.1
2.075363e-06	1.0	0.1	2.075363e-06	0.0	0.1	2.075363e-06	0.0	0.1	2.075363e-06	0.0	0.1
2.225764e-06	0.9999999900000001	0.1	2.225764e-06	0.0	0.1	2.225764e-06	0.0	0.1	2.225764e-06	0.0	0.1
2.376164e-06	0.99999996	0.1	2.376164e-06	0.0	0.1	2.376164e-06	0.0	0.1	2.376164e-06	0.0	0.1
2.526565e-06	0.99999997	0.1	2.526565e-06	0.0	0.1	2.526565e-06	0.0	0.1	2.526565e-06	0.0	0.1
2.676965e-06	1.00000001	0.1	2.676965e-06	0.0	0.1	2.676965e-06	0.0	0.1	2.676965e-06	0.0	0.1
2.827366e-06	0.99999998	0.1	2.827366e-06	0.0	0.1	2.827366e-06	0.0	0.1	2.827366e-06	0.0	0.1
2.977767e-06	1.00000003	0.1	2.977767e-06	0.0	0.1	2.977767e-06	0.0	0.1	2.977767e-06	0.0	0.1
3.128167e-06	0.99999998	0.1	3.128167e-06	0.0	0.1	3.128167e-06	0.0	0.1	3.128167e-06	0.0	0.1
3.278568e-06	0.99999998	0.1	3.278568e-06	0.0	0.1	3.278568e-06	0.0	0.1	3.278568e-06	0.0	0.1
3.428968e-06	1.0	0.1	3.428968e-06	0.0	0.1	3.428968e-06	0.0	0.1	3.428968e-06	0.0	0.1
3.579369e-06	0.99999999	0.1	3.579369e-06	0.0	0.1	3.579369e-06	0.0	0.1	3.579369e-06	0.0	0.1
3.72977e-06	1.00000005	0.1	3.72977e-06	0.0	0.1	3.72977e-06	0.0	0.1	3.72977e-06	0.0	0.1
3.88017e-06	0.99999997	0.1	3.88017e-06	0.0	0.1	3.88017e-06	0.0	0.1	3.88017e-06	0.0	0.1
4.030571e-06	1.0000000199999999	0.1	4.030571e-06	0.0	0.1	4.030571e-06	0.0	0.1	4.030571e-06	0.0	0.1
4.180972e-06	0.99999999	0.1	4.180972e-06	0.0	0.1	4.180972e-06	0.0	0.1	4.180972e-06	0.0	0.1
4.331372e-06	0.9999999700000001	0.1	4.331372e-06	0.0	0.1	4.331372e-06	0.0	0.1	4.331372e-06	0.0	0.1
4.481773e-06	0.99999998	0.1	4.481773e-06	0.0	0.1	4.481773e-06	0.0	0.1	4.481773e-06	0.0	0.1
4.632173e-06	0.99999999	0.1	4.632173e-06	0.0	0.1	4.632173e-06	0.0	0.1	4.632173e-06	0.0	0.1
4.782574e-06	0.9999999629999999	0.1	4.782574e-06	0.0	0.1	4.782574e-06	0.0	0.1	4.782574e-06	0.0	0.1
4.932975e-06	1.000000043	0.1	4.932975e-06	0.0	0.1	4.932975e-06	0.0	0.1	4.932975e-06	0.0	0.1
5.095513e-06	0.99999999	0.1	5.095513e-06	0.0	0.1	5.095513e-06	0.0	0.1	5.095513e-06	0.0	0.1
5.276259e-06	1.000000047	0.1	5.276259e-06	0.0	0.1	5.276259e-06	0.0	0.1	5.276259e-06	0.0	0.1
5.457004e-06	0.999999994	0.1	5.457004e-06	0.0	0.1	5.457004e-06	0.0	0.1	5.457004e-06	0.0	0.1
5.637749e-06	1.00000005	0.1	5.637749e-06	0.0	0.1	5.637749e-06	0.0	0.1	5.637749e-06	0.0	0.1
5.818495e-06	1.000000049	0.1	5.818495e-06	0.0	0.1	5.818495e-06	0.0	0.1	5.818495e-06	0.0	0.1
5.99924e-06	0.9999999660000001	0.1	5.99924e-06	0.0	0.1	5.99924e-06	0.0	0.1	5.99924e-06	0.0	0.1
6.179985e-06	0.999999991	0.1	6.179985e-06	0.0	0.1	6.179985e-06	0.0	0.1	6.179985e-06	0.0	0.1
6.360731e-06	0.9999999549999999	0.1	6.360731e-06	0.0	0.1	6.360731e-06	0.0	0.1	6.360731e-06	0.0	0.1
6.541476e-06	0.999999987	0.1	6.541476e-06	0.0	0.1	6.541476e-06	0.0	0.1	6.541476e-06	0.0	0.1
6.722221e-06	1.000000009	0.1	6.722221e-06	0.0	0.1	6.722221e-06	0.0	0.1	6.722221e-06	0.0	0.1
6.902966e-06	0.9999999580000001	0.1	6.902966e-06	0.0	0.1	6.902966e-06	0.0	0.1	6.902966e-06	0.0	0.1
7.120001e-06	0.9999999940000001	0.1	7.120001e-06	0.0	0.1	7.120001e-06	0.0	0.1	7.120001e-06	0.0	0.1
7.337036e-06	1.000000037	0.1	7.337036e-06	0.0	0.1	7.337036e-06	0.0	0.1	7.337036e-06	0.0	0.1
