Batch	m_SP	7	P3	W4_L	W3	R	P1	P2_L	P4											
1.58323e-10	9.7706043158997e-06	0.1	1.58323e-10	1.692508e-08	0.1	1.58323e-10	1.906585e-10	0.1	1.58323e-10	3.418553e-08	0.1	1.58323e-10	4.863207e-08	0.1	1.58323e-10	1.2916764e-07	0.1	1.58323e-10	1.939198e-10	0.1
3.398835e-10	9.5143989521408e-06	0.1	3.398835e-10	3.614267e-08	0.1	3.398835e-10	4.066647e-10	0.1	3.398835e-10	7.265399e-08	0.1	3.398835e-10	1.05046e-07	0.1	3.398835e-10	2.7083737e-07	0.1	3.398835e-10	4.128136e-10	0.1
7.628975e-10	8.94433197798e-06	0.1	7.628975e-10	8.012134e-08	0.1	7.628975e-10	8.9912e-10	0.1	7.628975e-10	1.593273e-07	0.1	7.628975e-10	2.388245e-07	0.1	7.628975e-10	5.7548393e-07	0.1	7.628975e-10	9.086848e-10	0.1
1.524323e-09	8.0064355295624e-06	0.1	1.524323e-09	1.564739e-07	0.1	1.524323e-09	1.748148e-09	0.1	1.524323e-09	3.054716e-07	0.1	1.524323e-09	4.859869e-07	0.1	1.524323e-09	1.04202332e-06	0.1	1.524323e-09	1.753478e-09	0.1
2.257835e-09	7.1999923591824005e-06	0.1	2.257835e-09	2.266261e-07	0.1	2.257835e-09	2.521913e-09	0.1	2.257835e-09	4.351348e-07	0.1	2.257835e-09	7.289676e-07	0.1	2.257835e-09	1.4041343e-06	0.1	2.257835e-09	2.512527e-09	0.1
2.822576e-09	6.6373733330814e-06	0.1	2.822576e-09	2.783856e-07	0.1	2.822576e-09	3.089128e-09	0.1	2.822576e-09	5.281063e-07	0.1	2.822576e-09	9.17542e-07	0.1	2.822576e-09	1.6323266999999999e-06	0.1	2.822576e-09	3.062557e-09	0.1
3.60071e-09	5.9367019460904e-06	0.1	3.60071e-09	3.465449e-07	0.1	3.60071e-09	3.831508e-09	0.1	3.60071e-09	6.471962e-07	0.1	3.60071e-09	1.177396e-06	0.1	3.60071e-09	1.8844364e-06	0.1	3.60071e-09	3.77447e-09	0.1
4.697393e-09	5.078517533466001e-06	0.1	4.697393e-09	4.365456e-07	0.1	4.697393e-09	4.804234e-09	0.1	4.697393e-09	7.989e-07	0.1	4.697393e-09	1.53971e-06	0.1	4.697393e-09	2.1367031e-06	0.1	4.697393e-09	4.693947e-09	0.1
6.191879e-09	4.113959517831e-06	0.1	6.191879e-09	5.48259e-07	0.1	6.191879e-09	6.00039e-09	0.1	6.191879e-09	9.789068e-07	0.1	6.191879e-09	2.018202e-06	0.1	6.191879e-09	2.3287320000000003e-06	0.1	6.191879e-09	5.804541e-09	0.1
7.686364e-09	3.3411075603192e-06	0.1	7.686364e-09	6.481346e-07	0.1	7.686364e-09	7.059923e-09	0.1	7.686364e-09	1.132511e-06	0.1	7.686364e-09	2.471506e-06	0.1	7.686364e-09	2.3927661e-06	0.1	7.686364e-09	6.770376e-09	0.1
9.18085e-09	2.7206043668694e-06	0.1	9.18085e-09	7.370904e-07	0.1	9.18085e-09	7.996243e-09	0.1	9.18085e-09	1.263808e-06	0.1	9.18085e-09	2.89454e-06	0.1	9.18085e-09	2.3681952e-06	0.1	9.18085e-09	7.610303e-09	0.1
1.067534e-08	2.2213573455670002e-06	0.1	1.067534e-08	8.160683e-07	0.1	1.067534e-08	8.822034e-09	0.1	1.067534e-08	1.376219e-06	0.1	1.067534e-08	3.284771e-06	0.1	1.067534e-08	2.284258e-06	0.1	1.067534e-08	8.340747e-09	0.1
1.216982e-08	1.8187675361955e-06	0.1	1.216982e-08	8.859984e-07	0.1	1.216982e-08	9.549109e-09	0.1	1.216982e-08	1.472609e-06	0.1	1.216982e-08	3.641459e-06	0.1	1.216982e-08	2.1624695e-06	0.1	1.216982e-08	8.97601e-09	0.1
1.366431e-08	1.4933588525790002e-06	0.1	1.366431e-08	9.477749e-07	0.1	1.366431e-08	1.018834e-08	0.1	1.366431e-08	1.555379e-06	0.1	1.366431e-08	3.965094e-06	0.1	1.366431e-08	2.0184963e-06	0.1	1.366431e-08	9.52854e-09	0.1
1.521904e-08	1.2201715989631e-06	0.1	1.521904e-08	1.004295e-06	0.1	1.521904e-08	1.077078e-08	0.1	1.521904e-08	1.629202e-06	0.1	1.521904e-08	4.268106e-06	0.1	1.521904e-08	1.8572405e-06	0.1	1.521904e-08	1.002717e-08	0.1
1.701475e-08	9.6999168887775e-07	0.1	1.701475e-08	1.060878e-06	0.1	1.701475e-08	1.135169e-08	0.1	1.701475e-08	1.701329e-06	0.1	1.701475e-08	4.578027e-06	0.1	1.701475e-08	1.6677079e-06	0.1	1.701475e-08	1.051997e-08	0.1
1.881047e-08	7.743390457584599e-07	0.1	1.881047e-08	1.109313e-06	0.1	1.881047e-08	1.184731e-08	0.1	1.881047e-08	1.761689e-06	0.1	1.881047e-08	4.848541e-06	0.1	1.881047e-08	1.4831323e-06	0.1	1.881047e-08	1.093691e-08	0.1
2.060619e-08	6.2072720953287e-07	0.1	2.060619e-08	1.150702e-06	0.1	2.060619e-08	1.226974e-08	0.1	2.060619e-08	1.812281e-06	0.1	2.060619e-08	5.083548e-06	0.1	2.060619e-08	1.3089751e-06	0.1	2.060619e-08	1.128976e-08	0.1
2.255294e-08	4.9069035998064e-07	0.1	2.255294e-08	1.188738e-06	0.1	2.255294e-08	1.265716e-08	0.1	2.255294e-08	1.857995e-06	0.1	2.255294e-08	5.302708e-06	0.1	2.255294e-08	1.1353863e-06	0.1	2.255294e-08	1.161137e-08	0.1
2.472623e-08	3.7953579596224003e-07	0.1	2.472623e-08	1.224089e-06	0.1	2.472623e-08	1.301666e-08	0.1	2.472623e-08	1.899832e-06	0.1	2.472623e-08	5.509215e-06	0.1	2.472623e-08	9.621851e-07	0.1	2.472623e-08	1.190814e-08	0.1
2.689953e-08	2.9523360379711997e-07	0.1	2.689953e-08	1.25317e-06	0.1	2.689953e-08	1.331213e-08	0.1	2.689953e-08	1.933803e-06	0.1	2.689953e-08	5.681245e-06	0.1	2.689953e-08	8.108626e-07	0.1	2.689953e-08	1.215089e-08	0.1
2.924951e-08	2.2639287013518e-07	0.1	2.924951e-08	1.278806e-06	0.1	2.924951e-08	1.357253e-08	0.1	2.924951e-08	1.963438e-06	0.1	2.924951e-08	5.834622e-06	0.1	2.924951e-08	6.705770900000001e-07	0.1	2.924951e-08	1.236403e-08	0.1
3.186449e-08	1.69670945868e-07	0.1	3.186449e-08	1.301575e-06	0.1	3.186449e-08	1.380394e-08	0.1	3.186449e-08	1.989544e-06	0.1	3.186449e-08	5.972361e-06	0.1	3.186449e-08	5.4026165e-07	0.1	3.186449e-08	1.255288e-08	0.1
3.447947e-08	1.2803628250134e-07	0.1	3.447947e-08	1.319497e-06	0.1	3.447947e-08	1.398636e-08	0.1	3.447947e-08	2.009983e-06	0.1	3.447947e-08	6.081947e-06	0.1	3.447947e-08	4.3361524000000003e-07	0.1	3.447947e-08	1.270147e-08	0.1
