Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
4.610112e-05	9.9999e-06	0.1	4.610112e-05	7.888113e-16	0.1	4.610112e-05	1.463759e-15	0.1	4.610112e-05	1.922016e-16	0.1	4.610112e-05	4.60389531e-15	0.1	4.610112e-05	2.038678e-16	0.1	4.610112e-05	9.259964e-17	0.1
0.0008525896	9.9999e-06	0.1	0.0008525896	7.590339e-15	0.1	0.0008525896	1.672481e-14	0.1	0.0008525896	3.704262e-15	0.1	0.0008525896	8.74753541e-14	0.1	0.0008525896	3.922727e-15	0.1	0.0008525896	1.787131e-15	0.1
0.01382018	9.99989800002e-06	0.1	0.01382018	4.777786e-15	0.1	0.01382018	1.216892e-14	0.1	0.01382018	6.259302e-14	0.1	0.01382018	1.45751243e-12	0.1	0.01382018	6.618033e-14	0.1	0.01382018	3.08352e-14	0.1
0.9141103	9.99979300107e-06	0.1	0.9141103	4.776676e-15	0.1	0.9141103	1.214606e-14	0.1	0.9141103	4.149155e-12	0.1	0.9141103	9.64769109e-11	0.1	0.9141103	4.384644e-12	0.1	0.9141103	2.045249e-12	0.1
3.542513	9.99948700413e-06	0.1	3.542513	4.814499e-15	0.1	3.542513	1.21461e-14	0.1	3.542513	1.623926e-11	0.1	3.542513	3.71741507e-10	0.1	3.542513	1.702113e-11	0.1	3.542513	7.926752e-12	0.1
9.134945	9.99886201038e-06	0.1	9.134945	5.02278e-15	0.1	9.134945	1.214766e-14	0.1	9.134945	4.410477e-11	0.1	9.134945	9.28784557e-10	0.1	9.134945	4.424385e-11	0.1	9.134945	2.044729e-11	0.1
17.89831	9.998021018790002e-06	0.1	17.89831	5.565269e-15	0.1	17.89831	1.21527e-14	0.1	17.89831	9.912102e-11	0.1	17.89831	1.65201921e-09	0.1	17.89831	8.769666e-11	0.1	17.89831	4.010056e-11	0.1
28.65745	9.99727202628e-06	0.1	28.65745	6.239807e-15	0.1	28.65745	1.215951e-14	0.1	28.65745	1.903777e-10	0.1	28.65745	2.2356872600000004e-09	0.1	28.65745	1.38028e-10	0.1	28.65745	6.428476e-11	0.1
38.94386	9.99679603104e-06	0.1	38.94386	6.68919e-15	0.1	38.94386	1.216433e-14	0.1	38.94386	2.978344e-10	0.1	38.94386	2.54123247e-09	0.1	38.94386	1.770907e-10	0.1	38.94386	8.741737e-11	0.1
51.91603	9.996400035e-06	0.1	51.91603	6.996752e-15	0.1	51.91603	1.216799e-14	0.1	51.91603	4.490475e-10	0.1	51.91603	2.7233887e-09	0.1	51.91603	2.11164e-10	0.1	51.91603	1.165092e-10	0.1
69.14627	9.996039038610002e-06	0.1	69.14627	7.171013e-15	0.1	69.14627	1.217073e-14	0.1	69.14627	6.571075e-10	0.1	69.14627	2.81281871e-09	0.1	69.14627	2.365016e-10	0.1	69.14627	1.548448e-10	0.1
88.11661	9.99572904171e-06	0.1	88.11661	7.249082e-15	0.1	88.11661	1.21729e-14	0.1	88.11661	8.779774e-10	0.1	88.11661	2.8459711200000003e-09	0.1	88.11661	2.502158e-10	0.1	88.11661	1.964498e-10	0.1
101.6669	9.995536043640001e-06	0.1	101.6669	7.284053e-15	0.1	101.6669	1.217445e-14	0.1	101.6669	1.02477e-09	0.1	101.6669	2.8580169e-09	0.1	101.6669	2.558952e-10	0.1	101.6669	2.256789e-10	0.1
121.5381	9.9952800462e-06	0.1	121.5381	7.326402e-15	0.1	121.5381	1.217693e-14	0.1	121.5381	1.219506e-09	0.1	121.5381	2.87115933e-09	0.1	121.5381	2.617297e-10	0.1	121.5381	2.676694e-10	0.1
152.9721	9.99493604964e-06	0.1	152.9721	7.387339e-15	0.1	152.9721	1.218142e-14	0.1	152.9721	1.474546e-09	0.1	152.9721	2.88918368e-09	0.1	152.9721	2.687782e-10	0.1	152.9721	3.316168e-10	0.1
200.6072	9.994542053580001e-06	0.1	200.6072	7.465821e-15	0.1	200.6072	1.218921e-14	0.1	200.6072	1.746933e-09	0.1	200.6072	2.91232531e-09	0.1	200.6072	2.773371e-10	0.1	200.6072	4.217188e-10	0.1
264.2814	9.994202056980002e-06	0.1	264.2814	7.535961e-15	0.1	264.2814	1.220038e-14	0.1	264.2814	1.95226e-09	0.1	264.2814	2.9331601000000003e-09	0.1	264.2814	2.850752e-10	0.1	264.2814	5.275494e-10	0.1
341.1559	9.99396905931e-06	0.1	341.1559	7.578235e-15	0.1	341.1559	1.221345e-14	0.1	341.1559	2.063548e-09	0.1	341.1559	2.9458133e-09	0.1	341.1559	2.898153e-10	0.1	341.1559	6.318826e-10	0.1
446.9656	9.99380306097e-06	0.1	446.9656	7.599112e-15	0.1	446.9656	1.222866e-14	0.1	446.9656	2.115557e-09	0.1	446.9656	2.9521089e-09	0.1	446.9656	2.921819e-10	0.1	446.9656	7.366185e-10	0.1
557.4768	9.99371606184e-06	0.1	557.4768	7.605019e-15	0.1	557.4768	1.22402e-14	0.1	557.4768	2.129752e-09	0.1	557.4768	2.9539068999999996e-09	0.1	557.4768	2.928565e-10	0.1	557.4768	8.076146e-10	0.1
686.7936	9.99366206238e-06	0.1	686.7936	7.606648e-15	0.1	686.7936	1.224878e-14	0.1	686.7936	2.133603e-09	0.1	686.7936	2.9544239e-09	0.1	686.7936	2.930481e-10	0.1	686.7936	8.567492e-10	0.1
