Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
1.74885e-08	0.9897596	0.1	1.74885e-08	3.73117e-06	0.1	1.74885e-08	8.156751e-06	0.1	1.74885e-08	0.002813974	0.1	1.74885e-08	2.7727015000000002e-05	0.1	1.74885e-08	4.720364e-06	0.1	1.74885e-08	0.002256055	0.1
3.350657e-08	0.9805135	0.1	3.350657e-08	7.098666e-06	0.1	3.350657e-08	1.551883e-05	0.1	3.350657e-08	0.005357523	0.1	3.350657e-08	5.2751614e-05	0.1	3.350657e-08	8.980637e-06	0.1	3.350657e-08	0.004292213	0.1
5.233804e-08	0.969804	0.1	5.233804e-08	1.099783e-05	0.1	5.233804e-08	2.404359e-05	0.1	5.233804e-08	0.008306303	0.1	5.233804e-08	8.1727267e-05	0.1	5.233804e-08	1.391353e-05	0.1	5.233804e-08	0.006649843	0.1
7.304509e-08	0.9582246	0.1	7.304509e-08	1.521243e-05	0.1	7.304509e-08	3.32583e-05	0.1	7.304509e-08	0.01149711	0.1	7.304509e-08	0.000113047144	0.1	7.304509e-08	1.924548e-05	0.1	7.304509e-08	0.009198197	0.1
9.81835e-08	0.9444383	0.1	9.81835e-08	2.022899e-05	0.1	9.81835e-08	4.422675e-05	0.1	9.81835e-08	0.01529865	0.1	9.81835e-08	0.000150326676	0.1	9.81835e-08	2.559201e-05	0.1	9.81835e-08	0.01223146	0.1
1.299689e-07	0.9274207	0.1	1.299689e-07	2.641995e-05	0.1	1.299689e-07	5.776331e-05	0.1	1.299689e-07	0.019994	0.1	1.299689e-07	0.000196333608	0.1	1.299689e-07	3.34243e-05	0.1	1.299689e-07	0.01597482	0.1
1.617544e-07	0.9108506	0.1	1.617544e-07	3.244708e-05	0.1	1.617544e-07	7.094192e-05	0.1	1.617544e-07	0.02456791	0.1	1.617544e-07	0.00024112314999999999	0.1	1.617544e-07	4.104931e-05	0.1	1.617544e-07	0.01961911	0.1
1.935398e-07	0.8947123	0.1	1.935398e-07	3.831652e-05	0.1	1.935398e-07	8.37759e-05	0.1	1.935398e-07	0.02902392	0.1	1.935398e-07	0.00028474104	0.1	1.935398e-07	4.847483e-05	0.1	1.935398e-07	0.02316806	0.1
2.253252e-07	0.8789903	0.1	2.253252e-07	4.403413e-05	0.1	2.253252e-07	9.627799e-05	0.1	2.253252e-07	0.03336577	0.1	2.253252e-07	0.00032723052	0.1	2.253252e-07	5.570827e-05	0.1	2.253252e-07	0.02662521	0.1
2.571107e-07	0.8636698	0.1	2.571107e-07	4.960547e-05	0.1	2.571107e-07	0.0001084603	0.1	2.571107e-07	0.03759725	0.1	2.571107e-07	0.00036863315	0.1	2.571107e-07	6.275667e-05	0.1	2.571107e-07	0.02999392	0.1
2.928577e-07	0.8469018	0.1	2.928577e-07	5.570306e-05	0.1	2.928577e-07	0.0001217934	0.1	2.928577e-07	0.04222893	0.1	2.928577e-07	0.00041394646999999996	0.1	2.928577e-07	7.047081e-05	0.1	2.928577e-07	0.03368081	0.1
3.312457e-07	0.829418	0.1	3.312457e-07	6.206077e-05	0.1	3.312457e-07	0.0001356953	0.1	3.312457e-07	0.04705857	0.1	3.312457e-07	0.00046119290999999997	0.1	3.312457e-07	7.851406e-05	0.1	3.312457e-07	0.037525	0.1
3.729678e-07	0.811004	0.1	3.729678e-07	6.875666e-05	0.1	3.729678e-07	0.0001503367	0.1	3.729678e-07	0.05214534	0.1	3.729678e-07	0.00051095234	0.1	3.729678e-07	8.698512e-05	0.1	3.729678e-07	0.04157365	0.1
4.196911e-07	0.7910768	0.1	4.196911e-07	7.600271e-05	0.1	4.196911e-07	0.0001661811	0.1	4.196911e-07	0.05765024	0.1	4.196911e-07	0.0005648004	0.1	4.196911e-07	9.615222e-05	0.1	4.196911e-07	0.04595497	0.1
