	T[K]	P2	P5
600 0.00094 0.99296
700 0.00340 0.99049
800 0.01188 0.98201
900 0.03428 0.95961
1000 0.08010 0.91376
1100 0.15249 0.84106
1200 0.24296 0.75059
1300 0.33799 0.65557
1400 0.42757 0.56598
1500 0.49782 0.49573
1600 0.55442 0.43913
1700 0.58816 0.40540
1800 0.61141 0.38214
1900 0.61434 0.37922
2000 0.61768 0.37588
2100 0.60865 0.38491
2200 0.60153 0.39203
2300 0.59079 0.40276
2400 0.58218 0.41138
2500 0.56740 0.42616
