Batch	m_SP	7	P3	R	W4_L	W3	P1	P2_L	P4											
6.305291e-14	9.81150088401e-06	0.1	6.305291e-14	1.969428e-12	0.1	6.305291e-14	1.8838003000000003e-07	0.1	6.305291e-14	3.339464e-15	0.1	6.305291e-14	1.474692e-12	0.1	6.305291e-14	1.09317501e-11	0.1	6.305291e-14	8.857667e-20	0.1
1.494108e-13	9.55921540689e-06	0.1	1.494108e-13	4.606705e-12	0.1	1.494108e-13	4.4064138e-07	0.1	1.494108e-13	7.811369e-15	0.1	1.494108e-13	3.449465e-12	0.1	1.494108e-13	2.55705537e-11	0.1	1.494108e-13	2.071904e-19	0.1
3.305229e-13	9.05098348926e-06	0.1	3.305229e-13	9.919502e-12	0.1	3.305229e-13	9.48822e-07	0.1	3.305229e-13	1.682003e-14	0.1	3.305229e-13	7.427647e-12	0.1	3.305229e-13	5.5060429000000004e-11	0.1	3.305229e-13	4.46138e-19	0.1
6.586616e-13	8.19800601912e-06	0.1	6.586616e-13	1.883611e-11	0.1	6.586616e-13	1.8017148999999999e-06	0.1	6.586616e-13	3.193949e-14	0.1	6.586616e-13	1.410433e-11	0.1	6.586616e-13	1.04554075e-10	0.1	6.586616e-13	8.4717e-19	0.1
1.147648e-12	7.073738261910001e-06	0.1	1.147648e-12	3.058866e-11	0.1	1.147648e-12	2.9258714e-06	0.1	1.147648e-12	5.186772e-14	0.1	1.147648e-12	2.290455e-11	0.1	1.147648e-12	1.6978916699999998e-10	0.1	1.147648e-12	1.375751e-18	0.1
1.717502e-12	5.956563433770001e-06	0.1	1.717502e-12	4.226705e-11	0.1	1.717502e-12	4.0429355e-06	0.1	1.717502e-12	7.167022e-14	0.1	1.717502e-12	3.164924e-11	0.1	1.717502e-12	2.34612771e-10	0.1	1.717502e-12	1.900996e-18	0.1
2.318261e-12	4.96928430666e-06	0.1	2.318261e-12	5.258758e-11	0.1	2.318261e-12	5.0301161e-06	0.1	2.318261e-12	8.917024e-14	0.1	2.318261e-12	3.937717e-11	0.1	2.318261e-12	2.91899142e-10	0.1	2.318261e-12	2.365171e-18	0.1
3.042639e-12	3.993900060600001e-06	0.1	3.042639e-12	6.278376e-11	0.1	3.042639e-12	6.005403200000001e-06	0.1	3.042639e-12	1.064594e-13	0.1	3.042639e-12	4.701199e-11	0.1	3.042639e-12	3.48495393e-10	0.1	3.042639e-12	2.823753e-18	0.1
3.767018e-12	3.20996690001e-06	0.1	3.767018e-12	7.097861e-11	0.1	3.767018e-12	6.789258599999999e-06	0.1	3.767018e-12	1.20355e-13	0.1	3.767018e-12	5.314824e-11	0.1	3.767018e-12	3.93982763e-10	0.1	3.767018e-12	3.192323e-18	0.1
4.491397e-12	2.5799062006800003e-06	0.1	4.491397e-12	7.756495e-11	0.1	4.491397e-12	7.4192563e-06	0.1	4.491397e-12	1.315232e-13	0.1	4.491397e-12	5.808004e-11	0.1	4.491397e-12	4.3054169e-10	0.1	4.491397e-12	3.488549e-18	0.1
