Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
1.90959e-13	9.770355588979998e-06	0.1	1.90959e-13	4.793342e-09	0.1	1.90959e-13	1.5115642e-07	0.1	1.90959e-13	9.126381e-11	0.1	1.90959e-13	2.013436e-08	0.1	1.90959e-13	8.362812e-09	0.1	1.90959e-13	7.535126e-12	0.1
4.609925e-13	9.507925837679999e-06	0.1	4.609925e-13	1.141607e-08	0.1	4.609925e-13	3.599993e-07	0.1	4.609925e-13	2.173498e-10	0.1	4.609925e-13	4.794846e-08	0.1	4.609925e-13	1.991733e-08	0.1	4.609925e-13	1.794573e-11	0.1
1.035271e-12	8.9730316384388e-06	0.1	1.035271e-12	2.491558e-08	0.1	1.035271e-12	7.856863e-07	0.1	1.035271e-12	4.743261e-10	0.1	1.035271e-12	1.046269e-07	0.1	1.035271e-12	4.346968e-08	0.1	1.035271e-12	3.91651e-11	0.1
2.078609e-12	8.0771058391662e-06	0.1	2.078609e-12	4.752926e-08	0.1	2.078609e-12	1.4987443e-06	0.1	2.078609e-12	9.046995e-10	0.1	2.078609e-12	1.995196e-07	0.1	2.078609e-12	8.292361e-08	0.1	2.078609e-12	7.470705e-11	0.1
3.569092e-12	6.9502242125335995e-06	0.1	3.569092e-12	7.597722e-08	0.1	3.569092e-12	2.395712e-06	0.1	3.569092e-12	1.445922e-09	0.1	3.569092e-12	3.187965e-07	0.1	3.569092e-12	1.32557e-07	0.1	3.569092e-12	1.194118e-10	0.1
4.552397e-12	6.2943455927304e-06	0.1	4.552397e-12	9.253748e-08	0.1	4.552397e-12	2.917825e-06	0.1	4.552397e-12	1.760879e-09	0.1	4.552397e-12	3.88177e-07	0.1	4.552397e-12	1.614501e-07	0.1	4.552397e-12	1.454318e-10	0.1
5.718523e-12	5.59630737334695e-06	0.1	5.718523e-12	1.101645e-07	0.1	5.718523e-12	3.473545e-06	0.1	5.718523e-12	2.09604e-09	0.1	5.718523e-12	4.619807e-07	0.1	5.718523e-12	1.922047e-07	0.1	5.718523e-12	1.731245e-10	0.1
7.158883e-12	4.8400732924362e-06	0.1	7.158883e-12	1.29264e-07	0.1	7.158883e-12	4.075651e-06	0.1	7.158883e-12	2.459094e-09	0.1	7.158883e-12	5.418923e-07	0.1	7.158883e-12	2.255286e-07	0.1	7.158883e-12	2.031265e-10	0.1
9.780498e-12	3.7162618001467203e-06	0.1	9.780498e-12	1.576532e-07	0.1	9.780498e-12	4.97054e-06	0.1	9.780498e-12	2.99852e-09	0.1	9.780498e-12	6.605524e-07	0.1	9.780498e-12	2.750614e-07	0.1	9.780498e-12	2.477124e-10	0.1
1.240211e-11	2.85347706108297e-06	0.1	1.240211e-11	1.794542e-07	0.1	1.240211e-11	5.657683e-06	0.1	1.240211e-11	3.412583e-09	0.1	1.240211e-11	7.515679e-07	0.1	1.240211e-11	3.130998e-07	0.1	1.240211e-11	2.819433e-10	0.1
1.502373e-11	2.1910621867278003e-06	0.1	1.502373e-11	1.961962e-07	0.1	1.502373e-11	6.185323e-06	0.1	1.502373e-11	3.730455e-09	0.1	1.502373e-11	8.213923e-07	0.1	1.502373e-11	3.423115e-07	0.1	1.502373e-11	3.082252e-10	0.1
1.764534e-11	1.6824653674853e-06	0.1	1.764534e-11	2.090533e-07	0.1	1.764534e-11	6.590494e-06	0.1	1.764534e-11	3.974514e-09	0.1	1.764534e-11	8.749693e-07	0.1	1.764534e-11	3.647451e-07	0.1	1.764534e-11	3.284049e-10	0.1
2.026696e-11	1.29195433918824e-06	0.1	2.026696e-11	2.18927e-07	0.1	2.026696e-11	6.901627000000001e-06	0.1	2.026696e-11	4.161923e-09	0.1	2.026696e-11	9.16087e-07	0.1	2.026696e-11	3.819734e-07	0.1	2.026696e-11	3.438996e-10	0.1
2.288857e-11	9.921043661561702e-07	0.1	2.288857e-11	2.265098e-07	0.1	2.288857e-11	7.140553e-06	0.1	2.288857e-11	4.305855e-09	0.1	2.288857e-11	9.47649e-07	0.1	2.288857e-11	3.952044e-07	0.1	2.288857e-11	3.557974e-10	0.1
2.551019e-11	7.618603482182e-07	0.1	2.551019e-11	2.323332e-07	0.1	2.551019e-11	7.324033e-06	0.1	2.551019e-11	4.416415e-09	0.1	2.551019e-11	9.718809e-07	0.1	2.551019e-11	4.053657e-07	0.1	2.551019e-11	3.649335e-10	0.1
2.855434e-11	5.6068416324374e-07	0.1	2.855434e-11	2.374222e-07	0.1	2.855434e-11	7.484364e-06	0.1	2.855434e-11	4.513074e-09	0.1	2.855434e-11	9.930553e-07	0.1	2.855434e-11	4.142455e-07	0.1	2.855434e-11	3.729165e-10	0.1
3.170414e-11	4.08271824453824e-07	0.1	3.170414e-11	2.412783e-07	0.1	3.170414e-11	7.605842e-06	0.1	3.170414e-11	4.586375e-09	0.1	3.170414e-11	1.009104e-06	0.1	3.170414e-11	4.20974e-07	0.1	3.170414e-11	3.789647e-10	0.1
3.485393e-11	2.9729572719696397e-07	0.1	3.485393e-11	2.440863e-07	0.1	3.485393e-11	7.694301e-06	0.1	3.485393e-11	4.639823e-09	0.1	3.485393e-11	1.020799e-06	0.1	3.485393e-11	4.258738e-07	0.1	3.485393e-11	3.833687e-10	0.1
3.813134e-11	2.1372405895389202e-07	0.1	3.813134e-11	2.462012e-07	0.1	3.813134e-11	7.76092e-06	0.1	3.813134e-11	4.680157e-09	0.1	3.813134e-11	1.02962e-06	0.1	3.813134e-11	4.295641e-07	0.1	3.813134e-11	3.866854e-10	0.1
4.191924e-11	1.45948885818024e-07	0.1	4.191924e-11	2.479165e-07	0.1	4.191924e-11	7.814951e-06	0.1	4.191924e-11	4.712974e-09	0.1	4.191924e-11	1.036791e-06	0.1	4.191924e-11	4.325573e-07	0.1	4.191924e-11	3.893753e-10	0.1
