Batch	m_SP	11	W4_L	W2	W3	W6	R	P1	P2	P3	P4	P5	P6																			
1.3747e-08	0.9896893	0.1	1.3747e-08	7.502305e-07	0.1	1.3747e-08	7.871355e-06	0.1	1.3747e-08	0.0002134284	0.1	1.3747e-08	0.0005774332	0.1	1.3747e-08	0.001654678	0.1	1.3747e-08	0.002155509	0.1	1.3747e-08	0.0005228129	0.1	1.3747e-08	1.591264e-07	0.1	1.3747e-08	0.0001337377	0.1	1.3747e-08	9.272051e-10	0.1
1.621444e-08	0.9880534	0.1	1.621444e-08	8.267974e-07	0.1	1.621444e-08	9.52519e-06	0.1	1.621444e-08	0.0002504785	0.1	1.621444e-08	0.0006849419	0.1	1.621444e-08	0.002036347	0.1	1.621444e-08	0.002390095	0.1	1.621444e-08	0.0005789198	0.1	1.621444e-08	2.09587e-07	0.1	1.621444e-08	0.0001523779	0.1	1.621444e-08	1.220929e-09	0.1
1.758523e-08	0.9871729	0.1	1.758523e-08	8.643233e-07	0.1	1.758523e-08	1.047345e-05	0.1	1.758523e-08	0.0002709151	0.1	1.758523e-08	0.0007450249	0.1	1.758523e-08	0.002259562	0.1	1.758523e-08	0.002500495	0.1	1.758523e-08	0.000605203	0.1	1.758523e-08	2.405347e-07	0.1	1.758523e-08	0.0001619058	0.1	1.758523e-08	1.395923e-09	0.1
1.941275e-08	0.9860278	0.1	1.941275e-08	9.094285e-07	0.1	1.941275e-08	1.176714e-05	0.1	1.941275e-08	0.0002979533	0.1	1.941275e-08	0.0008253696	0.1	1.941275e-08	0.002568428	0.1	1.941275e-08	0.002627651	0.1	1.941275e-08	0.0006353543	0.1	1.941275e-08	2.847431e-07	0.1	1.941275e-08	0.0001737117	0.1	1.941275e-08	1.638559e-09	0.1
2.154473e-08	0.9847293	0.1	2.154473e-08	9.55701e-07	0.1	2.154473e-08	1.331433e-05	0.1	2.154473e-08	0.000329131	0.1	2.154473e-08	0.0009192323	0.1	2.154473e-08	0.002943342	0.1	2.154473e-08	0.002750224	0.1	2.154473e-08	0.0006642686	0.1	2.154473e-08	3.401424e-07	0.1	2.154473e-08	0.0001862427	0.1	2.154473e-08	1.930133e-09	0.1
2.367672e-08	0.9834661	0.1	2.367672e-08	9.959663e-07	0.1	2.367672e-08	1.489669e-05	0.1	2.367672e-08	0.0003598354	0.1	2.367672e-08	0.001012966	0.1	2.367672e-08	0.003331844	0.1	2.367672e-08	0.00284895	0.1	2.367672e-08	0.0006874239	0.1	2.367672e-08	3.991205e-07	0.1	2.367672e-08	0.0001975182	0.1	2.367672e-08	2.225333e-09	0.1
2.580871e-08	0.982233	0.1	2.580871e-08	1.030984e-06	0.1	2.580871e-08	1.650862e-05	0.1	2.580871e-08	0.00038999	0.1	2.580871e-08	0.001106295	0.1	2.580871e-08	0.003731814	0.1	2.580871e-08	0.002927716	0.1	2.580871e-08	0.0007057917	0.1	2.580871e-08	4.611374e-07	0.1	2.580871e-08	0.0002076356	0.1	2.580871e-08	2.519228e-09	0.1
2.794069e-08	0.9810257	0.1	2.794069e-08	1.061415e-06	0.1	2.794069e-08	1.814503e-05	0.1	2.794069e-08	0.0004195292	0.1	2.794069e-08	0.001198967	0.1	2.794069e-08	0.004141332	0.1	2.794069e-08	0.002990027	0.1	2.794069e-08	0.0007202429	0.1	2.794069e-08	5.257041e-07	0.1	2.794069e-08	0.0002166969	0.1	2.794069e-08	2.807893e-09	0.1
3.005751e-08	0.9798484	0.1	3.005751e-08	1.087663e-06	0.1	3.005751e-08	1.978967e-05	0.1	3.005751e-08	0.0004481971	0.1	3.005751e-08	0.001290102	0.1	3.005751e-08	0.004555722	0.1	3.005751e-08	0.003038634	0.1	3.005751e-08	0.0007314607	0.1	3.005751e-08	5.919128e-07	0.1	3.005751e-08	0.0002247488	0.1	3.005751e-08	3.086409e-09	0.1
3.146618e-08	0.9790752	0.1	3.146618e-08	1.103187e-06	0.1	3.146618e-08	2.089326e-05	0.1	3.146618e-08	0.0004668899	0.1	3.146618e-08	0.001350164	0.1	3.146618e-08	0.004835085	0.1	3.146618e-08	0.003064933	0.1	3.146618e-08	0.0007375096	0.1	3.146618e-08	6.369551e-07	0.1	3.146618e-08	0.0002296327	0.1	3.146618e-08	3.266237e-09	0.1
3.420547e-08	0.9775915	0.1	3.420547e-08	1.129478e-06	0.1	3.420547e-08	2.305617e-05	0.1	3.420547e-08	0.000502322	0.1	3.420547e-08	0.001465402	0.1	3.420547e-08	0.005385064	0.1	3.420547e-08	0.003104935	0.1	3.420547e-08	0.000746689	0.1	3.420547e-08	7.264136e-07	0.1	3.420547e-08	0.0002381562	0.1	3.420547e-08	3.601539e-09	0.1
3.72807e-08	0.9759523	0.1	3.72807e-08	1.153725e-06	0.1	3.72807e-08	2.550512e-05	0.1	3.72807e-08	0.0005406142	0.1	3.72807e-08	0.001591973	0.1	3.72807e-08	0.006010886	0.1	3.72807e-08	0.003136274	0.1	3.72807e-08	0.0007538851	0.1	3.72807e-08	8.292328e-07	0.1	3.72807e-08	0.0002463782	0.1	3.72807e-08	3.953533e-09	0.1
3.966678e-08	0.9746962	0.1	3.966678e-08	1.169315e-06	0.1	3.966678e-08	2.741654e-05	0.1	3.966678e-08	0.0005692262	0.1	3.966678e-08	0.0016879	0.1	3.966678e-08	0.006501135	0.1	3.966678e-08	0.003153291	0.1	3.966678e-08	0.0007578229	0.1	3.966678e-08	9.103907e-07	0.1	3.966678e-08	0.0002519131	0.1	3.966678e-08	4.208279e-09	0.1
4.286463e-08	0.9730311	0.1	4.286463e-08	1.186537e-06	0.1	4.286463e-08	2.998942e-05	0.1	4.286463e-08	0.0006060651	0.1	4.286463e-08	0.001813058	0.1	4.286463e-08	0.007162983	0.1	4.286463e-08	0.003168891	0.1	4.286463e-08	0.0007615067	0.1	4.286463e-08	1.020659e-06	0.1	4.286463e-08	0.0002583449	0.1	4.286463e-08	4.524808e-09	0.1
4.660365e-08	0.9711068	0.1	4.660365e-08	1.202304e-06	0.1	4.660365e-08	3.300906e-05	0.1	4.660365e-08	0.0006469775	0.1	4.660365e-08	0.001954114	0.1	4.660365e-08	0.007942025	0.1	4.660365e-08	0.003179804	0.1	4.660365e-08	0.0007642323	0.1	4.660365e-08	1.151326e-06	0.1	4.660365e-08	0.0002646581	0.1	4.660365e-08	4.860382e-09	0.1
5.034266e-08	0.9692035	0.1	5.034266e-08	1.214329e-06	0.1	5.034266e-08	3.603657e-05	0.1	5.034266e-08	0.0006856212	0.1	5.034266e-08	0.002089165	0.1	5.034266e-08	0.008725074	0.1	5.034266e-08	0.003185529	0.1	5.034266e-08	0.0007658752	0.1	5.034266e-08	1.283486e-06	0.1	5.034266e-08	0.0002699007	0.1	5.034266e-08	5.161566e-09	0.1
5.408168e-08	0.9673187	0.1	5.408168e-08	1.22342e-06	0.1	5.408168e-08	3.906877e-05	0.1	5.408168e-08	0.000722079	0.1	5.408168e-08	0.002217992	0.1	5.408168e-08	0.00951098	0.1	5.408168e-08	0.003187963	0.1	5.408168e-08	0.0007668605	0.1	5.408168e-08	1.416869e-06	0.1	5.408168e-08	0.0002742693	0.1	5.408168e-08	5.431727e-09	0.1
5.78207e-08	0.9654508	0.1	5.78207e-08	1.230216e-06	0.1	5.78207e-08	4.210346e-05	0.1	5.78207e-08	0.0007564448	0.1	5.78207e-08	0.002340467	0.1	5.78207e-08	0.01029896	0.1	5.78207e-08	0.003188331	0.1	5.78207e-08	0.0007674551	0.1	5.78207e-08	1.551296e-06	0.1	5.78207e-08	0.0002779212	0.1	5.78207e-08	5.674267e-09	0.1
6.155971e-08	0.9635989	0.1	6.155971e-08	1.235218e-06	0.1	6.155971e-08	4.513913e-05	0.1	6.155971e-08	0.0007888176	0.1	6.155971e-08	0.002456538	0.1	6.155971e-08	0.01108847	0.1	6.155971e-08	0.003187423	0.1	6.155971e-08	0.0007678237	0.1	6.155971e-08	1.686645e-06	0.1	6.155971e-08	0.0002809833	0.1	6.155971e-08	5.892404e-09	0.1
6.529873e-08	0.9617622	0.1	6.529873e-08	1.238817e-06	0.1	6.529873e-08	4.817469e-05	0.1	6.529873e-08	0.0008192975	0.1	6.529873e-08	0.002566218	0.1	6.529873e-08	0.01187913	0.1	6.529873e-08	0.003185735	0.1	6.529873e-08	0.0007680649	0.1	6.529873e-08	1.822831e-06	0.1	6.529873e-08	0.0002835576	0.1	6.529873e-08	6.08907e-09	0.1
6.97938e-08	0.9595734	0.1	6.97938e-08	1.241717e-06	0.1	6.97938e-08	5.182285e-05	0.1	6.97938e-08	0.0008535743	0.1	6.97938e-08	0.002689709	0.1	6.97938e-08	0.0128308	0.1	6.97938e-08	0.00318311	0.1	6.97938e-08	0.0007682654	0.1	6.97938e-08	1.987575e-06	0.1	6.97938e-08	0.0002861224	0.1	6.97938e-08	6.300733e-09	0.1
7.428888e-08	0.9574048	0.1	7.428888e-08	1.24344e-06	0.1	7.428888e-08	5.546874e-05	0.1	7.428888e-08	0.0008854239	0.1	7.428888e-08	0.002804258	0.1	7.428888e-08	0.01378337	0.1	7.428888e-08	0.003180128	0.1	7.428888e-08	0.0007684152	0.1	7.428888e-08	2.153357e-06	0.1	7.428888e-08	0.0002882155	0.1	7.428888e-08	6.489007e-09	0.1
7.935852e-08	0.9549825	0.1	7.935852e-08	1.244349e-06	0.1	7.935852e-08	5.9577e-05	0.1	7.935852e-08	0.0009186297	0.1	7.935852e-08	0.00292306	0.1	7.935852e-08	0.01485841	0.1	7.935852e-08	0.003176552	0.1	7.935852e-08	0.0007685495	0.1	7.935852e-08	2.341489e-06	0.1	7.935852e-08	0.0002901217	0.1	7.935852e-08	6.677355e-09	0.1
8.481121e-08	0.9524038	0.1	8.481121e-08	1.244446e-06	0.1	8.481121e-08	6.399041e-05	0.1	8.481121e-08	0.0009513663	0.1	8.481121e-08	0.003039077	0.1	8.481121e-08	0.01601519	0.1	8.481121e-08	0.003172584	0.1	8.481121e-08	0.0007686597	0.1	8.481121e-08	2.545112e-06	0.1	8.481121e-08	0.0002917429	0.1	8.481121e-08	6.855758e-09	0.1
9.099325e-08	0.9495122	0.1	9.099325e-08	1.243792e-06	0.1	9.099325e-08	6.898644e-05	0.1	9.099325e-08	0.0009850516	0.1	9.099325e-08	0.003156709	0.1	9.099325e-08	0.01732689	0.1	9.099325e-08	0.003168006	0.1	9.099325e-08	0.0007687339	0.1	9.099325e-08	2.777441e-06	0.1	9.099325e-08	0.0002931585	0.1	9.099325e-08	7.032424e-09	0.1
9.766151e-08	0.9464292	0.1	9.766151e-08	1.242476e-06	0.1	9.766151e-08	7.436496e-05	0.1	9.766151e-08	0.001017662	0.1	9.766151e-08	0.003268222	0.1	9.766151e-08	0.01874149	0.1	9.766151e-08	0.003162995	0.1	9.766151e-08	0.0007687348	0.1	9.766151e-08	3.029631e-06	0.1	9.766151e-08	0.0002942943	0.1	9.766151e-08	7.1973e-09	0.1
1.054376e-07	0.9428784	0.1	1.054376e-07	1.240427e-06	0.1	1.054376e-07	8.062155e-05	0.1	1.054376e-07	0.001051295	0.1	1.054376e-07	0.003379942	0.1	1.054376e-07	0.02039008	0.1	1.054376e-07	0.00315704	0.1	1.054376e-07	0.0007686071	0.1	1.054376e-07	3.325556e-06	0.1	1.054376e-07	0.0002952265	0.1	1.054376e-07	7.361355e-09	0.1
1.134906e-07	0.9392479	0.1	1.134906e-07	1.237943e-06	0.1	1.134906e-07	8.708142e-05	0.1	1.134906e-07	0.001081675	0.1	1.134906e-07	0.003477113	0.1	1.134906e-07	0.02209543	0.1	1.134906e-07	0.003150716	0.1	1.134906e-07	0.000768307	0.1	1.134906e-07	3.633812e-06	0.1	1.134906e-07	0.000295853	0.1	1.134906e-07	7.504366e-09	0.1
1.222101e-07	0.9353661	0.1	1.222101e-07	1.235002e-06	0.1	1.222101e-07	9.405125e-05	0.1	1.222101e-07	0.001110059	0.1	1.222101e-07	0.003563794	0.1	1.222101e-07	0.02393882	0.1	1.222101e-07	0.003143661	0.1	1.222101e-07	0.0007677771	0.1	1.222101e-07	3.969287e-06	0.1	1.222101e-07	0.0002962361	0.1	1.222101e-07	7.633257e-09	0.1
1.319296e-07	0.9310942	0.1	1.319296e-07	1.231539e-06	0.1	1.319296e-07	0.0001017872	0.1	1.319296e-07	0.001136863	0.1	1.319296e-07	0.00364104	0.1	1.319296e-07	0.0259887	0.1	1.319296e-07	0.003135531	0.1	1.319296e-07	0.0007669365	0.1	1.319296e-07	4.344879e-06	0.1	1.319296e-07	0.0002963873	0.1	1.319296e-07	7.750102e-09	0.1
1.416491e-07	0.9268749	0.1	1.416491e-07	1.227959e-06	0.1	1.416491e-07	0.0001094853	0.1	1.416491e-07	0.001159245	0.1	1.416491e-07	0.003701215	0.1	1.416491e-07	0.02803232	0.1	1.416491e-07	0.003127128	0.1	1.416491e-07	0.0007658481	0.1	1.416491e-07	4.721763e-06	0.1	1.416491e-07	0.0002963154	0.1	1.416491e-07	7.843093e-09	0.1
1.526739e-07	0.9221464	0.1	1.526739e-07	1.223813e-06	0.1	1.526739e-07	0.0001181685	0.1	1.526739e-07	0.001180042	0.1	1.526739e-07	0.003752615	0.1	1.526739e-07	0.03034162	0.1	1.526739e-07	0.0031173	0.1	1.526739e-07	0.0007643454	0.1	1.526739e-07	5.150314e-06	0.1	1.526739e-07	0.0002960266	0.1	1.526739e-07	7.924409e-09	0.1
1.650511e-07	0.9169035	0.1	1.650511e-07	1.219093e-06	0.1	1.650511e-07	0.0001278514	0.1	1.650511e-07	0.001198469	0.1	1.650511e-07	0.00379336	0.1	1.650511e-07	0.03292166	0.1	1.650511e-07	0.003105952	0.1	1.650511e-07	0.0007623696	0.1	1.650511e-07	5.632171e-06	0.1	1.650511e-07	0.0002955021	0.1	1.650511e-07	7.990451e-09	0.1
1.793571e-07	0.9109212	0.1	1.793571e-07	1.21359e-06	0.1	1.793571e-07	0.0001389529	0.1	1.793571e-07	0.001214403	0.1	1.793571e-07	0.003823401	0.1	1.793571e-07	0.0358855	0.1	1.793571e-07	0.003092518	0.1	1.793571e-07	0.0007597809	0.1	1.793571e-07	6.189355e-06	0.1	1.793571e-07	0.0002946993	0.1	1.793571e-07	8.040157e-09	0.1
1.963517e-07	0.903912	0.1	1.963517e-07	1.207025e-06	0.1	1.963517e-07	0.0001520104	0.1	1.963517e-07	0.001227335	0.1	1.963517e-07	0.003841867	0.1	1.963517e-07	0.0393788	0.1	1.963517e-07	0.003076257	0.1	1.963517e-07	0.0007563892	0.1	1.963517e-07	6.850676e-06	0.1	1.963517e-07	0.0002935498	0.1	1.963517e-07	8.070793e-09	0.1
2.140185e-07	0.8967271	0.1	2.140185e-07	1.200197e-06	0.1	2.140185e-07	0.0001654302	0.1	2.140185e-07	0.001235396	0.1	2.140185e-07	0.003847376	0.1	2.140185e-07	0.04297654	0.1	2.140185e-07	0.003059153	0.1	2.140185e-07	0.0007526123	0.1	2.140185e-07	7.53661e-06	0.1	2.140185e-07	0.0002922015	0.1	2.140185e-07	8.078744e-09	0.1
2.316852e-07	0.8896376	0.1	2.316852e-07	1.193392e-06	0.1	2.316852e-07	0.0001786909	0.1	2.316852e-07	0.001239261	0.1	2.316852e-07	0.003843594	0.1	2.316852e-07	0.04653841	0.1	2.316852e-07	0.003041967	0.1	2.316852e-07	0.0007486724	0.1	2.316852e-07	8.220292e-06	0.1	2.316852e-07	0.0002907515	0.1	2.316852e-07	8.069587e-09	0.1
2.49352e-07	0.8826375	0.1	2.49352e-07	1.186624e-06	0.1	2.49352e-07	0.0001917918	0.1	2.49352e-07	0.001239937	0.1	2.49352e-07	0.00383371	0.1	2.49352e-07	0.0500635	0.1	2.49352e-07	0.003024783	0.1	2.49352e-07	0.0007446363	0.1	2.49352e-07	8.901239e-06	0.1	2.49352e-07	0.0002892382	0.1	2.49352e-07	8.048678e-09	0.1
2.670188e-07	0.8757226	0.1	2.670188e-07	1.179906e-06	0.1	2.670188e-07	0.0002047333	0.1	2.670188e-07	0.001238196	0.1	2.670188e-07	0.003819856	0.1	2.670188e-07	0.0535513	0.1	2.670188e-07	0.003007661	0.1	2.670188e-07	0.00074055	0.1	2.670188e-07	9.579118e-06	0.1	2.670188e-07	0.0002876877	0.1	2.670188e-07	8.019833e-09	0.1
2.846855e-07	0.8688897	0.1	2.846855e-07	1.173245e-06	0.1	2.846855e-07	0.0002175167	0.1	2.846855e-07	0.001234632	0.1	2.846855e-07	0.003803447	0.1	2.846855e-07	0.0570016	0.1	2.846855e-07	0.002990639	0.1	2.846855e-07	0.0007364447	0.1	2.846855e-07	1.025369e-05	0.1	2.846855e-07	0.0002861178	0.1	2.846855e-07	7.985728e-09	0.1
3.023523e-07	0.8621362	0.1	3.023523e-07	1.166646e-06	0.1	3.023523e-07	0.0002301435	0.1	3.023523e-07	0.001229696	0.1	3.023523e-07	0.003785421	0.1	3.023523e-07	0.06041441	0.1	3.023523e-07	0.002973742	0.1	3.023523e-07	0.000732341	0.1	3.023523e-07	1.09248e-05	0.1	3.023523e-07	0.0002845404	0.1	3.023523e-07	7.948208e-09	0.1
3.207336e-07	0.8551919	0.1	3.207336e-07	1.159847e-06	0.1	3.207336e-07	0.000243117	0.1	3.207336e-07	0.001223478	0.1	3.207336e-07	0.003765616	0.1	3.207336e-07	0.06392563	0.1	3.207336e-07	0.002956312	0.1	3.207336e-07	0.0007280878	0.1	3.207336e-07	1.161922e-05	0.1	3.207336e-07	0.0002828998	0.1	3.207336e-07	7.906901e-09	0.1
3.419729e-07	0.8472699	0.1	3.419729e-07	1.152081e-06	0.1	3.419729e-07	0.0002579023	0.1	3.419729e-07	0.001215298	0.1	3.419729e-07	0.003741978	0.1	3.419729e-07	0.06793289	0.1	3.419729e-07	0.002936376	0.1	3.419729e-07	0.0007232069	0.1	3.419729e-07	1.241663e-05	0.1	3.419729e-07	0.0002810124	0.1	3.419729e-07	7.857506e-09	0.1
3.632121e-07	0.8394548	0.1	3.632121e-07	1.144411e-06	0.1	3.632121e-07	0.0002724713	0.1	3.632121e-07	0.001206372	0.1	3.632121e-07	0.003717951	0.1	3.632121e-07	0.07188726	0.1	3.632121e-07	0.002916667	0.1	3.632121e-07	0.0007183708	0.1	3.632121e-07	1.320857e-05	0.1	3.632121e-07	0.0002791391	0.1	3.632121e-07	7.807217e-09	0.1
3.87197e-07	0.8307553	0.1	3.87197e-07	1.135865e-06	0.1	3.87197e-07	0.0002886686	0.1	3.87197e-07	0.0011957	0.1	3.87197e-07	0.003690683	0.1	3.87197e-07	0.07629012	0.1	3.87197e-07	0.002894689	0.1	3.87197e-07	0.0007129699	0.1	3.87197e-07	1.409618e-05	0.1	3.87197e-07	0.0002770447	0.1	3.87197e-07	7.750081e-09	0.1
4.130121e-07	0.8215376	0.1	4.130121e-07	1.126803e-06	0.1	4.130121e-07	0.0003058059	0.1	4.130121e-07	0.001183784	0.1	4.130121e-07	0.003661419	0.1	4.130121e-07	0.08095597	0.1	4.130121e-07	0.002871365	0.1	4.130121e-07	0.0007072328	0.1	4.130121e-07	1.504346e-05	0.1	4.130121e-07	0.0002748184	0.1	4.130121e-07	7.688712e-09	0.1
4.419951e-07	0.8113645	0.1	4.419951e-07	1.116795e-06	0.1	4.419951e-07	0.000324689	0.1	4.419951e-07	0.001170128	0.1	4.419951e-07	0.003628852	0.1	4.419951e-07	0.08610598	0.1	4.419951e-07	0.002845583	0.1	4.419951e-07	0.0007008876	0.1	4.419951e-07	1.609683e-05	0.1	4.419951e-07	0.000272355	0.1	4.419951e-07	7.620381e-09	0.1
4.730898e-07	0.8006518	0.1	4.730898e-07	1.106249e-06	0.1	4.730898e-07	0.000344539	0.1	4.730898e-07	0.001155364	0.1	4.730898e-07	0.00359437	0.1	4.730898e-07	0.09152969	0.1	4.730898e-07	0.002818392	0.1	4.730898e-07	0.0006941932	0.1	4.730898e-07	1.721484e-05	0.1	4.730898e-07	0.0002697554	0.1	4.730898e-07	7.54801e-09	0.1
5.084598e-07	0.7887126	0.1	5.084598e-07	1.094487e-06	0.1	5.084598e-07	0.0003666181	0.1	5.084598e-07	0.001138612	0.1	5.084598e-07	0.003555797	0.1	5.084598e-07	0.09757465	0.1	5.084598e-07	0.002788039	0.1	5.084598e-07	0.000686719	0.1	5.084598e-07	1.847108e-05	0.1	5.084598e-07	0.0002668526	0.1	5.084598e-07	7.467036e-09	0.1
5.4668e-07	0.7760976	0.1	5.4668e-07	1.082051e-06	0.1	5.4668e-07	0.0003898968	0.1	5.4668e-07	0.001120701	0.1	5.4668e-07	0.003514925	0.1	5.4668e-07	0.1039621	0.1	5.4668e-07	0.002755912	0.1	5.4668e-07	0.0006788072	0.1	5.4668e-07	1.980969e-05	0.1	5.4668e-07	0.0002637796	0.1	5.4668e-07	7.381228e-09	0.1
5.914519e-07	0.7616856	0.1	5.914519e-07	1.067831e-06	0.1	5.914519e-07	0.000416427	0.1	5.914519e-07	0.001100087	0.1	5.914519e-07	0.003468115	0.1	5.914519e-07	0.1112598	0.1	5.914519e-07	0.002719137	0.1	5.914519e-07	0.0006697503	0.1	5.914519e-07	2.135243e-05	0.1	5.914519e-07	0.0002602617	0.1	5.914519e-07	7.28295e-09	0.1
