Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
0.0001920252	0.9891299	0.1	0.0001920252	2.90493e-09	0.1	0.0001920252	7.1190175e-06	0.1	0.0001920252	0.004660646	0.1	0.0001920252	4.343795588e-07	0.1	0.0001920252	2.211492e-09	0.1	0.0001920252	1.455878e-05	0.1
0.0002088018	0.9880775	0.1	0.0002088018	3.157802e-09	0.1	0.0002088018	7.7460231e-06	0.1	0.0002088018	0.005181573	0.1	0.0002088018	4.7413836160000004e-07	0.1	0.0002088018	2.403906e-09	0.1	0.0002088018	1.581817e-05	0.1
0.0002261707	0.986987	0.1	0.0002261707	3.41917e-09	0.1	0.0002261707	8.394226e-06	0.1	0.0002261707	0.005722688	0.1	0.0002261707	5.152823742e-07	0.1	0.0002261707	2.602785e-09	0.1	0.0002261707	1.711986e-05	0.1
0.0002435395	0.9858965	0.1	0.0002435395	3.680103e-09	0.1	0.0002435395	9.041444e-06	0.1	0.0002435395	0.006264835	0.1	0.0002435395	5.563933248000001e-07	0.1	0.0002435395	2.801333e-09	0.1	0.0002435395	1.841937e-05	0.1
0.0002630574	0.9846715	0.1	0.0002630574	3.972801e-09	0.1	0.0002630574	9.767532e-06	0.1	0.0002630574	0.006874589	0.1	0.0002630574	6.025386982e-07	0.1	0.0002630574	3.024052e-09	0.1	0.0002630574	1.987708e-05	0.1
0.0002840079	0.9833579	0.1	0.0002840079	4.286375e-09	0.1	0.0002840079	1.0545471e-05	0.1	0.0002840079	0.007529118	0.1	0.0002840079	6.519989439000001e-07	0.1	0.0002840079	3.262657e-09	0.1	0.0002840079	2.143874e-05	0.1
0.0003049585	0.9820461	0.1	0.0003049585	4.599322e-09	0.1	0.0003049585	1.1321896e-05	0.1	0.0003049585	0.008183219	0.1	0.0003049585	7.013764002999999e-07	0.1	0.0003049585	3.500785e-09	0.1	0.0003049585	2.299728e-05	0.1
0.0003294874	0.9805128	0.1	0.0003294874	4.964924e-09	0.1	0.0003294874	1.2228996e-05	0.1	0.0003294874	0.008948097	0.1	0.0003294874	7.590752537e-07	0.1	0.0003294874	3.778979e-09	0.1	0.0003294874	2.481804e-05	0.1
0.0003549108	0.9789269	0.1	0.0003549108	5.342958e-09	0.1	0.0003549108	1.3166965e-05	0.1	0.0003549108	0.009739495	0.1	0.0003549108	8.187454771e-07	0.1	0.0003549108	4.066634e-09	0.1	0.0003549108	2.670072e-05	0.1
0.0003834565	0.9771504	0.1	0.0003834565	5.766328e-09	0.1	0.0003834565	1.4217439e-05	0.1	0.0003834565	0.01062617	0.1	0.0003834565	8.855783554e-07	0.1	0.0003834565	4.388785e-09	0.1	0.0003834565	2.880918e-05	0.1
0.0004140837	0.9752494	0.1	0.0004140837	6.219292e-09	0.1	0.0004140837	1.5341355e-05	0.1	0.0004140837	0.01157507	0.1	0.0004140837	9.570875472e-07	0.1	0.0004140837	4.733455e-09	0.1	0.0004140837	3.106501e-05	0.1
