Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
2.626052e-11	9.698490056431501e-06	0.1	2.626052e-11	2.031676e-08	0.1	2.626052e-11	1.082836e-07	0.1	2.626052e-11	3.26701e-10	0.1	2.626052e-11	1.276242e-07	0.1	2.626052e-11	2.624263e-08	0.1	2.626052e-11	6.57733e-11	0.1
5.605807e-11	9.386752445057101e-06	0.1	5.605807e-11	4.267301e-08	0.1	5.605807e-11	2.274337e-07	0.1	5.605807e-11	6.861864e-10	0.1	5.605807e-11	2.680496e-07	0.1	5.605807e-11	5.51197e-08	0.1	5.605807e-11	1.381482e-10	0.1
1.255801e-10	8.6978579506134e-06	0.1	1.255801e-10	9.208106e-08	0.1	1.255801e-10	4.907453e-07	0.1	1.255801e-10	1.480616e-09	0.1	1.255801e-10	5.783546e-07	0.1	1.255801e-10	1.189392e-07	0.1	1.255801e-10	2.980949e-10	0.1
2.507198e-10	7.5828302405908005e-06	0.1	2.507198e-10	1.720637e-07	0.1	2.507198e-10	9.16956e-07	0.1	2.507198e-10	2.766517e-09	0.1	2.507198e-10	1.080559e-06	0.1	2.507198e-10	2.222521e-07	0.1	2.507198e-10	5.570068e-10	0.1
3.708607e-10	6.647151753676801e-06	0.1	3.708607e-10	2.391935e-07	0.1	3.708607e-10	1.274633e-06	0.1	3.708607e-10	3.845641e-09	0.1	3.708607e-10	1.501937e-06	0.1	3.708607e-10	3.08964e-07	0.1	3.708607e-10	7.743e-10	0.1
4.626468e-10	6.0109351553972e-06	0.1	4.626468e-10	2.848455e-07	0.1	4.626468e-10	1.517848e-06	0.1	4.626468e-10	4.579426e-09	0.1	4.626468e-10	1.788426e-06	0.1	4.626468e-10	3.679333e-07	0.1	4.626468e-10	9.22064e-10	0.1
5.887355e-10	5.235086207909999e-06	0.1	5.887355e-10	3.405252e-07	0.1	5.887355e-10	1.814458e-06	0.1	5.887355e-10	5.474298e-09	0.1	5.887355e-10	2.13776e-06	0.1	5.887355e-10	4.398561e-07	0.1	5.887355e-10	1.102276e-09	0.1
7.671013e-10	4.3055654002944e-06	0.1	7.671013e-10	4.072465e-07	0.1	7.671013e-10	2.169839e-06	0.1	7.671013e-10	6.546481e-09	0.1	7.671013e-10	2.556234e-06	0.1	7.671013e-10	5.260424e-07	0.1	7.671013e-10	1.318212e-09	0.1
1.011019e-09	3.2957325484650003e-06	0.1	1.011019e-09	4.79751e-07	0.1	1.011019e-09	2.555958e-06	0.1	1.011019e-09	7.711397e-09	0.1	1.011019e-09	3.010793e-06	0.1	1.011019e-09	6.197004e-07	0.1	1.011019e-09	1.552845e-09	0.1
1.254937e-09	2.5228387027139e-06	0.1	1.254937e-09	5.352588e-07	0.1	1.254937e-09	2.851508e-06	0.1	1.254937e-09	8.603066e-09	0.1	1.254937e-09	3.358639e-06	0.1	1.254937e-09	6.914037e-07	0.1	1.254937e-09	1.732458e-09	0.1
1.498855e-09	1.9312641622762203e-06	0.1	1.498855e-09	5.777553e-07	0.1	1.498855e-09	3.077741e-06	0.1	1.498855e-09	9.285613e-09	0.1	1.498855e-09	3.62484e-06	0.1	1.498855e-09	7.463001e-07	0.1	1.498855e-09	1.869958e-09	0.1
1.742773e-09	1.4784515249025598e-06	0.1	1.742773e-09	6.102911e-07	0.1	1.742773e-09	3.25092e-06	0.1	1.742773e-09	9.808107e-09	0.1	1.742773e-09	3.828573e-06	0.1	1.742773e-09	7.883299e-07	0.1	1.742773e-09	1.975222e-09	0.1
1.98669e-09	1.13183895607672e-06	0.1	1.98669e-09	6.352013e-07	0.1	1.98669e-09	3.383492e-06	0.1	1.98669e-09	1.020809e-08	0.1	1.98669e-09	3.984505e-06	0.1	1.98669e-09	8.205093e-07	0.1	1.98669e-09	2.055809e-09	0.1
2.230608e-09	8.665092966917101e-07	0.1	2.230608e-09	6.542735e-07	0.1	2.230608e-09	3.484982e-06	0.1	2.230608e-09	1.051431e-08	0.1	2.230608e-09	4.103857e-06	0.1	2.230608e-09	8.451473e-07	0.1	2.230608e-09	2.117505e-09	0.1
