Batch	m_SP	4	Pr1	W1	Pr2	Pr3					
0.00640734	9.738695664291002e-06	0.1	0.00640734	2.896029e-08	0.1	0.00640734	9.149297e-08	0.1	0.00640734	1.407517e-07	0.1
0.01404551	9.4362139187135e-06	0.1	0.01404551	6.249711e-08	0.1	0.01404551	1.974442e-07	0.1	0.01404551	3.037457e-07	0.1
0.02458314	9.034271525367e-06	0.1	0.02458314	1.070614e-07	0.1	0.02458314	3.382341e-07	0.1	0.02458314	5.203351e-07	0.1
0.03512076	8.6494511250624e-06	0.1	0.03512076	1.497275e-07	0.1	0.03512076	4.730269e-07	0.1	0.03512076	7.276988e-07	0.1
0.056196	7.9282874451042e-06	0.1	0.056196	2.29685e-07	0.1	0.056196	7.256325e-07	0.1	0.056196	1.116304e-06	0.1
0.09413144	6.778332558382e-06	0.1	0.09413144	3.571836e-07	0.1	0.09413144	1.128433e-06	0.1	0.09413144	1.735967e-06	0.1
0.1389253	5.6332966960875e-06	0.1	0.1389253	4.841373e-07	0.1	0.1389253	1.529511e-06	0.1	0.1389253	2.352981e-06	0.1
0.1942924	4.481609223027599e-06	0.1	0.1942924	6.118288e-07	0.1	0.1942924	1.93292e-06	0.1	0.1942924	2.973581e-06	0.1
0.2496596	3.5653780226862e-06	0.1	0.2496596	7.134146e-07	0.1	0.2496596	2.253855e-06	0.1	0.2496596	3.467303e-06	0.1
0.3050267	2.836463481236e-06	0.1	0.3050267	7.94232e-07	0.1	0.3050267	2.509178e-06	0.1	0.3050267	3.860088e-06	0.1
0.3603939	2.2565708633079003e-06	0.1	0.3603939	8.585269e-07	0.1	0.3603939	2.712301e-06	0.1	0.3603939	4.172571e-06	0.1
0.415761	1.7952329419328e-06	0.1	0.415761	9.096772e-07	0.1	0.415761	2.873898e-06	0.1	0.415761	4.421169e-06	0.1
0.4711282	1.4282128630112e-06	0.1	0.4711282	9.503703e-07	0.1	0.4711282	3.002458e-06	0.1	0.4711282	4.618944e-06	0.1
0.5379545	1.0836956015015002e-06	0.1	0.5379545	9.885683e-07	0.1	0.5379545	3.123135e-06	0.1	0.5379545	4.804592e-06	0.1
0.6047808	8.2228373416366e-07	0.1	0.6047808	1.017552e-06	0.1	0.6047808	3.214702e-06	0.1	0.6047808	4.945458e-06	0.1
0.6716072	6.239305818613999e-07	0.1	0.6716072	1.039544e-06	0.1	0.6716072	3.284181e-06	0.1	0.6716072	5.052343e-06	0.1
0.7384335	4.7342454148394997e-07	0.1	0.7384335	1.056232e-06	0.1	0.7384335	3.3369e-06	0.1	0.7384335	5.133446e-06	0.1
0.8163188	3.4318301667716e-07	0.1	0.8163188	1.070672e-06	0.1	0.8163188	3.382521e-06	0.1	0.8163188	5.203628e-06	0.1
0.8969688	2.4594660071256e-07	0.1	0.8969688	1.081453e-06	0.1	0.8969688	3.416581e-06	0.1	0.8969688	5.256026e-06	0.1
0.9776189	1.7626090385946e-07	0.1	0.9776189	1.089179e-06	0.1	0.9776189	3.44099e-06	0.1	0.9776189	5.293577e-06	0.1
1.06473	1.22992687694e-07	0.1	1.06473	1.095085e-06	0.1	1.06473	3.459649e-06	0.1	1.06473	5.322281e-06	0.1
