Batch	m_SP	4	N7a_L	T1a_L	T4a_L	N1a_L					
2.160808e-11	9.74021469181e-06	0.1	2.160808e-11	9.0131636e-12	0.1	2.160808e-11	2.5846287200000004e-07	0.1	2.160808e-11	4.7398698799999995e-18	0.1
4.620062e-11	9.453101334191998e-06	0.1	4.620062e-11	1.8989054e-11	0.1	4.620062e-11	5.4433374e-07	0.1	4.620062e-11	2.11428309e-17	0.1
1.032951e-10	8.819245511562001e-06	0.1	1.032951e-10	4.10398709e-11	0.1	1.032951e-10	1.1754450400000001e-06	0.1	1.032951e-10	9.986145999999999e-17	0.1
2.060652e-10	7.784928748310999e-06	0.1	2.060652e-10	7.7110584e-11	0.1	2.060652e-10	2.20527268e-06	0.1	2.060652e-10	3.59275938e-16	0.1
3.044809e-10	6.9097187328614e-06	0.1	3.044809e-10	1.0773186400000002e-10	0.1	3.044809e-10	3.0766738599999997e-06	0.1	3.044809e-10	7.1318827e-16	0.1
3.792367e-10	6.312021887037401e-06	0.1	3.792367e-10	1.2870551599999998e-10	0.1	3.792367e-10	3.6717626600000002e-06	0.1	3.792367e-10	1.0301975300000001e-15	0.1
4.824003e-10	5.5719781882074e-06	0.1	4.824003e-10	1.5475724e-10	0.1	4.824003e-10	4.40856767e-06	0.1	4.824003e-10	1.5126732700000002e-15	0.1
6.277826e-10	4.6751581449669994e-06	0.1	6.277826e-10	1.8648078199999998e-10	0.1	6.277826e-10	5.301448600000001e-06	0.1	6.277826e-10	2.24021988e-15	0.1
8.258403e-10	3.6824903887192e-06	0.1	8.258403e-10	2.21862023e-10	0.1	8.258403e-10	6.289726500000001e-06	0.1	8.258403e-10	3.2457616999999998e-15	0.1
1.023898e-09	2.901654565748e-06	0.1	1.023898e-09	2.4998760300000003e-10	0.1	1.023898e-09	7.0670776e-06	0.1	1.023898e-09	4.20211145e-15	0.1
1.221956e-09	2.2870409602659597e-06	0.1	1.221956e-09	2.72414259e-10	0.1	1.221956e-09	7.6789201e-06	0.1	1.221956e-09	5.0708639200000006e-15	0.1
1.420013e-09	1.80301839191094e-06	0.1	1.420013e-09	2.90361546e-10	0.1	1.420013e-09	8.1607298e-06	0.1	1.420013e-09	5.83657408e-15	0.1
1.618071e-09	1.42168647470182e-06	0.1	1.618071e-09	3.0478625299999996e-10	0.1	1.618071e-09	8.540290599999999e-06	0.1	1.618071e-09	6.4974333300000005e-15	0.1
1.816128e-09	1.1211671562084e-06	0.1	1.816128e-09	3.16439883e-10	0.1	1.816128e-09	8.839387e-06	0.1	1.816128e-09	7.059256840000001e-15	0.1
2.038588e-09	8.587983006904601e-07	0.1	2.038588e-09	3.2695354e-10	0.1	2.038588e-09	9.1004768e-06	0.1	2.038588e-09	7.5842406e-15	0.1
2.277316e-09	6.45216749506918e-07	0.1	2.277316e-09	3.35909994e-10	0.1	2.277316e-09	9.312979800000001e-06	0.1	2.277316e-09	8.0401581e-15	0.1
2.516043e-09	4.848139608268539e-07	0.1	2.516043e-09	3.43050259e-10	0.1	2.516043e-09	9.472529700000002e-06	0.1	2.516043e-09	8.403785700000001e-15	0.1
2.754771e-09	3.64331644921366e-07	0.1	2.754771e-09	3.4883105300000003e-10	0.1	2.754771e-09	9.5923319e-06	0.1	2.754771e-09	8.6928304e-15	0.1
3.023647e-09	2.64127850237342e-07	0.1	3.023647e-09	3.54137808e-10	0.1	3.023647e-09	9.691922100000001e-06	0.1	3.023647e-09	8.948071599999999e-15	0.1
3.312621e-09	1.86972693871332e-07	0.1	3.312621e-09	3.5881089e-10	0.1	3.312621e-09	9.768548300000001e-06	0.1	3.312621e-09	9.1590072e-15	0.1
3.601596e-09	1.3239030864087001e-07	0.1	3.601596e-09	3.62728665e-10	0.1	3.601596e-09	9.822696599999999e-06	0.1	3.601596e-09	9.3213666e-15	0.1
