Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
3.395938e-05	9.9999e-06	0.1	3.395938e-05	1.88959e-15	0.1	3.395938e-05	6.125474e-15	0.1	3.395938e-05	2.532003e-15	0.1	3.395938e-05	5.58462671e-14	0.1	3.395938e-05	2.896766e-15	0.1	3.395938e-05	2.650243e-15	0.1
0.0008830503	9.99989800002e-06	0.1	0.0008830503	3.671098e-15	0.1	0.0008830503	1.779431e-14	0.1	0.0008830503	6.714781e-14	0.1	0.0008830503	1.46925872e-12	0.1	0.0008830503	7.663647e-14	0.1	0.0008830503	7.174246e-14	0.1
0.01922095	9.99986300037e-06	0.1	0.01922095	3.22125e-15	0.1	0.01922095	1.396187e-14	0.1	0.01922095	1.463839e-12	0.1	0.01922095	3.20098198e-11	0.1	0.01922095	1.670377e-12	0.1	0.01922095	1.569043e-12	0.1
0.3420781	9.99924700653e-06	0.1	0.3420781	3.224764e-15	0.1	0.3420781	1.396109e-14	0.1	0.3420781	2.60983e-11	0.1	0.3420781	5.6922319e-10	0.1	0.3420781	2.974519e-11	0.1	0.3420781	2.792855e-11	0.1
0.9975119	9.99800401896e-06	0.1	0.9975119	3.253479e-15	0.1	0.9975119	1.396009e-14	0.1	0.9975119	7.699737e-11	0.1	0.9975119	1.6506733999999999e-09	0.1	0.9975119	8.705797e-11	0.1	0.9975119	8.144278e-11	0.1
2.045483	9.99606903831e-06	0.1	2.045483	3.353076e-15	0.1	2.045483	1.39599e-14	0.1	2.045483	1.643841e-10	0.1	2.045483	3.31877888e-09	0.1	2.045483	1.807386e-10	0.1	2.045483	1.670356e-10	0.1
3.626609	9.9933700653e-06	0.1	3.626609	3.597728e-15	0.1	3.626609	1.396233e-14	0.1	3.626609	3.215107e-10	0.1	3.626609	5.582649809999999e-09	0.1	3.626609	3.291503e-10	0.1	3.626609	2.963162e-10	0.1
5.756285	9.990308095920002e-06	0.1	5.756285	4.000219e-15	0.1	5.756285	1.396845e-14	0.1	5.756285	6.000449e-10	0.1	5.756285	7.9820511e-09	0.1	5.756285	5.386374e-10	0.1	5.756285	4.708035e-10	0.1
8.978376	9.98693312967e-06	0.1	8.978376	4.52229e-15	0.1	8.978376	1.397802e-14	0.1	8.978376	1.171903e-09	0.1	8.978376	1.02224471e-08	0.1	8.978376	8.368869e-10	0.1	8.978376	7.352951e-10	0.1
12.20047	9.98464915251e-06	0.1	12.20047	4.838623e-15	0.1	12.20047	1.398481e-14	0.1	12.20047	1.87434e-09	0.1	12.20047	1.13110297e-08	0.1	12.20047	1.066223e-09	0.1	12.20047	9.994587e-10	0.1
16.07858	9.982672172280002e-06	0.1	16.07858	5.027061e-15	0.1	16.07858	1.399016e-14	0.1	16.07858	2.798176e-09	0.1	16.07858	1.18713987e-08	0.1	16.07858	1.243394e-09	0.1	16.07858	1.315419e-09	0.1
20.39404	9.980933189670001e-06	0.1	20.39404	5.122786e-15	0.1	20.39404	1.39949e-14	0.1	20.39404	3.83431e-09	0.1	20.39404	1.21162522e-08	0.1	20.39404	1.353891e-09	0.1	20.39404	1.662725e-09	0.1
24.7095	9.97942920471e-06	0.1	24.7095	5.175904e-15	0.1	24.7095	1.399984e-14	0.1	24.7095	4.819748e-09	0.1	24.7095	1.22304716e-08	0.1	24.7095	1.416818e-09	0.1	24.7095	2.00399e-09	0.1
29.38475	9.97796621934e-06	0.1	29.38475	5.219278e-15	0.1	29.38475	1.400604e-14	0.1	29.38475	5.795103e-09	0.1	29.38475	1.23117987e-08	0.1	29.38475	1.461449e-09	0.1	29.38475	2.365417e-09	0.1
34.99451	9.976400235000001e-06	0.1	34.99451	5.266131e-15	0.1	34.99451	1.401479e-14	0.1	34.99451	6.817497e-09	0.1	34.99451	1.23939118e-08	0.1	34.99451	1.502437e-09	0.1	34.99451	2.785842e-09	0.1
42.18361	9.974675252250001e-06	0.1	42.18361	5.32198e-15	0.1	42.18361	1.402784e-14	0.1	42.18361	7.887983e-09	0.1	42.18361	1.24897373e-08	0.1	42.18361	1.547031e-09	0.1	42.18361	3.300523e-09	0.1
52.74283	9.97266327237e-06	0.1	52.74283	5.391727e-15	0.1	52.74283	1.404959e-14	0.1	52.74283	9.02536e-09	0.1	52.74283	1.26091075e-08	0.1	52.74283	1.601353e-09	0.1	52.74283	4.001151e-09	0.1
64.71193	9.971002288980002e-06	0.1	64.71193	5.448895e-15	0.1	64.71193	1.407605e-14	0.1	64.71193	9.836215e-09	0.1	64.71193	1.27073533e-08	0.1	64.71193	1.64606e-09	0.1	64.71193	4.708657e-09	0.1
79.94979	9.969563303369999e-06	0.1	79.94979	5.492638e-15	0.1	79.94979	1.410948e-14	0.1	79.94979	1.0401e-08	0.1	79.94979	1.27829893e-08	0.1	79.94979	1.680539e-09	0.1	79.94979	5.472209e-09	0.1
98.68091	9.96844331457e-06	0.1	98.68091	5.518505e-15	0.1	98.68091	1.41466e-14	0.1	98.68091	1.071638e-08	0.1	98.68091	1.28280788e-08	0.1	98.68091	1.701092e-09	0.1	98.68091	6.211105e-09	0.1
122.2976	9.96760132299e-06	0.1	122.2976	5.530851e-15	0.1	122.2976	1.418398e-14	0.1	122.2976	1.086225e-08	0.1	122.2976	1.2849890199999999e-08	0.1	122.2976	1.711016e-09	0.1	122.2976	6.8757e-09	0.1
153.2428	9.96699732903e-06	0.1	153.2428	5.535396e-15	0.1	153.2428	1.42171e-14	0.1	153.2428	1.091504e-08	0.1	153.2428	1.28581708e-08	0.1	153.2428	1.71477e-09	0.1	153.2428	7.414854e-09	0.1
191.3133	9.96663533265e-06	0.1	191.3133	5.536554e-15	0.1	191.3133	1.423966e-14	0.1	191.3133	1.092818e-08	0.1	191.3133	1.28604575e-08	0.1	191.3133	1.715796e-09	0.1	191.3133	7.76045e-09	0.1
232.9479	9.96646133439e-06	0.1	232.9479	5.536786e-15	0.1	232.9479	1.425122e-14	0.1	232.9479	1.093068e-08	0.1	232.9479	1.28610064e-08	0.1	232.9479	1.716035e-09	0.1	232.9479	7.931673e-09	0.1
