Batch	m_SP	4	T4a_L	T1a_L	N1a_L	N7a_L					
1.170082e-08	0.999990895	0.1	1.170082e-08	3.71750267e-10	0.1	1.170082e-08	1.91947583e-13	0.1	1.170082e-08	1.4495902e-06	0.1
1.859526e-08	0.9999856750000002	0.1	1.859526e-08	6.18244259e-10	0.1	1.859526e-08	3.08768727e-13	0.1	1.859526e-08	2.30364693e-06	0.1
2.548969e-08	0.9999802459999999	0.1	2.548969e-08	8.8639465e-10	0.1	2.548969e-08	4.28359328e-13	0.1	2.548969e-08	3.1575960599999997e-06	0.1
3.371006e-08	0.999973985	0.1	3.371006e-08	1.23586275e-09	0.1	3.371006e-08	5.74582207e-13	0.1	3.371006e-08	4.17558254e-06	0.1
4.354808e-08	0.999966512	0.1	4.354808e-08	1.69894385e-09	0.1	4.354808e-08	7.54795042e-13	0.1	4.354808e-08	5.39353148e-06	0.1
5.551568e-08	0.9999573460000001	0.1	5.551568e-08	2.33215879e-09	0.1	5.551568e-08	9.81714926e-13	0.1	5.551568e-08	6.8744417600000005e-06	0.1
7.032872e-08	0.999945925	0.1	7.032872e-08	3.22951286e-09	0.1	7.032872e-08	1.27435369e-12	0.1	7.032872e-08	8.7061373e-06	0.1
8.889061e-08	0.99993172	0.1	8.889061e-08	4.5452316099999996e-09	0.1	8.889061e-08	1.65954589e-12	0.1	8.889061e-08	1.09987964e-05	0.1
1.131743e-07	0.9999133769999999	0.1	1.131743e-07	6.6166541499999996e-09	0.1	1.131743e-07	2.194778e-12	0.1	1.131743e-07	1.3992676700000001e-05	0.1
1.434935e-07	0.9998903160000001	0.1	1.434935e-07	9.816427109999999e-09	0.1	1.434935e-07	2.9132832999999998e-12	0.1	1.434935e-07	1.7719592e-05	0.1
1.830654e-07	0.9998605020000001	0.1	1.830654e-07	1.51338714e-08	0.1	1.830654e-07	3.9358551e-12	0.1	1.830654e-07	2.25605313e-05	0.1
2.388879e-07	0.999818907	0.1	2.388879e-07	2.5114161399999998e-08	0.1	2.388879e-07	5.5434406399999995e-12	0.1	2.388879e-07	2.93322441e-05	0.1
3.254731e-07	0.9997554009999999	0.1	3.254731e-07	4.72052013e-08	0.1	3.254731e-07	8.423637779999999e-12	0.1	3.254731e-07	3.96639107e-05	0.1
4.685807e-07	0.9996531839999999	0.1	4.685807e-07	1.045425507e-07	0.1	4.685807e-07	1.42236757e-11	0.1	4.685807e-07	5.61312176e-05	0.1
6.241445e-07	0.99954644	0.1	6.241445e-07	2.01410327e-07	0.1	6.241445e-07	2.19923947e-11	0.1	6.241445e-07	7.29279124e-05	0.1
7.983926e-07	0.999433128	0.1	7.983926e-07	3.5873073099999994e-07	0.1	7.983926e-07	3.24617857e-11	0.1	7.983926e-07	9.010488499999999e-05	0.1
9.859301e-07	0.999318283	0.1	9.859301e-07	5.914781650000001e-07	0.1	9.859301e-07	4.572517259999999e-11	0.1	9.859301e-07	0.000106462506	0.1
1.226625e-06	0.999182166	0.1	1.226625e-06	9.934652349999999e-07	0.1	1.226625e-06	6.55828757e-11	0.1	1.226625e-06	0.000124155547	0.1
1.467321e-06	0.999057686	0.1	1.467321e-06	1.5165942589999998e-06	0.1	1.467321e-06	8.83764585e-11	0.1	1.467321e-06	0.000138349369	0.1
1.708016e-06	0.99894396	0.1	1.708016e-06	2.1632172789999996e-06	0.1	1.708016e-06	1.138618714e-10	0.1	1.708016e-06	0.000149478254	0.1
1.948711e-06	0.998839512	0.1	1.948711e-06	2.93329662e-06	0.1	1.948711e-06	1.4183785449999998e-10	0.1	1.948711e-06	0.000158061819	0.1
2.199559e-06	0.9987394329999999	0.1	2.199559e-06	3.86535723e-06	0.1	2.199559e-06	1.7347279199999998e-10	0.1	2.199559e-06	0.000164850169	0.1
2.491019e-06	0.998632392	0.1	2.491019e-06	5.1099318800000004e-06	0.1	2.491019e-06	2.13223009e-10	0.1	2.491019e-06	0.000170632732	0.1
2.829132e-06	0.99851926	0.1	2.829132e-06	6.76281829e-06	0.1	2.829132e-06	2.63144589e-10	0.1	2.829132e-06	0.00017530489	0.1
3.262521e-06	0.99838802	0.1	3.262521e-06	9.19124545e-06	0.1	3.262521e-06	3.3275443099999994e-10	0.1	3.262521e-06	0.00017918781600000002	0.1
3.82133e-06	0.998237559	0.1	3.82133e-06	1.279487829e-05	0.1	3.82133e-06	4.3113259e-10	0.1	3.82133e-06	0.00018214278600000002	0.1
4.380138e-06	0.9981044010000001	0.1	4.380138e-06	1.687647933e-05	0.1	4.380138e-06	5.38314856e-10	0.1	4.380138e-06	0.000183858522	0.1
4.938947e-06	0.997985759	0.1	4.938947e-06	2.1380199e-05	0.1	4.938947e-06	6.533167860000001e-10	0.1	4.938947e-06	0.00018493094100000001	0.1
5.497756e-06	0.997879578	0.1	5.497756e-06	2.62544894e-05	0.1	5.497756e-06	7.751821139999999e-10	0.1	5.497756e-06	0.000185651517	0.1
6.056565e-06	0.9977842090000001	0.1	6.056565e-06	3.14525729e-05	0.1	6.056565e-06	9.030151e-10	0.1	6.056565e-06	0.000186165533	0.1
