# T[K]         Pr1         Pr2         Pr3         W1         sum_k_Pr_i
3.00e+02	7.49e-38	1.56e-36	2.69e-53	1.64e-36	1.64e-36
4.00e+02	6.74e-26	2.55e-25	6.29e-36	3.22e-25	3.22e-25
5.00e+02	1.67e-18	3.18e-18	1.74e-25	4.84e-18	4.84e-18
6.00e+02	1.85e-13	3.19e-13	1.60e-18	5.04e-13	5.04e-13
7.00e+02	8.96e-10	1.41e-09	1.47e-13	2.31e-09	2.31e-09
8.00e+02	5.72e-07	8.28e-07	7.66e-10	1.40e-06	1.40e-06
9.00e+02	9.24e-05	1.22e-04	5.75e-07	2.15e-04	2.15e-04
1.00e+03	5.59e-03	6.72e-03	1.12e-04	1.24e-02	1.24e-02
1.10e+03	1.64e-01	1.81e-01	8.12e-03	3.54e-01	3.54e-01
1.20e+03	2.78e+00	2.85e+00	2.80e-01	5.91e+00	5.91e+00
1.30e+03	3.08e+01	2.94e+01	5.42e+00	6.56e+01	6.56e+01
1.40e+03	2.42e+02	2.17e+02	6.67e+01	5.26e+02	5.26e+02
1.50e+03	1.44e+03	1.23e+03	5.68e+02	3.24e+03	3.24e+03
1.60e+03	6.80e+03	5.53e+03	3.58e+03	1.59e+04	1.59e+04
1.70e+03	2.64e+04	2.06e+04	1.76e+04	6.47e+04	6.46e+04
1.80e+03	8.65e+04	6.56e+04	7.02e+04	2.23e+05	2.22e+05
1.90e+03	2.45e+05	1.82e+05	2.34e+05	6.65e+05	6.61e+05
2.00e+03	6.16e+05	4.44e+05	6.71e+05	1.74e+06	1.73e+06
2.10e+03	1.38e+06	9.78e+05	1.69e+06	4.08e+06	4.04e+06
2.20e+03	2.82e+06	1.96e+06	3.81e+06	8.68e+06	8.59e+06
2.30e+03	5.30e+06	3.64e+06	7.77e+06	1.69e+07	1.67e+07
2.40e+03	9.28e+06	6.29e+06	1.46e+07	3.05e+07	3.01e+07
2.50e+03	1.52e+07	1.02e+07	2.55e+07	5.15e+07	5.09e+07
