Batch	m_SP	4	N1a_L	T1a_L	T4a_L	N7a_L					
1.853163e-11	9.7396712286733e-06	0.1	1.853163e-11	1.32750621e-07	0.1	1.853163e-11	2.2721518470000005e-11	0.1	1.853163e-11	1.2749866200000001e-14	0.1
3.960703e-11	9.45205661935545e-06	0.1	3.960703e-11	2.7918260800000003e-07	0.1	3.960703e-11	4.8131464669999996e-11	0.1	3.960703e-11	5.7198928e-14	0.1
8.857549e-11	8.81619278268736e-06	0.1	8.857549e-11	6.0153182e-07	0.1	8.857549e-11	1.054791533e-10	0.1	8.857549e-11	2.7438848e-13	0.1
1.765294e-10	7.779700944846389e-06	0.1	1.765294e-10	1.12227592e-06	0.1	1.765294e-10	2.0299262559999995e-10	0.1	1.765294e-10	1.01209026e-12	0.1
2.604985e-10	6.904203656429849e-06	0.1	2.604985e-10	1.55661697e-06	0.1	2.604985e-10	2.9019635989999997e-10	0.1	2.604985e-10	2.0556115e-12	0.1
3.238712e-10	6.3093949521915e-06	0.1	3.238712e-10	1.8481487300000003e-06	0.1	3.238712e-10	3.526263365000001e-10	0.1	3.238712e-10	3.0166721e-12	0.1
4.110962e-10	5.573702591055473e-06	0.1	4.110962e-10	2.20382122e-06	0.1	4.110962e-10	4.3432409569999994e-10	0.1	4.110962e-10	4.5294081e-12	0.1
5.339045e-10	4.681143265635669e-06	0.1	5.339045e-10	2.62603178e-06	0.1	5.339045e-10	5.421070031000001e-10	0.1	5.339045e-10	6.9303524000000004e-12	0.1
7.011432e-10	3.691275640418304e-06	0.1	7.011432e-10	3.0775812199999996e-06	0.1	7.011432e-10	6.776017879e-10	0.1	7.011432e-10	1.0502840600000001e-11	0.1
8.683818e-10	2.911053076406941e-06	0.1	8.683818e-10	3.41483743e-06	0.1	8.683818e-10	8.02753069e-10	0.1	8.683818e-10	1.42140472e-11	0.1
1.03562e-09	2.2960544433708e-06	0.1	1.03562e-09	3.66240869e-06	0.1	1.03562e-09	9.19872767e-10	0.1	1.03562e-09	1.790749e-11	0.1
1.202859e-09	1.8112722050158541e-06	0.1	1.202859e-09	3.83966059e-06	0.1	1.202859e-09	1.0307530280000002e-09	0.1	1.202859e-09	2.1484512e-11	0.1
1.370098e-09	1.4291207727641222e-06	0.1	1.370098e-09	3.9618372e-06	0.1	1.370098e-09	1.1367812080000002e-09	0.1	1.370098e-09	2.4886916e-11	0.1
1.537336e-09	1.127859718385288e-06	0.1	1.537336e-09	4.04093724e-06	0.1	1.537336e-09	1.239030251e-09	0.1	1.537336e-09	2.8084421999999998e-11	0.1
1.738518e-09	8.486694378624261e-07	0.1	1.738518e-09	4.09222748e-06	0.1	1.738518e-09	1.358180871e-09	0.1	1.738518e-09	3.1644217e-11	0.1
1.9397e-09	6.38922053758494e-07	0.1	1.9397e-09	4.1074164200000005e-06	0.1	1.9397e-09	1.4741346949999999e-09	0.1	1.9397e-09	3.4894604000000003e-11	0.1
2.140882e-09	4.813321178536624e-07	0.1	2.140882e-09	4.09600581e-06	0.1	2.140882e-09	1.587680596e-09	0.1	2.140882e-09	3.7853446e-11	0.1
2.342064e-09	3.629186260453248e-07	0.1	2.342064e-09	4.06512106e-06	0.1	2.342064e-09	1.699390291e-09	0.1	2.342064e-09	4.0546221e-11	0.1
2.585632e-09	2.5821243676982386e-07	0.1	2.585632e-09	4.00920742e-06	0.1	2.585632e-09	1.832757437e-09	0.1	2.585632e-09	4.3491056e-11	0.1
2.8292e-09	1.841092354472964e-07	0.1	2.8292e-09	3.9394138700000005e-06	0.1	2.8292e-09	1.9645337210000002e-09	0.1	2.8292e-09	4.6138038e-11	0.1
3.072768e-09	1.31651494972132e-07	0.1	3.072768e-09	3.8606067e-06	0.1	3.072768e-09	2.095049451e-09	0.1	3.072768e-09	4.8533999999999995e-11	0.1
