Batch	m_SP	16	T4a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	N7a	N7c	N7b																													
0.0	0.9999999900000001	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.447553e-13	1.000000073	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1
1.165005e-10	1.000000003	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1	1.165005e-10	0.0	0.1
5.108067e-10	1.000000102	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1	5.108067e-10	0.0	0.1
1.22963e-09	1.000000022	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1	1.22963e-09	0.0	0.1
2.901388e-09	0.9999998799999998	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1	2.901388e-09	0.0	0.1
5.804126e-09	0.9999999879999999	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1	5.804126e-09	0.0	0.1
9.734654e-09	1.0000000199999999	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1	9.734654e-09	0.0	0.1
1.474525e-08	1.00000003	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1	1.474525e-08	0.0	0.1
2.053468e-08	1.000000014	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1	2.053468e-08	0.0	0.1
2.587755e-08	1.000000094	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1	2.587755e-08	0.0	0.1
3.122042e-08	1.000000044	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1	3.122042e-08	0.0	0.1
3.656328e-08	0.9999999679999999	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1	3.656328e-08	0.0	0.1
