Batch	m_SP	18	T1a_L	C5H5	N1a	N1b	N1c	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																	
0.0	0.9999999608000001	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
8.514844e-11	1.0000000467999999	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1	8.514844e-11	0.0	0.1
3.910315e-09	1.0000000424	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1	3.910315e-09	0.0	0.1
1.474271e-08	0.9999999598	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1	1.474271e-08	0.0	0.1
2.820044e-08	0.9999998733	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1	2.820044e-08	0.0	0.1
5.14359e-08	1.0000000753	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1	5.14359e-08	0.0	0.1
8.107375e-08	1.0000000267	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1	8.107375e-08	0.0	0.1
1.134596e-07	1.0000000232	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1	1.134596e-07	0.0	0.1
1.458455e-07	0.9999999848000001	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1	1.458455e-07	0.0	0.1
1.836179e-07	1.0000000097	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1	1.836179e-07	0.0	0.1
