Batch	m_SP	5	Nphln	N1a_L	N7a_L	Flvln	Azln							
2.427375e-08	9.888149117519999e-06	0.1	2.427375e-08	1.087172004e-09	0.1	2.427375e-08	1.0933892e-07	0.1	2.427375e-08	7.884115e-10	0.1	2.427375e-08	4.719091e-11	0.1
4.929354e-08	9.77446125441e-06	0.1	4.929354e-08	2.19507643e-09	0.1	4.929354e-08	2.2107312e-07	0.1	4.929354e-08	1.593662e-09	0.1	4.929354e-08	9.544272e-11	0.1
9.93331e-08	9.55099248912e-06	0.1	9.93331e-08	4.372816780000001e-09	0.1	9.93331e-08	4.407024e-07	0.1	9.93331e-08	3.176496e-09	0.1	9.93331e-08	1.902884e-10	0.1
1.851152e-07	9.179724201840001e-06	0.1	1.851152e-07	7.990883040000002e-09	0.1	1.851152e-07	8.0559124e-07	0.1	1.851152e-07	5.806192e-09	0.1	1.851152e-07	3.478637e-10	0.1
3.280854e-07	8.59273707177e-06	0.1	3.280854e-07	1.371116425e-08	0.1	3.280854e-07	1.3824923e-06	0.1	3.280854e-07	9.963828e-09	0.1	3.280854e-07	5.969953e-10	0.1
5.555467e-07	7.73523764685e-06	0.1	5.555467e-07	2.206762375e-08	0.1	5.555467e-07	2.2252574e-06	0.1	5.555467e-07	1.60375e-08	0.1	5.555467e-07	9.609387e-10	0.1
8.981877e-07	6.60231197622e-06	0.1	8.981877e-07	3.31081657e-08	0.1	8.981877e-07	3.3387169e-06	0.1	8.981877e-07	2.406202e-08	0.1	8.981877e-07	1.44178e-09	0.1
1.269623e-06	5.56081539129e-06	0.1	1.269623e-06	4.32577133e-08	0.1	1.269623e-06	4.3623169000000005e-06	0.1	1.269623e-06	3.143895e-08	0.1	1.269623e-06	1.883816e-09	0.1
1.752714e-06	4.448039519160001e-06	0.1	1.752714e-06	5.41018699e-08	0.1	1.752714e-06	5.455972e-06	0.1	1.752714e-06	3.932075e-08	0.1	1.752714e-06	2.356105e-09	0.1
2.310241e-06	3.4376156235e-06	0.1	2.310241e-06	6.3948614e-08	0.1	2.310241e-06	6.4490341e-06	0.1	2.310241e-06	4.647759e-08	0.1	2.310241e-06	2.784953e-09	0.1
2.867769e-06	2.65672143252e-06	0.1	2.867769e-06	7.15585461e-08	0.1	2.867769e-06	7.2165095000000004e-06	0.1	2.867769e-06	5.200867e-08	0.1	2.867769e-06	3.116384e-09	0.1
3.425296e-06	2.05321646763e-06	0.1	3.425296e-06	7.74397995e-08	0.1	3.425296e-06	7.809644000000001e-06	0.1	3.425296e-06	5.62833e-08	0.1	3.425296e-06	3.372526e-09	0.1
3.982823e-06	1.5868041318e-06	0.1	3.982823e-06	8.19850424e-08	0.1	3.982823e-06	8.2680417e-06	0.1	3.982823e-06	5.95869e-08	0.1	3.982823e-06	3.570482e-09	0.1
4.540351e-06	1.22634273645e-06	0.1	4.540351e-06	8.54977877e-08	0.1	4.540351e-06	8.6223094e-06	0.1	4.540351e-06	6.214005e-08	0.1	4.540351e-06	3.723471e-09	0.1
5.097878e-06	9.477649222560001e-07	0.1	5.097878e-06	8.821259489999999e-08	0.1	5.097878e-06	8.896100499999999e-06	0.1	5.097878e-06	6.411322e-08	0.1	5.097878e-06	3.841706e-09	0.1
5.655405e-06	7.32469175235e-07	0.1	5.655405e-06	9.031067879999999e-08	0.1	5.655405e-06	9.107697799999999e-06	0.1	5.655405e-06	6.563816e-08	0.1	5.655405e-06	3.933083e-09	0.1
6.212932e-06	5.66080239141e-07	0.1	6.212932e-06	9.193216879999999e-08	0.1	6.212932e-06	9.2712265e-06	0.1	6.212932e-06	6.681669e-08	0.1	6.212932e-06	4.003702e-09	0.1
6.815099e-06	4.2855471441e-07	0.1	6.815099e-06	9.32723761e-08	0.1	6.815099e-06	9.4063895e-06	0.1	6.815099e-06	6.779079e-08	0.1	6.815099e-06	4.062071e-09	0.1
7.484226e-06	3.14552954439e-07	0.1	7.484226e-06	9.43833311e-08	0.1	7.484226e-06	9.518432200000001e-06	0.1	7.484226e-06	6.859826e-08	0.1	7.484226e-06	4.110456e-09	0.1
8.153352e-06	2.3087739120300002e-07	0.1	8.153352e-06	9.519876649999999e-08	0.1	8.153352e-06	9.6006702e-06	0.1	8.153352e-06	6.919094e-08	0.1	8.153352e-06	4.14597e-09	0.1
8.822479e-06	1.6946070537600002e-07	0.1	8.822479e-06	9.57972803e-08	0.1	8.822479e-06	9.6610315e-06	0.1	8.822479e-06	6.962595e-08	0.1	8.822479e-06	4.172037e-09	0.1
9.575704e-06	1.1963980359e-07	0.1	9.575704e-06	9.62827932e-08	0.1	9.575704e-06	9.7099965e-06	0.1	9.575704e-06	6.997883e-08	0.1	9.575704e-06	4.193182e-09	0.1
