Batch	m_SP	4	N7a_L	T1a_L	T4a_L	N1a_L					
2.430754e-11	9.770304290005998e-06	0.1	2.430754e-11	2.10274735e-10	0.1	2.430754e-11	2.1802443299999998e-07	0.1	2.430754e-11	1.95238257e-13	0.1
5.168261e-11	9.519062414944e-06	0.1	5.168261e-11	4.4513599599999996e-10	0.1	5.168261e-11	4.5661943e-07	0.1	5.168261e-11	8.6387215e-13	0.1
1.159621e-10	8.957877538866001e-06	0.1	1.159621e-10	9.8887627e-10	0.1	1.159621e-10	9.8919594e-07	0.1	1.159621e-10	4.1368684e-12	0.1
2.113156e-10	8.19463710398e-06	0.1	2.113156e-10	1.77691596e-09	0.1	2.113156e-10	1.7126213700000001e-06	0.1	2.113156e-10	1.27682799e-11	0.1
3.322979e-10	7.333357729912e-06	0.1	3.322979e-10	2.7480785000000002e-09	0.1	3.322979e-10	2.52746469e-06	0.1	3.322979e-10	2.8826514000000003e-11	0.1
4.800704e-10	6.423100135428e-06	0.1	4.800704e-10	3.89598819e-09	0.1	4.800704e-10	3.3864439000000003e-06	0.1	4.800704e-10	5.3980111e-11	0.1
6.4037e-10	5.585774382278e-06	0.1	6.4037e-10	5.099584e-09	0.1	6.4037e-10	4.173964500000001e-06	0.1	6.4037e-10	8.566952000000001e-11	0.1
8.507775e-10	4.68222935354e-06	0.1	8.507775e-10	6.6222223999999994e-09	0.1	8.507775e-10	5.0198187e-06	0.1	8.507775e-10	1.3082017e-10	0.1
1.061185e-09	3.957740943598e-06	0.1	1.061185e-09	8.0876987e-09	0.1	1.061185e-09	5.693786600000001e-06	0.1	1.061185e-09	1.77103178e-10	0.1
1.271592e-09	3.375149695656e-06	0.1	1.271592e-09	9.5018133e-09	0.1	1.271592e-09	6.2316745e-06	0.1	1.271592e-09	2.22539295e-10	0.1
1.482e-09	2.905239594046e-06	0.1	1.482e-09	1.0868430899999998e-08	0.1	1.482e-09	6.6616302e-06	0.1	1.482e-09	2.65992869e-10	0.1
1.692407e-09	2.525010798774e-06	0.1	1.692407e-09	1.21901128e-08	0.1	1.692407e-09	7.0058143e-06	0.1	1.692407e-09	3.0687671e-10	0.1
1.902815e-09	2.216322872656e-06	0.1	1.902815e-09	1.34685613e-08	0.1	1.902815e-09	7.2816965e-06	0.1	1.902815e-09	3.4495183e-10	0.1
2.157334e-09	1.91827654186649e-06	0.1	2.157334e-09	1.49588775e-08	0.1	2.157334e-09	7.543629100000001e-06	0.1	2.157334e-09	3.872307e-10	0.1
2.411854e-09	1.6844759413530203e-06	0.1	2.411854e-09	1.63890028e-08	0.1	2.411854e-09	7.7445418e-06	0.1	2.411854e-09	4.2556046999999995e-10	0.1
2.666373e-09	1.50008344771664e-06	0.1	2.666373e-09	1.77599695e-08	0.1	2.666373e-09	7.898700899999999e-06	0.1	2.666373e-09	4.6025906e-10	0.1
2.931378e-09	1.3485188942254e-06	0.1	2.931378e-09	1.91255085e-08	0.1	2.931378e-09	8.0211336e-06	0.1	2.931378e-09	4.9291928e-10	0.1
3.238328e-09	1.2122041342071501e-06	0.1	3.238328e-09	2.0629531e-08	0.1	3.238328e-09	8.1262002e-06	0.1	3.238328e-09	5.2685271e-10	0.1
3.545277e-09	1.10758703705307e-06	0.1	3.545277e-09	2.2051828299999998e-08	0.1	3.545277e-09	8.2018088e-06	0.1	3.545277e-09	5.571548e-10	0.1
3.852226e-09	1.02664846395109e-06	0.1	3.852226e-09	2.3394317499999998e-08	0.1	3.852226e-09	8.2556248e-06	0.1	3.852226e-09	5.8432863e-10	0.1
4.223253e-09	9.521820607558801e-07	0.1	4.223253e-09	2.49136442e-08	0.1	4.223253e-09	8.2994344e-06	0.1	4.223253e-09	6.136002799999999e-10	0.1
4.594279e-09	8.964350312936949e-07	0.1	4.594279e-09	2.6323836800000002e-08	0.1	4.594279e-09	8.3265023e-06	0.1	4.594279e-09	6.3953102e-10	0.1
4.98146e-09	8.526603411826521e-07	0.1	4.98146e-09	2.7684153100000002e-08	0.1	4.98146e-09	8.3421458e-06	0.1	4.98146e-09	6.6355503e-10	0.1
5.433254e-09	8.1486732083763e-07	0.1	5.433254e-09	2.91353144e-08	0.1	5.433254e-09	8.3490899e-06	0.1	5.433254e-09	6.8824209e-10	0.1
5.885048e-09	7.872021881945821e-07	0.1	5.885048e-09	3.0448796e-08	0.1	5.885048e-09	8.347726399999999e-06	0.1	5.885048e-09	7.0984404e-10	0.1
6.430938e-09	7.630836353991901e-07	0.1	6.430938e-09	3.18658017e-08	0.1	6.430938e-09	8.3388314e-06	0.1	6.430938e-09	7.324390999999999e-10	0.1
6.976828e-09	7.45921392083508e-07	0.1	6.976828e-09	3.3112502600000004e-08	0.1	6.976828e-09	8.3248912e-06	0.1	6.976828e-09	7.517579500000001e-10	0.1
7.64249e-09	7.31197219517802e-07	0.1	7.64249e-09	3.44257844e-08	0.1	7.64249e-09	8.303855500000002e-06	0.1	7.64249e-09	7.715681599999999e-10	0.1
8.336146e-09	7.205498945981099e-07	0.1	8.336146e-09	3.55804217e-08	0.1	8.336146e-09	8.279336799999998e-06	0.1	8.336146e-09	7.8852583e-10	0.1
9.141779e-09	7.1191564781897e-07	0.1	9.141779e-09	3.66850132e-08	0.1	9.141779e-09	8.2493251e-06	0.1	9.141779e-09	8.0431484e-10	0.1
1.002201e-08	7.052432932705171e-07	0.1	1.002201e-08	3.7646580999999995e-08	0.1	1.002201e-08	8.2159467e-06	0.1	1.002201e-08	8.176502800000001e-10	0.1
1.101413e-08	6.997084456302051e-07	0.1	1.101413e-08	3.84783437e-08	0.1	1.101413e-08	8.1784856e-06	0.1	1.101413e-08	8.287728900000001e-10	0.1
1.214488e-08	6.94805555677508e-07	0.1	1.214488e-08	3.916719329999999e-08	0.1	1.214488e-08	8.1365323e-06	0.1	1.214488e-08	8.3752684e-10	0.1
1.336803e-08	6.90382855902424e-07	0.1	1.336803e-08	3.96731441e-08	0.1	1.336803e-08	8.092230199999999e-06	0.1	1.336803e-08	8.434472500000001e-10	0.1
1.485007e-08	6.8562872432301e-07	0.1	1.485007e-08	4.0041146399999995e-08	0.1	1.485007e-08	8.0399638e-06	0.1	1.485007e-08	8.470461099999999e-10	0.1
1.653789e-08	6.80596989413194e-07	0.1	1.653789e-08	4.0231672399999994e-08	0.1	1.653789e-08	7.982007e-06	0.1	1.653789e-08	8.4785716e-10	0.1
1.845278e-08	6.75120162238158e-07	0.1	1.845278e-08	4.025463370000001e-08	0.1	1.845278e-08	7.9178085e-06	0.1	1.845278e-08	8.460325099999999e-10	0.1
2.072715e-08	6.68778176005186e-07	0.1	2.072715e-08	4.01192609e-08	0.1	2.072715e-08	7.8431471e-06	0.1	2.072715e-08	8.4157947e-10	0.1
2.344632e-08	6.6133494394704e-07	0.1	2.344632e-08	3.9828831e-08	0.1	2.344632e-08	7.7555564e-06	0.1	2.344632e-08	8.344695399999999e-10	0.1
2.650825e-08	6.5308485024135e-07	0.1	2.650825e-08	3.94189095e-08	0.1	2.650825e-08	7.6585915e-06	0.1	2.650825e-08	8.253318e-10	0.1
2.991752e-08	6.440361605502749e-07	0.1	2.991752e-08	3.89180665e-08	0.1	2.991752e-08	7.552346999999999e-06	0.1	2.991752e-08	8.145746699999999e-10	0.1
3.406576e-08	6.33203935791968e-07	0.1	3.406576e-08	3.82876399e-08	0.1	3.406576e-08	7.4252336e-06	0.1	3.406576e-08	8.012486399999998e-10	0.1
3.887257e-08	6.208839527990641e-07	0.1	3.887257e-08	3.75543066e-08	0.1	3.887257e-08	7.2807133e-06	0.1	3.887257e-08	7.8584849e-10	0.1
4.446951e-08	6.06842321922712e-07	0.1	4.446951e-08	3.6710662100000003e-08	0.1	4.446951e-08	7.1160245000000005e-06	0.1	4.446951e-08	7.681739199999999e-10	0.1
5.14708e-08	5.897243237294761e-07	0.1	5.14708e-08	3.56781073e-08	0.1	5.14708e-08	6.9152749000000005e-06	0.1	5.14708e-08	7.4655894e-10	0.1
