# T[K]         W1         Pr1         Pr2         Pr3         sum_k_Pr_i
3.00e+02	2.83e+11	3.83e+10	3.99e+10	3.65e+11	3.62e+11
4.00e+02	6.34e+11	1.54e+11	1.50e+11	9.46e+11	9.38e+11
5.00e+02	9.44e+11	3.88e+11	3.58e+11	1.70e+12	1.69e+12
6.00e+02	1.11e+12	7.37e+11	6.51e+11	2.51e+12	2.49e+12
7.00e+02	1.11e+12	1.16e+12	9.83e+11	3.26e+12	3.24e+12
8.00e+02	9.97e+11	1.59e+12	1.30e+12	3.90e+12	3.89e+12
9.00e+02	8.39e+11	1.99e+12	1.59e+12	4.43e+12	4.42e+12
1.00e+03	6.70e+11	2.33e+12	1.80e+12	4.81e+12	4.80e+12
1.10e+03	5.15e+11	2.59e+12	1.95e+12	5.05e+12	5.05e+12
1.20e+03	3.86e+11	2.77e+12	2.03e+12	5.20e+12	5.19e+12
1.30e+03	2.83e+11	2.89e+12	2.07e+12	5.25e+12	5.25e+12
1.40e+03	2.05e+11	2.96e+12	2.07e+12	5.24e+12	5.24e+12
1.50e+03	1.46e+11	2.98e+12	2.04e+12	5.17e+12	5.17e+12
1.60e+03	1.04e+11	2.98e+12	1.99e+12	5.08e+12	5.08e+12
1.70e+03	7.35e+10	2.96e+12	1.94e+12	4.97e+12	4.97e+12
1.80e+03	5.18e+10	2.92e+12	1.88e+12	4.85e+12	4.85e+12
1.90e+03	3.65e+10	2.87e+12	1.81e+12	4.72e+12	4.72e+12
2.00e+03	2.59e+10	2.83e+12	1.75e+12	4.61e+12	4.61e+12
2.10e+03	1.84e+10	2.78e+12	1.69e+12	4.49e+12	4.49e+12
2.20e+03	1.31e+10	2.74e+12	1.63e+12	4.38e+12	4.38e+12
2.30e+03	9.49e+09	2.70e+12	1.57e+12	4.28e+12	4.28e+12
2.40e+03	6.90e+09	2.66e+12	1.52e+12	4.18e+12	4.18e+12
2.50e+03	5.08e+09	2.63e+12	1.48e+12	4.11e+12	4.11e+12
