Batch	m_SP	5	C5H5	T1a_L	T4a_L	N1a_L	N7a_L							
4.895873e-10	0.9898242	0.1	4.895873e-10	0.0101596872	0.1	4.895873e-10	4.974282465e-08	0.1	4.895873e-10	7.4642282e-06	0.1	4.895873e-10	4.0052076e-09	0.1
7.89985e-10	0.9836825	0.1	7.89985e-10	0.016291679	0.1	7.89985e-10	8.068199646e-08	0.1	7.89985e-10	1.1969347999999999e-05	0.1	7.89985e-10	6.4261188e-09	0.1
1.219125e-09	0.9750397	0.1	1.219125e-09	0.024920828	0.1	1.219125e-09	1.2544242520000002e-07	0.1	1.219125e-09	1.83091057e-05	0.1	1.219125e-09	9.837597199999999e-09	0.1
1.80507e-09	0.9634812	0.1	1.80507e-09	0.036461062999999995	0.1	1.80507e-09	1.87642921e-07	0.1	1.80507e-09	2.6787614999999995e-05	0.1	1.80507e-09	1.44089149e-08	0.1
2.48573e-09	0.9503937	0.1	2.48573e-09	0.049527873	0.1	2.48573e-09	2.6149963109999996e-07	0.1	2.48573e-09	3.63876682e-05	0.1	2.48573e-09	1.9598049999999997e-08	0.1
3.229534e-09	0.9364927	0.1	3.229534e-09	0.06340689000000001	0.1	3.229534e-09	3.442128357e-07	0.1	3.229534e-09	4.6584457e-05	0.1	3.229534e-09	2.5125985999999998e-08	0.1
3.973338e-09	0.9229925	0.1	3.973338e-09	0.076885755	0.1	3.973338e-09	4.290533953e-07	0.1	3.973338e-09	5.6487252999999995e-05	0.1	3.973338e-09	3.0511694000000004e-08	0.1
4.809222e-09	0.908278	0.1	4.809222e-09	0.0915769	0.1	4.809222e-09	5.269691153e-07	0.1	4.809222e-09	6.7280699e-05	0.1	4.809222e-09	3.6402438e-08	0.1
5.706493e-09	0.8929963	0.1	5.706493e-09	0.10683445	0.1	5.706493e-09	6.351362601999999e-07	0.1	5.706493e-09	7.8490271e-05	0.1	5.706493e-09	4.2544771000000005e-08	0.1
6.603765e-09	0.8782203	0.1	6.603765e-09	0.1215871	0.1	6.603765e-09	7.464950296000001e-07	0.1	6.603765e-09	8.9328901e-05	0.1	6.603765e-09	4.8509355e-08	0.1
7.501036e-09	0.8639254	0.1	7.501036e-09	0.13585947999999998	0.1	7.501036e-09	8.610586019e-07	0.1	7.501036e-09	9.981467800000002e-05	0.1	7.501036e-09	5.4305428e-08	0.1
8.549321e-09	0.847803	0.1	8.549321e-09	0.15195641000000001	0.1	8.549321e-09	9.989666506e-07	0.1	8.549321e-09	0.00011164095000000001	0.1	8.549321e-09	6.0875058e-08	0.1
9.635359e-09	0.8317225	0.1	9.635359e-09	0.16801148	0.1	9.635359e-09	1.1464499496e-06	0.1	9.635359e-09	0.00012343642100000001	0.1	9.635359e-09	6.74647e-08	0.1
1.07214e-08	0.8162407	0.1	1.07214e-08	0.18346883000000003	0.1	1.07214e-08	1.2985991376999998e-06	0.1	1.07214e-08	0.000134792775	0.1	1.07214e-08	7.384685e-08	0.1
1.180744e-08	0.8013247	0.1	1.180744e-08	0.19836124	0.1	1.180744e-08	1.4553773333000001e-06	0.1	1.180744e-08	0.000145734128	0.1	1.180744e-08	8.003358499999999e-08	0.1
1.307678e-08	0.7845676	0.1	1.307678e-08	0.21509191000000003	0.1	1.307678e-08	1.644419661e-06	0.1	1.307678e-08	0.000158025939	0.1	1.307678e-08	8.7031763e-08	0.1
1.439196e-08	0.7679291	0.1	1.439196e-08	0.23170416	0.1	1.439196e-08	1.8467888709999998e-06	0.1	1.439196e-08	0.00017023082	0.1	1.439196e-08	9.4034557e-08	0.1
1.570713e-08	0.7519817	0.1	1.570713e-08	0.24762646	0.1	1.570713e-08	2.0556580419999997e-06	0.1	1.570713e-08	0.000181928747	0.1	1.570713e-08	1.00801363e-07	0.1
1.702231e-08	0.7366831	0.1	1.702231e-08	0.2629009	0.1	1.702231e-08	2.270895455e-06	0.1	1.702231e-08	0.00019315071499999997	0.1	1.702231e-08	1.0734738799999999e-07	0.1
1.855313e-08	0.7196418	0.1	1.855313e-08	0.27991532999999996	0.1	1.855313e-08	2.529256954e-06	0.1	1.855313e-08	0.00020565100300000002	0.1	1.855313e-08	1.14707186e-07	0.1
2.013787e-08	0.7028115	0.1	2.013787e-08	0.29671914	0.1	2.013787e-08	2.80535023e-06	0.1	2.013787e-08	0.000217996576	0.1	2.013787e-08	1.2205224100000001e-07	0.1
2.172261e-08	0.6867504	0.1	2.172261e-08	0.31275493	0.1	2.172261e-08	3.089950935e-06	0.1	2.172261e-08	0.00022977795000000002	0.1	2.172261e-08	1.29138469e-07	0.1
2.330735e-08	0.6714069	0.1	2.330735e-08	0.32807419000000004	0.1	2.330735e-08	3.38277243e-06	0.1	2.330735e-08	0.000241032848	0.1	2.330735e-08	1.35984059e-07	0.1
2.514948e-08	0.6544114	0.1	2.514948e-08	0.34504301	0.1	2.514948e-08	3.733097547e-06	0.1	2.514948e-08	0.00025349958199999997	0.1	2.514948e-08	1.43660755e-07	0.1
2.705596e-08	0.637705	0.1	2.705596e-08	0.36172304000000005	0.1	2.705596e-08	4.106446059e-06	0.1	2.705596e-08	0.00026575422299999997	0.1	2.705596e-08	1.51311404e-07	0.1
2.896243e-08	0.6218304	0.1	2.896243e-08	0.37757261999999997	0.1	2.896243e-08	4.490254469999999e-06	0.1	2.896243e-08	0.000277398775	0.1	2.896243e-08	1.58685712e-07	0.1
3.086891e-08	0.606727	0.1	3.086891e-08	0.39265231999999994	0.1	3.086891e-08	4.8840050630000004e-06	0.1	3.086891e-08	0.000288477616	0.1	3.086891e-08	1.65804607e-07	0.1
3.308257e-08	0.5900853	0.1	3.308257e-08	0.40926788	0.1	3.308257e-08	5.352999395e-06	0.1	3.308257e-08	0.000300684922	0.1	3.308257e-08	1.737744e-07	0.1
3.537303e-08	0.5738007	0.1	3.537303e-08	0.42552684999999996	0.1	3.537303e-08	5.850810071000001e-06	0.1	3.537303e-08	0.000312630165	0.1	3.537303e-08	1.8171222e-07	0.1
3.766349e-08	0.5583907	0.1	3.766349e-08	0.44091259	0.1	3.766349e-08	6.360541141e-06	0.1	3.766349e-08	0.000323933922	0.1	3.766349e-08	1.8936149999999998e-07	0.1
3.995394e-08	0.5437868	0.1	3.995394e-08	0.4554935399999999	0.1	3.995394e-08	6.8813616789999995e-06	0.1	3.995394e-08	0.000334646365	0.1	3.995394e-08	1.9674524e-07	0.1
4.253292e-08	0.5282315	0.1	4.253292e-08	0.47102446000000003	0.1	4.253292e-08	7.480068089e-06	0.1	4.253292e-08	0.000346056737	0.1	4.253292e-08	2.0476611e-07	0.1
4.530424e-08	0.5124784	0.1	4.530424e-08	0.48675274	0.1	4.530424e-08	8.136712094e-06	0.1	4.530424e-08	0.00035761217	0.1	4.530424e-08	2.1306761e-07	0.1
4.807557e-08	0.4976376	0.1	4.807557e-08	0.5015702000000001	0.1	4.807557e-08	8.805850253e-06	0.1	4.807557e-08	0.00036849835899999996	0.1	4.807557e-08	2.2106710000000002e-07	0.1
5.084689e-08	0.4836323	0.1	5.084689e-08	0.5155536	0.1	5.084689e-08	9.486242419e-06	0.1	5.084689e-08	0.00037877176800000004	0.1	5.084689e-08	2.2878935999999998e-07	0.1
5.384813e-08	0.4693278	0.1	5.384813e-08	0.52983558	0.1	5.384813e-08	1.0234416920000001e-05	0.1	5.384813e-08	0.000389264566	0.1	5.384813e-08	2.3686452e-07	0.1
5.719424e-08	0.4543454	0.1	5.719424e-08	0.5447945599999999	0.1	5.719424e-08	1.108078711e-05	0.1	5.719424e-08	0.000400254676	0.1	5.719424e-08	2.4554364999999997e-07	0.1
6.054034e-08	0.44029	0.1	6.054034e-08	0.5588279399999999	0.1	6.054034e-08	1.1938286518e-05	0.1	6.054034e-08	0.00041056485300000004	0.1	6.054034e-08	2.5390928e-07	0.1
6.388645e-08	0.4270781	0.1	6.388645e-08	0.5720191399999999	0.1	6.388645e-08	1.2805225752e-05	0.1	6.388645e-08	0.000420256302	0.1	6.388645e-08	2.6198707e-07	0.1
6.737055e-08	0.4141385	0.1	6.737055e-08	0.58493845	0.1	6.737055e-08	1.3716255938000001e-05	0.1	6.737055e-08	0.000429747946	0.1	6.737055e-08	2.7011619e-07	0.1
7.140659e-08	0.4000959	0.1	7.140659e-08	0.59895898	0.1	7.140659e-08	1.4780131283999999e-05	0.1	7.140659e-08	0.00044004862000000003	0.1	7.140659e-08	2.7920212e-07	0.1
7.544264e-08	0.3869745	0.1	7.544264e-08	0.6120598300000001	0.1	7.544264e-08	1.5850933795e-05	0.1	7.544264e-08	0.00044967372000000004	0.1	7.544264e-08	2.8796121e-07	0.1
7.947869e-08	0.3746864	0.1	7.947869e-08	0.62432878	0.1	7.947869e-08	1.6926553696e-05	0.1	7.947869e-08	0.00045868747	0.1	7.947869e-08	2.9641931e-07	0.1
8.351473e-08	0.3631546	0.1	8.351473e-08	0.6358423300000001	0.1	8.351473e-08	1.8005075644e-05	0.1	8.351473e-08	0.00046714652	0.1	8.351473e-08	3.0459895e-07	0.1
8.837425e-08	0.3501783	0.1	8.837425e-08	0.6487983599999999	0.1	8.837425e-08	1.9305063304e-05	0.1	8.837425e-08	0.00047666516000000004	0.1	8.837425e-08	3.141057e-07	0.1
9.323376e-08	0.3380973	0.1	9.323376e-08	0.66086049	0.1	9.323376e-08	2.0604070072000002e-05	0.1	9.323376e-08	0.00048552702	0.1	9.323376e-08	3.23267e-07	0.1
9.809327e-08	0.3268221	0.1	9.809327e-08	0.67211808	0.1	9.809327e-08	2.189972703e-05	0.1	9.809327e-08	0.00049379783	0.1	9.809327e-08	3.3210887e-07	0.1
1.029528e-07	0.3162747	0.1	1.029528e-07	0.68264899	0.1	1.029528e-07	2.3189942379e-05	0.1	1.029528e-07	0.0005015348	0.1	1.029528e-07	3.4065356e-07	0.1
1.086001e-07	0.3048418	0.1	1.086001e-07	0.6940640899999999	0.1	1.086001e-07	2.4680086178000002e-05	0.1	1.086001e-07	0.00050992119	0.1	1.086001e-07	3.5023601e-07	0.1
1.144443e-07	0.2938491	0.1	1.144443e-07	0.7050394799999999	0.1	1.144443e-07	2.6209224984e-05	0.1	1.144443e-07	0.00051798482	0.1	1.144443e-07	3.5978665e-07	0.1
1.202885e-07	0.2836216	0.1	1.202885e-07	0.71525094	0.1	1.202885e-07	2.7722871446e-05	0.1	1.202885e-07	0.0005254870899999999	0.1	1.202885e-07	3.6899056000000004e-07	0.1
1.261327e-07	0.2740821	0.1	1.261327e-07	0.72477555	0.1	1.261327e-07	2.9219060201e-05	0.1	1.261327e-07	0.00053248469	0.1	1.261327e-07	3.7787041e-07	0.1
1.326843e-07	0.2641232	0.1	1.326843e-07	0.73471901	0.1	1.326843e-07	3.0873560807e-05	0.1	1.326843e-07	0.0005397899	0.1	1.326843e-07	3.8746441e-07	0.1
1.397074e-07	0.2542211	0.1	1.397074e-07	0.74460558	0.1	1.397074e-07	3.2618322517e-05	0.1	1.397074e-07	0.00054705364	0.1	1.397074e-07	3.973524e-07	0.1
1.467306e-07	0.2450346	0.1	1.467306e-07	0.7537777499999999	0.1	1.467306e-07	3.4331432579e-05	0.1	1.467306e-07	0.00055379226	0.1	1.467306e-07	4.0685619e-07	0.1
1.537537e-07	0.2364889	0.1	1.537537e-07	0.7623101999999999	0.1	1.537537e-07	3.601143068e-05	0.1	1.537537e-07	0.00056006082	0.1	1.537537e-07	4.1599927e-07	0.1
1.61342e-07	0.2279011	0.1	1.61342e-07	0.7708843900000001	0.1	1.61342e-07	3.7788148120999994e-05	0.1	1.61342e-07	0.00056636039	0.1	1.61342e-07	4.2549692e-07	0.1
1.697781e-07	0.2190576	0.1	1.697781e-07	0.7797141199999998	0.1	1.697781e-07	3.9715275027e-05	0.1	1.697781e-07	0.00057284749	0.1	1.697781e-07	4.3561863999999997e-07	0.1
1.782141e-07	0.2108749	0.1	1.782141e-07	0.7878841200000001	0.1	1.782141e-07	4.159095203e-05	0.1	1.782141e-07	0.00057884989	0.1	1.782141e-07	4.4530792000000003e-07	0.1
1.866502e-07	0.2032814	0.1	1.866502e-07	0.79546559	0.1	1.866502e-07	4.3414729606e-05	0.1	1.866502e-07	0.00058442011	0.1	1.866502e-07	4.5459067e-07	0.1
1.954261e-07	0.1959415	0.1	1.954261e-07	0.80279425	0.1	1.954261e-07	4.5256774941e-05	0.1	1.954261e-07	0.00058980422	0.1	1.954261e-07	4.6384065e-07	0.1
2.055614e-07	0.1880977	0.1	2.055614e-07	0.8106258000000001	0.1	2.055614e-07	4.7314410264e-05	0.1	2.055614e-07	0.00059555808	0.1	2.055614e-07	4.7403768000000003e-07	0.1
2.156967e-07	0.1808577	0.1	2.156967e-07	0.81785447	0.1	2.156967e-07	4.9297991234000004e-05	0.1	2.156967e-07	0.0006008688	0.1	2.156967e-07	4.8374512e-07	0.1
2.25832e-07	0.1741545	0.1	2.25832e-07	0.8245474100000001	0.1	2.25832e-07	5.120865171e-05	0.1	2.25832e-07	0.00060578603	0.1	2.25832e-07	4.9299258e-07	0.1
2.359673e-07	0.1679304	0.1	2.359673e-07	0.83076174	0.1	2.359673e-07	5.3047790709999994e-05	0.1	2.359673e-07	0.00061035173	0.1	2.359673e-07	5.018067300000001e-07	0.1
2.48153e-07	0.1610118	0.1	2.48153e-07	0.8376695999999999	0.1	2.48153e-07	5.5166563698e-05	0.1	2.48153e-07	0.00061542691	0.1	2.48153e-07	5.1186527e-07	0.1
2.603387e-07	0.1546407	0.1	2.603387e-07	0.8440306300000001	0.1	2.603387e-07	5.7187350985999995e-05	0.1	2.603387e-07	0.0006201003	0.1	2.603387e-07	5.2137183e-07	0.1
2.725245e-07	0.1487547	0.1	2.725245e-07	0.84990756	0.1	2.725245e-07	5.911346991399999e-05	0.1	2.725245e-07	0.00062441798	0.1	2.725245e-07	5.3036201e-07	0.1
2.847102e-07	0.1433003	0.1	2.847102e-07	0.85535349	0.1	2.847102e-07	6.0948358596e-05	0.1	2.847102e-07	0.00062841903	0.1	2.847102e-07	5.388680399999999e-07	0.1
2.988644e-07	0.1374464	0.1	2.988644e-07	0.86119832	0.1	2.988644e-07	6.296980227e-05	0.1	2.988644e-07	0.00063271326	0.1	2.988644e-07	5.481799e-07	0.1
3.135108e-07	0.1318721	0.1	3.135108e-07	0.8667639599999999	0.1	3.135108e-07	6.4942875907e-05	0.1	3.135108e-07	0.00063680225	0.1	3.135108e-07	5.5721588e-07	0.1
3.281571e-07	0.1267323	0.1	3.281571e-07	0.8718957	0.1	3.281571e-07	6.6801332614e-05	0.1	3.281571e-07	0.00064057257	0.1	3.281571e-07	5.6568473e-07	0.1
3.428034e-07	0.1219781	0.1	3.428034e-07	0.8766426500000001	0.1	3.428034e-07	6.8551185036e-05	0.1	3.428034e-07	0.00064406006	0.1	3.428034e-07	5.7362617e-07	0.1
