Batch	m_SP	5	Nphln	N1a_L	N7a_L	Flvln	Azln							
1.036308e-06	9.874025258760001e-06	0.1	1.036308e-06	1.186693854e-15	0.1	1.036308e-06	9.563940272e-08	0.1	1.036308e-06	1.904948e-18	0.1	1.036308e-06	1.17494e-15	0.1
2.081106e-06	9.778365215370001e-06	0.1	2.081106e-06	2.37222133e-15	0.1	2.081106e-06	1.9159347239999999e-07	0.1	2.081106e-06	3.816022e-18	0.1	2.081106e-06	2.353757e-15	0.1
4.170703e-06	9.58981810086e-06	0.1	4.170703e-06	4.70893232e-15	0.1	4.170703e-06	3.807218094e-07	0.1	4.170703e-06	7.582808e-18	0.1	4.170703e-06	4.677241e-15	0.1
7.653364e-06	9.2836171629e-06	0.1	7.653364e-06	8.50375179e-15	0.1	7.653364e-06	6.878664351e-07	0.1	7.653364e-06	1.370007e-17	0.1	7.653364e-06	8.450582e-15	0.1
1.461869e-05	8.700234996780002e-06	0.1	1.461869e-05	1.5733759639999998e-14	0.1	1.461869e-05	1.2730478138999999e-06	0.1	1.461869e-05	2.535487e-17	0.1	1.461869e-05	1.563966e-14	0.1
2.472339e-05	7.91845881462e-06	0.1	2.472339e-05	2.5422495300000002e-14	0.1	2.472339e-05	2.0572332861e-06	0.1	2.472339e-05	4.097315e-17	0.1	2.472339e-05	2.527356e-14	0.1
3.98093e-05	6.88007419857e-06	0.1	3.98093e-05	3.82914471e-14	0.1	3.98093e-05	3.098818852e-06	0.1	3.98093e-05	6.171794e-17	0.1	3.98093e-05	3.806967e-14	0.1
5.769278e-05	5.82404575896e-06	0.1	5.769278e-05	5.1379055600000004e-14	0.1	5.769278e-05	4.158101674e-06	0.1	5.769278e-05	8.281522e-17	0.1	5.769278e-05	5.10832e-14	0.1
7.921316e-05	4.76583634116e-06	0.1	7.921316e-05	6.449369819999998e-14	0.1	7.921316e-05	5.2195731300000005e-06	0.1	7.921316e-05	1.039561e-16	0.1	7.921316e-05	6.412361e-14	0.1
0.0001061889	3.7066159334700003e-06	0.1	0.0001061889	7.762087769999999e-14	0.1	0.0001061889	6.282058117000001e-06	0.1	0.0001061889	1.251171e-16	0.1	0.0001061889	7.717648e-14	0.1
0.0001331646	2.8828101716100004e-06	0.1	0.0001331646	8.783050610000001e-14	0.1	0.0001331646	7.10840403e-06	0.1	0.0001331646	1.415751e-16	0.1	0.0001331646	8.732832e-14	0.1
0.0001601403	2.2420975787999997e-06	0.1	0.0001601403	9.57710047e-14	0.1	0.0001601403	7.751091398e-06	0.1	0.0001601403	1.543752e-16	0.1	0.0001601403	9.522388e-14	0.1
0.0001871161	1.7437845619800001e-06	0.1	0.0001871161	1.0194671680000001e-13	0.1	0.0001871161	8.250939644999998e-06	0.1	0.0001871161	1.643305e-16	0.1	0.0001871161	1.013646e-13	0.1
0.0002140918	1.35622343763e-06	0.1	0.0002140918	1.0674984730000001e-13	0.1	0.0002140918	8.639696131999999e-06	0.1	0.0002140918	1.720732e-16	0.1	0.0002140918	1.061406e-13	0.1
0.0002410675	1.0547994518999999e-06	0.1	0.0002410675	1.104854844e-13	0.1	0.0002410675	8.942049018000002e-06	0.1	0.0002410675	1.78095e-16	0.1	0.0002410675	1.098551e-13	0.1
0.0002680433	8.20366896249e-07	0.1	0.0002680433	1.133908578e-13	0.1	0.0002680433	9.17720437e-06	0.1	0.0002680433	1.827785e-16	0.1	0.0002680433	1.12744e-13	0.1
0.000295019	6.38038019556e-07	0.1	0.000295019	1.156505004e-13	0.1	0.000295019	9.360094565000001e-06	0.1	0.000295019	1.86421e-16	0.1	0.000295019	1.149908e-13	0.1
0.0003219947	4.96232237628e-07	0.1	0.0003219947	1.1740794119999998e-13	0.1	0.0003219947	9.502338192e-06	0.1	0.0003219947	1.89254e-16	0.1	0.0003219947	1.167383e-13	0.1
0.0003535016	3.69987900084e-07	0.1	0.0003535016	1.1897250440000001e-13	0.1	0.0003535016	9.628971424e-06	0.1	0.0003535016	1.917761e-16	0.1	0.0003535016	1.18294e-13	0.1
0.0003861412	2.72964470328e-07	0.1	0.0003861412	1.201749456e-13	0.1	0.0003861412	9.726294089e-06	0.1	0.0003861412	1.937144e-16	0.1	0.0003861412	1.194897e-13	0.1
0.0004187808	2.0138388614100002e-07	0.1	0.0004187808	1.210620578e-13	0.1	0.0004187808	9.798094725e-06	0.1	0.0004187808	1.951445e-16	0.1	0.0004187808	1.203718e-13	0.1
0.0004514204	1.48574114244e-07	0.1	0.0004514204	1.217165554e-13	0.1	0.0004514204	9.851067414e-06	0.1	0.0004514204	1.961995e-16	0.1	0.0004514204	1.210226e-13	0.1
0.0004907759	1.0296387035100001e-07	0.1	0.0004907759	1.222818066e-13	0.1	0.0004907759	9.896818247e-06	0.1	0.0004907759	1.971107e-16	0.1	0.0004907759	1.215846e-13	0.1
