Batch	m_SP	2	P2_L	W4_L	
1.337838e-13	9.814636063352799e-06	0.1	1.337838e-13	1.8312601e-07	0.1
3.196748e-13	9.563032385527e-06	0.1	3.196748e-13	4.3197609000000004e-07	0.1
7.108187e-13	9.0544882766126e-06	0.1	7.108187e-13	9.3500974e-07	0.1
1.419803e-12	8.2006536036476e-06	0.1	1.419803e-12	1.7797609000000001e-06	0.1
2.476066e-12	7.0756162648444006e-06	0.1	2.476066e-12	2.8931696000000004e-06	0.1
3.706037e-12	5.958580666003199e-06	0.1	3.706037e-12	3.9990663e-06	0.1
5.002863e-12	4.971267502661399e-06	0.1	5.002863e-12	4.9768975e-06	0.1
6.567109e-12	3.9954910685804e-06	0.1	6.567109e-12	5.9436708e-06	0.1
8.131354e-12	3.2112595935235997e-06	0.1	8.131354e-12	6.7209543e-06	0.1
9.695599e-12	2.5809683596004e-06	0.1	9.695599e-12	7.345869099999999e-06	0.1
1.125984e-11	2.0743965312396004e-06	0.1	1.125984e-11	7.8482688e-06	0.1
1.307972e-11	1.6087782337918e-06	0.1	1.307972e-11	8.310180199999999e-06	0.1
1.496349e-11	1.2365903476984e-06	0.1	1.496349e-11	8.6795051e-06	0.1
1.684727e-11	9.5051160538768e-07	0.1	1.684727e-11	8.9634495e-06	0.1
1.873105e-11	7.306183553406399e-07	0.1	1.873105e-11	9.181749300000001e-06	0.1
2.076966e-11	5.495827181258e-07	0.1	2.076966e-11	9.3615049e-06	0.1
2.304054e-11	4.00211095618e-07	0.1	2.304054e-11	9.509847e-06	0.1
2.531141e-11	2.91438371116e-07	0.1	2.531141e-11	9.6178868e-06	0.1
2.758228e-11	2.1222941632678e-07	0.1	2.758228e-11	9.6965725e-06	0.1
3.022011e-11	1.4682775438618e-07	0.1	3.022011e-11	9.7615492e-06	0.1
3.294967e-11	1.0028777280442801e-07	0.1	3.294967e-11	9.8077926e-06	0.1
