Batch	m_SP	4	Pr2	W1	Pr1	Pr3					
3.915144e-05	9.780402216939899e-06	0.1	3.915144e-05	1.122434e-07	0.1	3.915144e-05	2.783579e-08	0.1	3.915144e-05	7.94206e-08	0.1
9.902384e-05	9.4540166226258e-06	0.1	9.902384e-05	2.791456e-07	0.1	9.902384e-05	6.922676e-08	0.1	9.902384e-05	1.975164e-07	0.1
0.0001988112	8.934066191320001e-06	0.1	0.0001988112	5.450307e-07	0.1	0.0001988112	1.35165e-07	0.1	0.0001988112	3.856501e-07	0.1
0.0003983858	7.978379236863e-06	0.1	0.0003983858	1.033736e-06	0.1	0.0003983858	2.563616e-07	0.1	0.0003983858	7.314456e-07	0.1
0.0006703623	6.8384123573535e-06	0.1	0.0006703623	1.616677e-06	0.1	0.0006703623	4.009283e-07	0.1	0.0006703623	1.14392e-06	0.1
0.0009906067	5.7031219913889e-06	0.1	0.0009906067	2.197227e-06	0.1	0.0009906067	5.44902e-07	0.1	0.0009906067	1.554703e-06	0.1
0.001374636	4.5873981980544e-06	0.1	0.001374636	2.767772e-06	0.1	0.001374636	6.863944e-07	0.1	0.001374636	1.958406e-06	0.1
0.001854344	3.4951418635184e-06	0.1	0.001854344	3.326316e-06	0.1	0.001854344	8.249109e-07	0.1	0.001854344	2.353618e-06	0.1
0.002334052	2.6629527833496002e-06	0.1	0.002334052	3.751872e-06	0.1	0.002334052	9.304467e-07	0.1	0.002334052	2.65473e-06	0.1
0.00281376	2.0289067978035e-06	0.1	0.00281376	4.076103e-06	0.1	0.00281376	1.010855e-06	0.1	0.00281376	2.884148e-06	0.1
0.003293468	1.5458272035291e-06	0.1	0.003293468	4.323135e-06	0.1	0.003293468	1.072117e-06	0.1	0.003293468	3.058942e-06	0.1
0.003773176	1.1777671576888e-06	0.1	0.003773176	4.51135e-06	0.1	0.003773176	1.118794e-06	0.1	0.003773176	3.192118e-06	0.1
0.004252884	8.973427780779201e-07	0.1	0.004252884	4.65475e-06	0.1	0.004252884	1.154356e-06	0.1	0.004252884	3.293584e-06	0.1
0.004732592	6.836867180281801e-07	0.1	0.004732592	4.764007e-06	0.1	0.004732592	1.181452e-06	0.1	0.004732592	3.370892e-06	0.1
0.005212299	5.209019947198399e-07	0.1	0.005212299	4.847251e-06	0.1	0.005212299	1.202096e-06	0.1	0.005212299	3.429793e-06	0.1
0.005771252	3.7944192212175e-07	0.1	0.005771252	4.919589e-06	0.1	0.005771252	1.220035e-06	0.1	0.005771252	3.480978e-06	0.1
0.006350016	2.7331115493504005e-07	0.1	0.006350016	4.973861e-06	0.1	0.006350016	1.233494e-06	0.1	0.006350016	3.519379e-06	0.1
0.006928779	1.9686538634915998e-07	0.1	0.006928779	5.012953e-06	0.1	0.006928779	1.243189e-06	0.1	0.006928779	3.54704e-06	0.1
0.007531846	1.398614300202e-07	0.1	0.007531846	5.042103e-06	0.1	0.007531846	1.250418e-06	0.1	0.007531846	3.567666e-06	0.1
