Batch	m_SP	12	N7a_L	N1b	N1c	N1a	N_2	N3	N4	N5	N6	Flvln	Nphln	Azln																					
0.0	1.00000003	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
5.327406e-14	0.99999996	0.1	5.327406e-14	0.0	0.1	5.327406e-14	0.0	0.1	5.327406e-14	0.0	0.1	5.327406e-14	0.0	0.1	5.327406e-14	0.0	0.1	5.327406e-14	0.0	0.1	5.327406e-14	0.0	0.1	5.327406e-14	0.0	0.1	5.327406e-14	0.0	0.1	5.327406e-14	0.0	0.1	5.327406e-14	0.0	0.1
3.025838e-13	0.99999998	0.1	3.025838e-13	0.0	0.1	3.025838e-13	0.0	0.1	3.025838e-13	0.0	0.1	3.025838e-13	0.0	0.1	3.025838e-13	0.0	0.1	3.025838e-13	0.0	0.1	3.025838e-13	0.0	0.1	3.025838e-13	0.0	0.1	3.025838e-13	0.0	0.1	3.025838e-13	0.0	0.1	3.025838e-13	0.0	0.1
7.831975e-13	0.99999992	0.1	7.831975e-13	0.0	0.1	7.831975e-13	0.0	0.1	7.831975e-13	0.0	0.1	7.831975e-13	0.0	0.1	7.831975e-13	0.0	0.1	7.831975e-13	0.0	0.1	7.831975e-13	0.0	0.1	7.831975e-13	0.0	0.1	7.831975e-13	0.0	0.1	7.831975e-13	0.0	0.1	7.831975e-13	0.0	0.1
1.61831e-12	1.00000004	0.1	1.61831e-12	0.0	0.1	1.61831e-12	0.0	0.1	1.61831e-12	0.0	0.1	1.61831e-12	0.0	0.1	1.61831e-12	0.0	0.1	1.61831e-12	0.0	0.1	1.61831e-12	0.0	0.1	1.61831e-12	0.0	0.1	1.61831e-12	0.0	0.1	1.61831e-12	0.0	0.1	1.61831e-12	0.0	0.1
2.621853e-12	1.00000003	0.1	2.621853e-12	0.0	0.1	2.621853e-12	0.0	0.1	2.621853e-12	0.0	0.1	2.621853e-12	0.0	0.1	2.621853e-12	0.0	0.1	2.621853e-12	0.0	0.1	2.621853e-12	0.0	0.1	2.621853e-12	0.0	0.1	2.621853e-12	0.0	0.1	2.621853e-12	0.0	0.1	2.621853e-12	0.0	0.1
3.817496e-12	0.99999994	0.1	3.817496e-12	0.0	0.1	3.817496e-12	0.0	0.1	3.817496e-12	0.0	0.1	3.817496e-12	0.0	0.1	3.817496e-12	0.0	0.1	3.817496e-12	0.0	0.1	3.817496e-12	0.0	0.1	3.817496e-12	0.0	0.1	3.817496e-12	0.0	0.1	3.817496e-12	0.0	0.1	3.817496e-12	0.0	0.1
5.781538e-12	1.00000001	0.1	5.781538e-12	0.0	0.1	5.781538e-12	0.0	0.1	5.781538e-12	0.0	0.1	5.781538e-12	0.0	0.1	5.781538e-12	0.0	0.1	5.781538e-12	0.0	0.1	5.781538e-12	0.0	0.1	5.781538e-12	0.0	0.1	5.781538e-12	0.0	0.1	5.781538e-12	0.0	0.1	5.781538e-12	0.0	0.1
9.709623e-12	1.00000001	0.1	9.709623e-12	0.0	0.1	9.709623e-12	0.0	0.1	9.709623e-12	0.0	0.1	9.709623e-12	0.0	0.1	9.709623e-12	0.0	0.1	9.709623e-12	0.0	0.1	9.709623e-12	0.0	0.1	9.709623e-12	0.0	0.1	9.709623e-12	0.0	0.1	9.709623e-12	0.0	0.1	9.709623e-12	0.0	0.1
1.422845e-11	0.99999995	0.1	1.422845e-11	0.0	0.1	1.422845e-11	0.0	0.1	1.422845e-11	0.0	0.1	1.422845e-11	0.0	0.1	1.422845e-11	0.0	0.1	1.422845e-11	0.0	0.1	1.422845e-11	0.0	0.1	1.422845e-11	0.0	0.1	1.422845e-11	0.0	0.1	1.422845e-11	0.0	0.1	1.422845e-11	0.0	0.1
