Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
1.917996e-10	9.701120003568501e-06	0.1	1.917996e-10	1.011116e-08	0.1	1.917996e-10	1.5592182000000002e-07	0.1	1.917996e-10	1.673109e-10	0.1	1.917996e-10	1.048068e-07	0.1	1.917996e-10	1.066899e-08	0.1	1.917996e-10	5.078132e-12	0.1
4.124766e-10	9.3866443859532e-06	0.1	4.124766e-10	2.139251e-08	0.1	4.124766e-10	3.298779e-07	0.1	4.124766e-10	3.539775e-10	0.1	4.124766e-10	2.217268e-07	0.1	4.124766e-10	2.257274e-08	0.1	4.124766e-10	1.074398e-11	0.1
9.291996e-10	8.689637858772e-06	0.1	9.291996e-10	4.640043e-08	0.1	9.291996e-10	7.154521e-07	0.1	9.291996e-10	7.677413e-10	0.1	9.291996e-10	4.808456e-07	0.1	9.291996e-10	4.896042e-08	0.1	9.291996e-10	2.33038e-11	0.1
1.859301e-09	7.562990173871e-06	0.1	1.859301e-09	8.683511e-08	0.1	1.859301e-09	1.3387472000000001e-06	0.1	1.859301e-09	1.436656e-09	0.1	1.859301e-09	8.996143e-07	0.1	1.859301e-09	9.162616e-08	0.1	1.859301e-09	4.361161e-11	0.1
2.750282e-09	6.621108305250001e-06	0.1	2.750282e-09	1.206506e-07	0.1	2.750282e-09	1.8598749e-06	0.1	2.750282e-09	1.995978e-09	0.1	2.750282e-09	1.249633e-06	0.1	2.750282e-09	1.273076e-07	0.1	2.750282e-09	6.059515e-11	0.1
3.427567e-09	5.984492732164801e-06	0.1	3.427567e-09	1.435129e-07	0.1	3.427567e-09	2.2121325e-06	0.1	3.427567e-09	2.37408e-09	0.1	3.427567e-09	1.486168e-06	0.1	3.427567e-09	1.514316e-07	0.1	3.427567e-09	7.207768e-11	0.1
4.354969e-09	5.2109608774574995e-06	0.1	4.354969e-09	1.712999e-07	0.1	4.354969e-09	2.6401810000000003e-06	0.1	4.354969e-09	2.833569e-09	0.1	4.354969e-09	1.773526e-06	0.1	4.354969e-09	1.807522e-07	0.1	4.354969e-09	8.603368e-11	0.1
5.673361e-09	4.2803565459204e-06	0.1	5.673361e-09	2.047416e-07	0.1	5.673361e-09	3.155202e-06	0.1	5.673361e-09	3.38647e-09	0.1	5.673361e-09	2.11916e-06	0.1	5.673361e-09	2.160396e-07	0.1	5.673361e-09	1.028299e-10	0.1
7.484443e-09	3.2669098394631998e-06	0.1	7.484443e-09	2.411771e-07	0.1	7.484443e-09	3.716141e-06	0.1	7.484443e-09	3.988741e-09	0.1	7.484443e-09	2.495454e-06	0.1	7.484443e-09	2.544864e-07	0.1	7.484443e-09	1.2113e-10	0.1
9.295524e-09	2.4935568468734e-06	0.1	9.295524e-09	2.689946e-07	0.1	9.295524e-09	4.144249e-06	0.1	9.295524e-09	4.448451e-09	0.1	9.295524e-09	2.782516e-06	0.1	9.295524e-09	2.838396e-07	0.1	9.295524e-09	1.351018e-10	0.1
1.110661e-08	1.90337155040953e-06	0.1	1.110661e-08	2.902329e-07	0.1	1.110661e-08	4.470999e-06	0.1	1.110661e-08	4.799364e-09	0.1	1.110661e-08	3.001529e-06	0.1	1.110661e-08	3.062505e-07	0.1	1.110661e-08	1.457692e-10	0.1
1.291769e-08	1.45293995510865e-06	0.1	1.291769e-08	3.064485e-07	0.1	1.291769e-08	4.720404000000001e-06	0.1	1.291769e-08	5.067238e-09	0.1	1.291769e-08	3.16864e-06	0.1	1.291769e-08	3.233615e-07	0.1	1.291769e-08	1.53914e-10	0.1
1.472877e-08	1.10914822348416e-06	0.1	1.472877e-08	3.188294e-07	0.1	1.472877e-08	4.910779e-06	0.1	1.472877e-08	5.271733e-09	0.1	1.472877e-08	3.29616e-06	0.1	1.472877e-08	3.364261e-07	0.1	1.472877e-08	1.601327e-10	0.1
1.653985e-08	8.4673473191124e-07	0.1	1.653985e-08	3.282826e-07	0.1	1.653985e-08	5.056104999999999e-06	0.1	1.653985e-08	5.427849e-09	0.1	1.653985e-08	3.393476e-06	0.1	1.653985e-08	3.464014e-07	0.1	1.653985e-08	1.648809e-10	0.1
1.842624e-08	6.3921268637598e-07	0.1	1.842624e-08	3.357606e-07	0.1	1.842624e-08	5.1710399999999995e-06	0.1	1.842624e-08	5.551328e-09	0.1	1.842624e-08	3.470422e-06	0.1	1.842624e-08	3.542924e-07	0.1	1.842624e-08	1.68637e-10	0.1
2.061384e-08	4.6138447264755006e-07	0.1	2.061384e-08	3.421704e-07	0.1	2.061384e-08	5.269538e-06	0.1	2.061384e-08	5.657155e-09	0.1	2.061384e-08	3.536347e-06	0.1	2.061384e-08	3.610562e-07	0.1	2.061384e-08	1.718566e-10	0.1
2.280145e-08	3.3304034014563004e-07	0.1	2.280145e-08	3.467977e-07	0.1	2.280145e-08	5.340632e-06	0.1	2.280145e-08	5.733545e-09	0.1	2.280145e-08	3.583919e-06	0.1	2.280145e-08	3.659392e-07	0.1	2.280145e-08	1.741809e-10	0.1
2.498906e-08	2.4040570012472e-07	0.1	2.498906e-08	3.501384e-07	0.1	2.498906e-08	5.391948e-06	0.1	2.498906e-08	5.788688e-09	0.1	2.498906e-08	3.618251e-06	0.1	2.498906e-08	3.694644e-07	0.1	2.498906e-08	1.758589e-10	0.1
2.745176e-08	1.6657369213543997e-07	0.1	2.745176e-08	3.528015e-07	0.1	2.745176e-08	5.432850999999999e-06	0.1	2.745176e-08	5.832644e-09	0.1	2.745176e-08	3.64561e-06	0.1	2.745176e-08	3.722746e-07	0.1	2.745176e-08	1.771966e-10	0.1
3.009787e-08	1.1230969450264e-07	0.1	3.009787e-08	3.547592e-07	0.1	3.009787e-08	5.462915e-06	0.1	3.009787e-08	5.864955e-09	0.1	3.009787e-08	3.665716e-06	0.1	3.009787e-08	3.743405e-07	0.1	3.009787e-08	1.7818e-10	0.1
