Batch	m_SP	2	N7a_L	N1a_L	
0.0	1.0000000301	0.1	0.0	0.0	0.1
2.771528e-14	0.99999858813	0.1	2.771528e-14	7.35685541e-10	0.1
1.505706e-13	0.99999220539	0.1	1.505706e-13	3.99594089e-09	0.1
3.268057e-13	0.9999832466899999	0.1	3.268057e-13	8.670260190000001e-09	0.1
5.95363e-13	0.99996945315	0.1	5.95363e-13	1.578751295e-08	0.1
9.834136e-13	0.9999497667899999	0.1	9.834136e-13	2.60590038e-08	0.1
1.444528e-12	0.99992637168	0.1	1.444528e-12	3.8244614e-08	0.1
2.057298e-12	0.9998952933699999	0.1	2.057298e-12	5.4403500900000003e-08	0.1
2.817875e-12	0.99985688436	0.1	2.817875e-12	7.440330810000001e-08	0.1
3.765267e-12	0.9998090924999999	0.1	3.765267e-12	9.92236542e-08	0.1
4.791287e-12	0.99975731752	0.1	4.791287e-12	1.25983493e-07	0.1
5.935251e-12	0.99969951385	0.1	5.935251e-12	1.55664378e-07	0.1
7.427649e-12	0.99962421147	0.1	7.427649e-12	1.9412655100000001e-07	0.1
9.159004e-12	0.99953694217	0.1	9.159004e-12	2.38359048e-07	0.1
1.104966e-11	0.99944153488	0.1	1.104966e-11	2.8615697699999996e-07	0.1
1.32799e-11	0.9993290726199999	0.1	1.32799e-11	3.4182379700000004e-07	0.1
1.581839e-11	0.99920108419	0.1	1.581839e-11	4.0418875999999997e-07	0.1
1.869191e-11	0.99905620445	0.1	1.869191e-11	4.7343772999999995e-07	0.1
2.236067e-11	0.99887124693	0.1	2.236067e-11	5.596687e-07	0.1
2.66096e-11	0.99865718183	0.1	2.66096e-11	6.563398899999999e-07	0.1
3.124532e-11	0.99842373166	0.1	3.124532e-11	7.577551499999999e-07	0.1
3.606953e-11	0.99818073659	0.1	3.606953e-11	8.586892e-07	0.1
4.164775e-11	0.99790004435	0.1	4.164775e-11	9.6947154e-07	0.1
4.722597e-11	0.99761935122	0.1	4.722597e-11	1.0738973600000002e-06	0.1
5.280419e-11	0.99733881414	0.1	5.280419e-11	1.17204103e-06	0.1
5.957582e-11	0.99699832665	0.1	5.957582e-11	1.28293693e-06	0.1
6.634744e-11	0.99665811916	0.1	6.634744e-11	1.38510651e-06	0.1
7.366634e-11	0.99629055042	0.1	7.366634e-11	1.4861857399999998e-06	0.1
8.180616e-11	0.99588199931	0.1	8.180616e-11	1.58787513e-06	0.1
9.029581e-11	0.99545614397	0.1	9.029581e-11	1.6827702299999998e-06	0.1
1.001848e-10	0.9949604879500001	0.1	1.001848e-10	1.7802015999999998e-06	0.1
1.105343e-10	0.9944421226	0.1	1.105343e-10	1.86862823e-06	0.1
1.227263e-10	0.99383198628	0.1	1.227263e-10	1.9572310400000004e-06	0.1
1.361012e-10	0.9931632432099999	0.1	1.361012e-10	2.03786396e-06	0.1
1.512505e-10	0.99240668609	0.1	1.512505e-10	2.11183135e-06	0.1
1.70037e-10	0.99146965293	0.1	1.70037e-10	2.1831644900000003e-06	0.1
1.92096e-10	0.99037108677	0.1	1.92096e-10	2.2451903600000003e-06	0.1
2.182277e-10	0.9890721781	0.1	2.182277e-10	2.29733366e-06	0.1
2.519234e-10	0.98740116091	0.1	2.519234e-10	2.34284065e-06	0.1
2.995662e-10	0.98504599143	0.1	2.995662e-10	2.3849135e-06	0.1
3.599267e-10	0.98207505608	0.1	3.599267e-10	2.4237543900000003e-06	0.1
4.341334e-10	0.97844234023	0.1	4.341334e-10	2.46910648e-06	0.1
5.242608e-10	0.97405971795	0.1	5.242608e-10	2.5330657199999997e-06	0.1
6.219129e-10	0.96934823857	0.1	6.219129e-10	2.61819799e-06	0.1
7.308523e-10	0.96413776045	0.1	7.308523e-10	2.7338216000000004e-06	0.1
8.537791e-10	0.9583168016599999	0.1	8.537791e-10	2.89028097e-06	0.1
9.86031e-10	0.95212391839	0.1	9.86031e-10	3.08867058e-06	0.1
1.145077e-09	0.94477304903	0.1	1.145077e-09	3.36725917e-06	0.1
1.326389e-09	0.93652292328	0.1	1.326389e-09	3.7361465000000002e-06	0.1
1.533137e-09	0.9272855599700001	0.1	1.533137e-09	4.22041955e-06	0.1
1.782258e-09	0.9163979020499999	0.1	1.782258e-09	4.888858129999999e-06	0.1
2.101387e-09	0.9028412571100001	0.1	2.101387e-09	5.87055144e-06	0.1
2.498827e-09	0.88657455443	0.1	2.498827e-09	7.269959729999999e-06	0.1
2.987483e-09	0.86751277487	0.1	2.987483e-09	9.221147170000001e-06	0.1
3.586682e-09	0.84554150522	0.1	3.586682e-09	1.189138168e-05	0.1
4.18588e-09	0.8250893346700001	0.1	4.18588e-09	1.4784497700000002e-05	0.1
4.785078e-09	0.8061141738800001	0.1	4.785078e-09	1.78187731e-05	0.1
5.456921e-09	0.78652783642	0.1	5.456921e-09	2.12987741e-05	0.1
6.177193e-09	0.7674143502899999	0.1	6.177193e-09	2.50248517e-05	0.1
7.043089e-09	0.7468462885300001	0.1	7.043089e-09	2.93772028e-05	0.1
7.94539e-09	0.7279788458800001	0.1	7.94539e-09	3.3650251000000005e-05	0.1
8.847691e-09	0.7114680655400001	0.1	8.847691e-09	3.75718251e-05	0.1
9.749992e-09	0.6970533081699999	0.1	9.749992e-09	4.10947393e-05	0.1
1.065229e-08	0.68448593065	0.1	1.065229e-08	4.42017409e-05	0.1
1.155459e-08	0.67353448985	0.1	1.155459e-08	4.68977267e-05	0.1
1.24569e-08	0.66398712845	0.1	1.24569e-08	4.92027898e-05	0.1
1.33592e-08	0.6556530727900001	0.1	1.33592e-08	5.11465562e-05	0.1
1.42615e-08	0.64836272069	0.1	1.42615e-08	5.27637796e-05	0.1
1.51638e-08	0.64196643336	0.1	1.51638e-08	5.40910408e-05	0.1
1.614201e-08	0.63589087156	0.1	1.614201e-08	5.5244487200000004e-05	0.1
1.723407e-08	0.62999278403	0.1	1.723407e-08	5.62334358e-05	0.1
1.842655e-08	0.6244279566500001	0.1	1.842655e-08	5.70157382e-05	0.1
1.976965e-08	0.61903698586	0.1	1.976965e-08	5.760014699999999e-05	0.1
2.165767e-08	0.61265470243	0.1	2.165767e-08	5.80248039e-05	0.1
2.354569e-08	0.6072871312100001	0.1	2.354569e-08	5.81261127e-05	0.1
2.543371e-08	0.60262680655	0.1	2.543371e-08	5.8017199e-05	0.1
2.732173e-08	0.59845763882	0.1	2.732173e-08	5.7776108199999996e-05	0.1
2.920975e-08	0.59462835832	0.1	2.920975e-08	5.7455434e-05	0.1
3.109776e-08	0.5910337802800001	0.1	3.109776e-08	5.708982259999999e-05	0.1
3.298578e-08	0.5876006748470001	0.1	3.298578e-08	5.670158219999999e-05	0.1
3.48738e-08	0.584278156155	0.1	3.48738e-08	5.63046516e-05	0.1
3.676182e-08	0.5810309612829999	0.1	3.676182e-08	5.590736e-05	0.1
3.864984e-08	0.57783505129	0.1	3.864984e-08	5.5514470700000004e-05	0.1
4.053786e-08	0.574673495216	0.1	4.053786e-08	5.51283506e-05	0.1
4.258242e-08	0.5712755956829999	0.1	4.258242e-08	5.47189429e-05	0.1
4.486179e-08	0.567507355502	0.1	4.486179e-08	5.42732639e-05	0.1
4.714117e-08	0.563751934304	0.1	4.714117e-08	5.38381105e-05	0.1
4.970387e-08	0.559538718129	0.1	4.970387e-08	5.33598968e-05	0.1
5.245545e-08	0.555020874662	0.1	5.245545e-08	5.28573777e-05	0.1
5.53251e-08	0.550313153927	0.1	5.53251e-08	5.23430935e-05	0.1
5.866704e-08	0.5448345040110001	0.1	5.866704e-08	5.17540909e-05	0.1
6.215615e-08	0.539119641124	0.1	6.215615e-08	5.11480249e-05	0.1
6.62339e-08	0.5324491989929999	0.1	6.62339e-08	5.0448553900000006e-05	0.1
7.06606e-08	0.5252225835079999	0.1	7.06606e-08	4.96978224e-05	0.1
7.561075e-08	0.517165974041	0.1	7.561075e-08	4.886721030000001e-05	0.1
8.139443e-08	0.507795413419	0.1	8.139443e-08	4.7907539399999995e-05	0.1
8.790671e-08	0.4973136192	0.1	8.790671e-08	4.6840636899999996e-05	0.1
9.519931e-08	0.485681879833	0.1	9.519931e-08	4.56637028e-05	0.1
1.041264e-07	0.47162506587200004	0.1	1.041264e-07	4.4250350600000005e-05	0.1
1.143546e-07	0.455806185792	0.1	1.143546e-07	4.267083560000001e-05	0.1
1.254504e-07	0.439040297518	0.1	1.254504e-07	4.10087652e-05	0.1
1.365461e-07	0.42272851365	0.1	1.365461e-07	3.94029642e-05	0.1
1.476419e-07	0.40690523167700005	0.1	1.476419e-07	3.78552469e-05	0.1
1.601103e-07	0.38973775293999996	0.1	1.601103e-07	3.61865141e-05	0.1
1.734939e-07	0.372056971412	0.1	1.734939e-07	3.44785097e-05	0.1
1.868774e-07	0.35516207969	0.1	1.868774e-07	3.2855821e-05	0.1
2.03037e-07	0.33581146979	0.1	2.03037e-07	3.10076695e-05	0.1
2.22786e-07	0.31369522909700004	0.1	2.22786e-07	2.89078484e-05	0.1
2.449281e-07	0.29083370581	0.1	2.449281e-07	2.67499219e-05	0.1
2.670701e-07	0.269908105888	0.1	2.670701e-07	2.4784851800000003e-05	0.1
2.892122e-07	0.250789030735	0.1	2.892122e-07	2.29970618e-05	0.1
3.113542e-07	0.23334096610900001	0.1	3.113542e-07	2.13712929e-05	0.1
3.334963e-07	0.217428802126	0.1	3.334963e-07	1.9893037600000005e-05	0.1
3.556384e-07	0.202922545521	0.1	3.556384e-07	1.8548760399999998e-05	0.1
3.777804e-07	0.18969962627800002	0.1	3.777804e-07	1.73259954e-05	0.1
3.999225e-07	0.177645600544	0.1	3.999225e-07	1.62133475e-05	0.1
4.220646e-07	0.16665545213	0.1	4.220646e-07	1.5200459299999999e-05	0.1
4.442066e-07	0.156632491507	0.1	4.442066e-07	1.4277952e-05	0.1
4.663487e-07	0.147488954997	0.1	4.663487e-07	1.343735064e-05	0.1
4.884907e-07	0.13914470305999999	0.1	4.884907e-07	1.2671005130000001e-05	0.1
5.154159e-07	0.129970483372	0.1	5.154159e-07	1.1829253549999999e-05	0.1
5.455297e-07	0.120839596249	0.1	5.455297e-07	1.099227233e-05	0.1
5.756435e-07	0.112762650659	0.1	5.756435e-07	1.025254358e-05	0.1
6.057573e-07	0.105613469422	0.1	6.057573e-07	9.598267279999999e-06	0.1
6.358711e-07	0.099281683324	0.1	6.358711e-07	9.019153349999999e-06	0.1
6.65985e-07	0.093670613783	0.1	6.65985e-07	8.506233179999999e-06	0.1
6.960988e-07	0.08869563851399999	0.1	6.960988e-07	8.0516713e-06	0.1
7.262126e-07	0.084282526209	0.1	7.262126e-07	7.64860632e-06	0.1
7.563264e-07	0.080366092607	0.1	7.563264e-07	7.29102696e-06	0.1
7.864402e-07	0.07688905697699999	0.1	7.864402e-07	6.97366022e-06	0.1
8.178005e-07	0.07368088178	0.1	8.178005e-07	6.68091379e-06	0.1
8.541466e-07	0.070424894739	0.1	8.541466e-07	6.38388049e-06	0.1
8.904926e-07	0.06760094343500002	0.1	8.904926e-07	6.126317469999999e-06	0.1
9.268387e-07	0.06515077442799999	0.1	9.268387e-07	5.90289332e-06	0.1
9.631848e-07	0.06302421841	0.1	9.631848e-07	5.709009939999999e-06	0.1
1.002465e-06	0.061040025978	0.1	1.002465e-06	5.528134240000001e-06	0.1
1.046146e-06	0.059161257239	0.1	1.046146e-06	5.35689293e-06	0.1
1.089827e-06	0.057575018884	0.1	1.089827e-06	5.21233378e-06	0.1
1.133508e-06	0.056235404176	0.1	1.133508e-06	5.09026271e-06	0.1
1.177188e-06	0.055103828295	0.1	1.177188e-06	4.98715813e-06	0.1
1.220869e-06	0.054147794720999995	0.1	1.220869e-06	4.9000546900000005e-06	0.1
1.268462e-06	0.053274005661999996	0.1	1.268462e-06	4.820448260000001e-06	0.1
1.321922e-06	0.052465781753	0.1	1.321922e-06	4.74682068e-06	0.1
1.375382e-06	0.051807854845	0.1	1.375382e-06	4.68688773e-06	0.1
1.428842e-06	0.051272221692	0.1	1.428842e-06	4.63809713e-06	0.1
1.482302e-06	0.050836084526999996	0.1	1.482302e-06	4.59837102e-06	0.1
