Batch	m_SP	2	P2_L	W4_L	
9.454879e-14	9.8151931972099e-06	0.1	9.454879e-14	1.84488922e-07	0.1
2.248951e-13	9.5662666258409e-06	0.1	2.248951e-13	4.3325697999999995e-07	0.1
4.983463e-13	9.06437989277632e-06	0.1	4.983463e-13	9.3483312e-07	0.1
9.937226e-13	8.22129390983322e-06	0.1	9.937226e-13	1.77741622e-06	0.1
1.732657e-12	7.107202237112321e-06	0.1	1.732657e-12	2.8908819e-06	0.1
2.596609e-12	5.9946023805545e-06	0.1	2.596609e-12	4.002906e-06	0.1
3.507496e-12	5.009660181792459e-06	0.1	3.507496e-12	4.9873833e-06	0.1
4.606124e-12	4.034531934747459e-06	0.1	4.606124e-12	5.962092799999999e-06	0.1
5.704752e-12	3.2492377489452997e-06	0.1	5.704752e-12	6.7470843999999995e-06	0.1
6.80338e-12	2.6168132926874003e-06	0.1	6.80338e-12	7.3792878e-06	0.1
7.902008e-12	2.107495708442816e-06	0.1	7.902008e-12	7.888445e-06	0.1
9.181772e-12	1.637813673171398e-06	0.1	9.181772e-12	8.3579946e-06	0.1
1.050682e-11	1.261508976915848e-06	0.1	1.050682e-11	8.734204599999999e-06	0.1
1.183187e-11	9.71670114609032e-07	0.1	1.183187e-11	9.0239777e-06	0.1
1.315692e-11	7.48427024460134e-07	0.1	1.315692e-11	9.2471759e-06	0.1
1.459026e-11	5.64307938815496e-07	0.1	1.459026e-11	9.4312611e-06	0.1
1.618606e-11	4.1208449940517475e-07	0.1	1.618606e-11	9.583459e-06	0.1
1.778186e-11	3.009250936177552e-07	0.1	1.778186e-11	9.6946026e-06	0.1
1.937766e-11	2.197516030900358e-07	0.1	1.937766e-11	9.7757651e-06	0.1
2.122927e-11	1.5258841182072701e-07	0.1	2.122927e-11	9.842920700000001e-06	0.1
2.314483e-11	1.046264047100544e-07	0.1	2.314483e-11	9.8908767e-06	0.1
