Batch	m_SP	5	N1a_L	C5H5	T1a_L	T4a_L	N7a_L							
9.394302e-12	9.7406615528726e-06	0.1	9.394302e-12	2.028845e-08	0.1	9.394302e-12	2.48994526e-07	0.1	9.394302e-12	2.1688709440000002e-13	0.1	9.394302e-12	4.7687988000000005e-22	0.1
2.011602e-11	9.453102614166402e-06	0.1	2.011602e-11	4.280169e-08	0.1	2.011602e-11	5.25297063e-07	0.1	2.011602e-11	4.575703668e-13	0.1	2.011602e-11	2.1649783999999997e-21	0.1
4.490143e-11	8.8204298278752e-06	0.1	4.490143e-11	9.233309e-08	0.1	4.490143e-11	1.13320496e-06	0.1	4.490143e-11	9.871486085e-13	0.1	4.490143e-11	1.05441698e-20	0.1
8.951517e-11	7.786414229928126e-06	0.1	8.951517e-11	1.732816e-07	0.1	8.951517e-11	2.12674717e-06	0.1	8.951517e-11	1.852802014e-12	0.1	8.951517e-11	4.0252496e-20	0.1
1.45689e-10	6.655088490032574e-06	0.1	1.45689e-10	2.618425e-07	0.1	1.45689e-10	3.21379459e-06	0.1	1.45689e-10	2.800156577e-12	0.1	1.45689e-10	1.01471287e-19	0.1
2.062649e-10	5.61858820222566e-06	0.1	2.062649e-10	3.429741e-07	0.1	2.062649e-10	4.20973011e-06	0.1	2.062649e-10	3.66839209e-12	0.1	2.062649e-10	1.9309592700000002e-19	0.1
2.766624e-10	4.615082558449143e-06	0.1	2.766624e-10	4.215165e-07	0.1	2.766624e-10	5.17396568e-06	0.1	2.766624e-10	4.509358284e-12	0.1	2.766624e-10	3.276376e-19	0.1
3.536077e-10	3.7220712386421945e-06	0.1	3.536077e-10	4.914042e-07	0.1	3.536077e-10	6.032034999999999e-06	0.1	3.536077e-10	5.258172065e-12	0.1	3.536077e-10	5.0314394e-19	0.1
4.305529e-10	3.001858598033399e-06	0.1	4.305529e-10	5.477628e-07	0.1	4.305529e-10	6.7240679e-06	0.1	4.305529e-10	5.862548322e-12	0.1	4.305529e-10	7.027712e-19	0.1
5.074982e-10	2.421008002539855e-06	0.1	5.074982e-10	5.932114e-07	0.1	5.074982e-10	7.2821966e-06	0.1	5.074982e-10	6.350431349e-12	0.1	5.074982e-10	9.2185374e-19	0.1
5.87569e-10	1.9355711811073776e-06	0.1	5.87569e-10	6.311906e-07	0.1	5.87569e-10	7.748643700000001e-06	0.1	5.87569e-10	6.758654471999999e-12	0.1	5.87569e-10	1.1664508800000002e-18	0.1
6.80142e-10	1.4943344433949864e-06	0.1	6.80142e-10	6.657079e-07	0.1	6.80142e-10	8.1726229e-06	0.1	6.80142e-10	7.130308150999999e-12	0.1	6.80142e-10	1.46599545e-18	0.1
7.72715e-10	1.1536845287286354e-06	0.1	7.72715e-10	6.923531e-07	0.1	7.72715e-10	8.499951199999999e-06	0.1	7.72715e-10	7.417875666e-12	0.1	7.72715e-10	1.77958962e-18	0.1
8.65288e-10	8.906908955350537e-07	0.1	8.65288e-10	7.129218e-07	0.1	8.65288e-10	8.7526607e-06	0.1	8.65288e-10	7.640522682e-12	0.1	8.65288e-10	2.1040330000000002e-18	0.1
9.57861e-10	6.876501416509319e-07	0.1	9.57861e-10	7.287996e-07	0.1	9.57861e-10	8.9477619e-06	0.1	9.57861e-10	7.813050943999999e-12	0.1	9.57861e-10	2.4368563999999997e-18	0.1
1.06536e-09	5.092057174914479e-07	0.1	1.06536e-09	7.427522e-07	0.1	1.06536e-09	9.1192311e-06	0.1	1.06536e-09	7.965461857000002e-12	0.1	1.06536e-09	2.8313588e-18	0.1
1.176589e-09	3.7315640565402873e-07	0.1	1.176589e-09	7.533884e-07	0.1	1.176589e-09	9.249962e-06	0.1	1.176589e-09	8.082540896e-12	0.1	1.176589e-09	3.2463551e-18	0.1
1.287819e-09	2.7345734705631575e-07	0.1	1.287819e-09	7.611817e-07	0.1	1.287819e-09	9.345765199999999e-06	0.1	1.287819e-09	8.169227534e-12	0.1	1.287819e-09	3.6664451e-18	0.1
1.399049e-09	2.003960358374704e-07	0.1	1.399049e-09	7.668919e-07	0.1	1.399049e-09	9.415971800000001e-06	0.1	1.399049e-09	8.2336409e-12	0.1	1.399049e-09	4.0902736e-18	0.1
1.53372e-09	1.3754316326222834e-07	0.1	1.53372e-09	7.718035e-07	0.1	1.53372e-09	9.476369e-06	0.1	1.53372e-09	8.290219719e-12	0.1	1.53372e-09	4.607024e-18	0.1
