Batch	m_SP	2	N7a_L	N1a_L	
4.447553e-13	1.0000000034184593	0.1	4.447553e-13	2.61662962e-15	0.1
2.96064e-12	0.999999959836216	0.1	2.96064e-12	1.74182009e-14	0.1
7.775749e-12	1.000000018442915	0.1	7.775749e-12	4.5745719e-14	0.1
2.251311e-11	1.00000003479045	0.1	2.251311e-11	1.32434928e-13	0.1
6.289809e-11	0.99999994297995	0.1	6.289809e-11	3.6985872e-13	0.1
1.199576e-10	0.9999999381879701	0.1	1.199576e-10	7.0484701e-13	0.1
2.147165e-10	0.999999962816	0.1	2.147165e-10	1.2596947200000001e-12	0.1
3.427966e-10	0.9999999070882	0.1	3.427966e-10	2.00653047e-12	0.1
4.875446e-10	0.9999998868841	0.1	4.875446e-10	2.84622529e-12	0.1
6.502766e-10	0.9999998155937001	0.1	6.502766e-10	3.7848711e-12	0.1
8.439148e-10	0.9999997877769999	0.1	8.439148e-10	4.894593699999999e-12	0.1
1.080774e-09	0.9999997002212	0.1	1.080774e-09	6.2417702e-12	0.1
1.377014e-09	0.9999996118948	0.1	1.377014e-09	7.911551499999999e-12	0.1
1.810178e-09	0.9999995601324	0.1	1.810178e-09	1.03246388e-11	0.1
2.475802e-09	0.999999347971	0.1	2.475802e-09	1.3972383299999999e-11	0.1
3.29514e-09	0.9999991436651	0.1	3.29514e-09	1.83734349e-11	0.1
4.43872e-09	0.9999988610534999	0.1	4.43872e-09	2.4376138099999998e-11	0.1
5.359327e-09	0.9999985949149	0.1	5.359327e-09	2.9108663599999994e-11	0.1
6.201743e-09	0.9999984049829	0.1	6.201743e-09	3.3373345399999996e-11	0.1
7.345134e-09	0.9999981278664001	0.1	7.345134e-09	3.9075864299999996e-11	0.1
8.885014e-09	0.9999976555961999	0.1	8.885014e-09	4.66256983e-11	0.1
1.052402e-08	0.9999972324898	0.1	1.052402e-08	5.4528218899999994e-11	0.1
1.216302e-08	0.9999968125901999	0.1	1.216302e-08	6.23191873e-11	0.1
1.393627e-08	0.9999963078053	0.1	1.393627e-08	7.06443612e-11	0.1
1.59109e-08	0.999995830115	0.1	1.59109e-08	7.98074705e-11	0.1
1.788553e-08	0.999995313577	0.1	1.788553e-08	8.887237410000001e-11	0.1
1.986016e-08	0.9999947891578	0.1	1.986016e-08	9.784965310000001e-11	0.1
2.183479e-08	0.9999942868309999	0.1	2.183479e-08	1.0674644909999999e-10	0.1
2.412831e-08	0.9999936365408	0.1	2.412831e-08	1.169853723e-10	0.1
2.650155e-08	0.9999930523171	0.1	2.650155e-08	1.2747829850000002e-10	0.1
2.887479e-08	0.9999924261513	0.1	2.887479e-08	1.3787142540000001e-10	0.1
3.124803e-08	0.9999918470283999	0.1	3.124803e-08	1.481675041e-10	0.1
3.410004e-08	0.999991123922	0.1	3.410004e-08	1.604149713e-10	0.1
3.695204e-08	0.9999903318478001	0.1	3.695204e-08	1.7252759169999997e-10	0.1
3.980404e-08	0.999989552796	0.1	3.980404e-08	1.8450767780000001e-10	0.1
4.312337e-08	0.999988698755	0.1	4.312337e-08	1.9828618510000002e-10	0.1
4.655953e-08	0.9999877927273	0.1	4.655953e-08	2.123657646e-10	0.1
4.999569e-08	0.9999869027093	0.1	4.999569e-08	2.2626075250000002e-10	0.1
5.416669e-08	0.9999858276957	0.1	5.416669e-08	2.428829935e-10	0.1
5.833768e-08	0.9999847736876001	0.1	5.833768e-08	2.592415291e-10	0.1
6.31979e-08	0.9999834726821	0.1	6.31979e-08	2.7797597719999997e-10	0.1
6.823044e-08	0.9999820936791	0.1	6.823044e-08	2.970102976e-10	0.1
7.416694e-08	0.9999806246772001	0.1	7.416694e-08	3.1899669039999996e-10	0.1
8.032944e-08	0.9999789406761	0.1	8.032944e-08	3.412969581e-10	0.1
8.792739e-08	0.9999769936755001	0.1	8.792739e-08	3.6807651330000004e-10	0.1
9.656693e-08	0.9999747696751	0.1	9.656693e-08	3.9759467429999997e-10	0.1
1.064141e-07	0.9999721556747	0.1	1.064141e-07	4.3006854919999997e-10	0.1
1.183144e-07	0.9999690446744001	0.1	1.183144e-07	4.677126926999999e-10	0.1
1.336841e-07	0.999965032674	0.1	1.336841e-07	5.138603646000001e-10	0.1
1.530745e-07	0.9999599186736001	0.1	1.530745e-07	5.683358166e-10	0.1
1.771948e-07	0.9999535996731	0.1	1.771948e-07	6.306923141999999e-10	0.1
2.254353e-07	0.9999410636723999	0.1	2.254353e-07	7.394003415000001e-10	0.1
3.122684e-07	0.9999183996715999	0.1	3.122684e-07	8.910634373999999e-10	0.1
4.768917e-07	0.9998757806724	0.1	4.768917e-07	1.0713192696999998e-09	0.1
7.379635e-07	0.9998090996794	0.1	7.379635e-07	1.2032811172e-09	0.1
1.081521e-06	0.9997239786987	0.1	1.081521e-06	1.2651824953e-09	0.1
1.519026e-06	0.9996215257372	0.1	1.519026e-06	1.2942601013e-09	0.1
1.872033e-06	0.9995447467769	0.1	1.872033e-06	1.309273333e-09	0.1
2.221805e-06	0.999474590821	0.1	2.221805e-06	1.3226789850000002e-09	0.1
2.793976e-06	0.9993729758976001	0.1	2.793976e-06	1.3425860741e-09	0.1
3.439023e-06	0.9992779869818	0.1	3.439023e-06	1.3605821967e-09	0.1
4.117951e-06	0.9991981350603	0.1	4.117951e-06	1.3734580998e-09	0.1
4.495133e-06	0.9991616680978	0.1	4.495133e-06	1.3781611254e-09	0.1
5.098624e-06	0.9991128781485	0.1	5.098624e-06	1.3828518605e-09	0.1
