Batch	m_SP	4	N1a_L	T1a_L	T4a_L	N7a_L					
4.152507e-12	9.78521399080602e-06	0.1	4.152507e-12	2.13439312e-07	0.1	4.152507e-12	2.1909224072e-15	0.1	4.152507e-12	1.06798149e-28	0.1
9.203756e-12	9.5303814785582e-06	0.1	9.203756e-12	4.66909002e-07	0.1	9.203756e-12	4.79277945e-15	0.1	9.203756e-12	5.144618299999999e-28	0.1
1.906287e-11	9.051956809242959e-06	0.1	1.906287e-11	9.4277613e-07	0.1	1.906287e-11	9.677624302e-15	0.1	1.906287e-11	2.12423411e-27	0.1
3.656463e-11	8.2610546406027e-06	0.1	3.656463e-11	1.7294505100000002e-06	0.1	3.656463e-11	1.7753214301e-14	0.1	3.656463e-11	7.306706000000001e-27	0.1
6.091549e-11	7.27427753853946e-06	0.1	6.091549e-11	2.7109526300000003e-06	0.1	6.091549e-11	2.7829307774e-14	0.1	6.091549e-11	1.84890113e-26	0.1
9.520354e-11	6.081347561216188e-06	0.1	9.520354e-11	3.89750629e-06	0.1	9.520354e-11	4.0011317826e-14	0.1	9.520354e-11	3.9744714e-26	0.1
1.294916e-10	5.0840549993663495e-06	0.1	1.294916e-10	4.8894694e-06	0.1	1.294916e-10	5.0196352619999994e-14	0.1	1.294916e-10	6.489178700000001e-26	0.1
1.815568e-10	3.873381925412108e-06	0.1	1.815568e-10	6.093672000000001e-06	0.1	1.815568e-10	6.25618756e-14	0.1	1.815568e-10	1.06089334e-25	0.1
2.33622e-10	2.9510154082114056e-06	0.1	2.33622e-10	7.0111104e-06	0.1	2.33622e-10	7.198392965e-14	0.1	2.33622e-10	1.47042178e-25	0.1
2.856872e-10	2.2482972209562437e-06	0.1	2.856872e-10	7.7100737e-06	0.1	2.856872e-10	7.916320842000001e-14	0.1	2.856872e-10	1.85260017e-25	0.1
3.377524e-10	1.712919598822842e-06	0.1	3.377524e-10	8.2425915e-06	0.1	3.377524e-10	8.463357973999999e-14	0.1	3.377524e-10	2.19571659e-25	0.1
3.898176e-10	1.305031540747162e-06	0.1	3.898176e-10	8.6482999e-06	0.1	3.898176e-10	8.880184985e-14	0.1	3.898176e-10	2.4959506e-25	0.1
4.418828e-10	9.942749107040682e-07	0.1	4.418828e-10	8.9573981e-06	0.1	4.418828e-10	9.197797923e-14	0.1	4.418828e-10	2.7539973e-25	0.1
4.93948e-10	7.57517931438358e-07	0.1	4.93948e-10	9.1928885e-06	0.1	4.93948e-10	9.439812421e-14	0.1	4.93948e-10	2.9729416e-25	0.1
5.460132e-10	5.771388394361528e-07	0.1	5.460132e-10	9.3723053e-06	0.1	5.460132e-10	9.624224984e-14	0.1	5.460132e-10	3.1569574e-25	0.1
5.980784e-10	4.3971253458040317e-07	0.1	5.980784e-10	9.508997500000001e-06	0.1	5.980784e-10	9.764745755e-14	0.1	5.980784e-10	3.3105331e-25	0.1
6.607458e-10	3.169621636924513e-07	0.1	6.607458e-10	9.631092200000001e-06	0.1	6.607458e-10	9.890283605999998e-14	0.1	6.607458e-10	3.4611729e-25	0.1
7.234133e-10	2.28479635477017e-07	0.1	7.234133e-10	9.719103000000001e-06	0.1	7.234133e-10	9.980794514000001e-14	0.1	7.234133e-10	3.5809418000000003e-25	0.1
7.860807e-10	1.6469825540852522e-07	0.1	7.860807e-10	9.7825427e-06	0.1	7.860807e-10	1.0046052694e-13	0.1	7.860807e-10	3.6758087e-25	0.1
8.540006e-10	1.1550948869260937e-07	0.1	8.540006e-10	9.8314711e-06	0.1	8.540006e-10	1.0096394454e-13	0.1	8.540006e-10	3.756274e-25	0.1
