Batch	m_SP	13	R	W1	W2	W3	W4	W5	W6	P1	P2	P3	P4	P5	P6																							
2.233101e-13	9.81959880303e-06	0.1	2.233101e-13	4.77711e-08	0.1	2.233101e-13	2.407817e-14	0.1	2.233101e-13	1.001652e-15	0.1	2.233101e-13	8.090267e-08	0.1	2.233101e-13	5.162361e-08	0.1	2.233101e-13	3.629062e-12	0.1	2.233101e-13	3.347829e-13	0.1	2.233101e-13	3.363239e-12	0.1	2.233101e-13	5.354986e-13	0.1	2.233101e-13	1.756744e-21	0.1	2.233101e-13	3.132089e-14	0.1	2.233101e-13	2.084207e-21	0.1
5.450787e-13	9.565502344020001e-06	0.1	5.450787e-13	1.15094e-07	0.1	5.450787e-13	5.80111e-14	0.1	5.450787e-13	2.413262e-15	0.1	5.450787e-13	1.949173e-07	0.1	5.450787e-13	1.243758e-07	0.1	5.450787e-13	8.743433e-12	0.1	5.450787e-13	8.065864e-13	0.1	5.450787e-13	8.102991e-12	0.1	5.450787e-13	1.290167e-12	0.1	5.450787e-13	4.23249e-21	0.1	5.450787e-13	7.546084e-14	0.1	5.450787e-13	5.021441e-21	0.1
1.232576e-12	9.044412554969999e-06	0.1	1.232576e-12	2.531573e-07	0.1	1.232576e-12	1.275995e-13	0.1	1.232576e-12	5.308137e-15	0.1	1.232576e-12	4.287342e-07	0.1	1.232576e-12	2.735732e-07	0.1	1.232576e-12	1.923179e-11	0.1	1.232576e-12	1.774143e-12	0.1	1.232576e-12	1.782309e-11	0.1	1.232576e-12	2.837812e-12	0.1	1.232576e-12	9.309656e-21	0.1	1.232576e-12	1.659814e-13	0.1	1.232576e-12	1.104501e-20	0.1
2.481852e-12	8.169098308200001e-06	0.1	2.481852e-12	4.850723e-07	0.1	2.481852e-12	2.444922e-13	0.1	2.481852e-12	1.017087e-14	0.1	2.481852e-12	8.214939e-07	0.1	2.481852e-12	5.241912e-07	0.1	2.481852e-12	3.684986e-11	0.1	2.481852e-12	3.399419e-12	0.1	2.481852e-12	3.415067e-11	0.1	2.481852e-12	5.437506e-12	0.1	2.481852e-12	1.783815e-20	0.1	2.481852e-12	3.180354e-13	0.1	2.481852e-12	2.116324e-20	0.1
4.266532e-12	7.06354036389e-06	0.1	4.266532e-12	7.779907e-07	0.1	4.266532e-12	3.921327e-13	0.1	4.266532e-12	1.631272e-14	0.1	4.266532e-12	1.317566e-06	0.1	4.266532e-12	8.407326e-07	0.1	4.266532e-12	5.910224e-11	0.1	4.266532e-12	5.452213e-12	0.1	4.266532e-12	5.47731e-11	0.1	4.266532e-12	8.721032e-12	0.1	4.266532e-12	2.861e-20	0.1	4.266532e-12	5.100862e-13	0.1	4.266532e-12	3.394301e-20	0.1
5.452494e-12	6.41293087005e-06	0.1	5.452494e-12	9.503698e-07	0.1	5.452494e-12	4.790175e-13	0.1	5.452494e-12	1.992713e-14	0.1	5.452494e-12	1.6095e-06	0.1	5.452494e-12	1.027014e-06	0.1	5.452494e-12	7.219752e-11	0.1	5.452494e-12	6.660259e-12	0.1	5.452494e-12	6.690916e-11	0.1	5.452494e-12	1.065335e-11	0.1	5.452494e-12	3.494912e-20	0.1	5.452494e-12	6.23106e-13	0.1	5.452494e-12	4.146375e-20	0.1
6.860876e-12	5.71768582257e-06	0.1	6.860876e-12	1.134575e-06	0.1	6.860876e-12	5.718632e-13	0.1	6.860876e-12	2.378951e-14	0.1	6.860876e-12	1.921462e-06	0.1	6.860876e-12	1.226075e-06	0.1	6.860876e-12	8.619122e-11	0.1	6.860876e-12	7.951185e-12	0.1	6.860876e-12	7.987785e-11	0.1	6.860876e-12	1.271824e-11	0.1	6.860876e-12	4.172314e-20	0.1	6.860876e-12	7.438796e-13	0.1	6.860876e-12	4.950048e-20	0.1
8.602888e-12	4.96110438846e-06	0.1	8.602888e-12	1.335031e-06	0.1	8.602888e-12	6.728999e-13	0.1	8.602888e-12	2.799264e-14	0.1	8.602888e-12	2.260946e-06	0.1	8.602888e-12	1.442698e-06	0.1	8.602888e-12	1.014195e-10	0.1	8.602888e-12	9.356001e-12	0.1	8.602888e-12	9.399066e-11	0.1	8.602888e-12	1.496529e-11	0.1	8.602888e-12	4.909478e-20	0.1	8.602888e-12	8.753082e-13	0.1	8.602888e-12	5.824622e-20	0.1
1.175471e-11	3.8375116245e-06	0.1	1.175471e-11	1.632727e-06	0.1	1.175471e-11	8.229489e-13	0.1	1.175471e-11	3.423467e-14	0.1	1.175471e-11	2.765112e-06	0.1	1.175471e-11	1.764403e-06	0.1	1.175471e-11	1.240349e-10	0.1	1.175471e-11	1.144228e-11	0.1	1.175471e-11	1.149495e-10	0.1	1.175471e-11	1.830238e-11	0.1	1.175471e-11	6.004235e-20	0.1	1.175471e-11	1.070492e-12	0.1	1.175471e-11	7.123445e-20	0.1
1.490653e-11	2.9683903158e-06	0.1	1.490653e-11	1.863e-06	0.1	1.490653e-11	9.390147e-13	0.1	1.490653e-11	3.906301e-14	0.1	1.490653e-11	3.155094e-06	0.1	1.490653e-11	2.013248e-06	0.1	1.490653e-11	1.415283e-10	0.1	1.490653e-11	1.305606e-11	0.1	1.490653e-11	1.311616e-10	0.1	1.490653e-11	2.088369e-11	0.1	1.490653e-11	6.851051e-20	0.1	1.490653e-11	1.22147e-12	0.1	1.490653e-11	8.128111e-20	0.1
1.805836e-11	2.2961080386900003e-06	0.1	1.805836e-11	2.041119e-06	0.1	1.805836e-11	1.028794e-12	0.1	1.805836e-11	4.279782e-14	0.1	1.805836e-11	3.456754e-06	0.1	1.805836e-11	2.205734e-06	0.1	1.805836e-11	1.550598e-10	0.1	1.805836e-11	1.430435e-11	0.1	1.805836e-11	1.437019e-10	0.1	1.805836e-11	2.288037e-11	0.1	1.805836e-11	7.50608e-20	0.1	1.805836e-11	1.338255e-12	0.1	1.805836e-11	8.905239e-20	0.1
2.121018e-11	1.7760842389800002e-06	0.1	2.121018e-11	2.178898e-06	0.1	2.121018e-11	1.09824e-12	0.1	2.121018e-11	4.568677e-14	0.1	2.121018e-11	3.690095e-06	0.1	2.121018e-11	2.354626e-06	0.1	2.121018e-11	1.655267e-10	0.1	2.121018e-11	1.526993e-11	0.1	2.121018e-11	1.534021e-10	0.1	2.121018e-11	2.442485e-11	0.1	2.121018e-11	8.012757e-20	0.1	2.121018e-11	1.42859e-12	0.1	2.121018e-11	9.506363e-20	0.1
2.4362e-11	1.37383526151e-06	0.1	2.4362e-11	2.285472e-06	0.1	2.4362e-11	1.151958e-12	0.1	2.4362e-11	4.792143e-14	0.1	2.4362e-11	3.870589e-06	0.1	2.4362e-11	2.469797e-06	0.1	2.4362e-11	1.73623e-10	0.1	2.4362e-11	1.601682e-11	0.1	2.4362e-11	1.609054e-10	0.1	2.4362e-11	2.561954e-11	0.1	2.4362e-11	8.404682e-20	0.1	2.4362e-11	1.498466e-12	0.1	2.4362e-11	9.971344e-20	0.1
2.751382e-11	1.06268837301e-06	0.1	2.751382e-11	2.367908e-06	0.1	2.751382e-11	1.193509e-12	0.1	2.751382e-11	4.964999e-14	0.1	2.751382e-11	4.010205e-06	0.1	2.751382e-11	2.558885e-06	0.1	2.751382e-11	1.798857e-10	0.1	2.751382e-11	1.659455e-11	0.1	2.751382e-11	1.667094e-10	0.1	2.751382e-11	2.654365e-11	0.1	2.751382e-11	8.707844e-20	0.1	2.751382e-11	1.552517e-12	0.1	2.751382e-11	1.033102e-19	0.1
3.066565e-11	8.22010479813e-07	0.1	3.066565e-11	2.431674e-06	0.1	3.066565e-11	1.22565e-12	0.1	3.066565e-11	5.098706e-14	0.1	3.066565e-11	4.118201e-06	0.1	3.066565e-11	2.627795e-06	0.1	3.066565e-11	1.8473e-10	0.1	3.066565e-11	1.704144e-11	0.1	3.066565e-11	1.711988e-10	0.1	3.066565e-11	2.725846e-11	0.1	3.066565e-11	8.942345e-20	0.1	3.066565e-11	1.594326e-12	0.1	3.066565e-11	1.060923e-19	0.1
3.420669e-11	6.15993140007e-07	0.1	3.420669e-11	2.486255e-06	0.1	3.420669e-11	1.253163e-12	0.1	3.420669e-11	5.213157e-14	0.1	3.420669e-11	4.210645e-06	0.1	3.420669e-11	2.686782e-06	0.1	3.420669e-11	1.888767e-10	0.1	3.420669e-11	1.742397e-11	0.1	3.420669e-11	1.750418e-10	0.1	3.420669e-11	2.787034e-11	0.1	3.420669e-11	9.143075e-20	0.1	3.420669e-11	1.630114e-12	0.1	3.420669e-11	1.084738e-19	0.1
3.800722e-11	4.5195218043300005e-07	0.1	3.800722e-11	2.529715e-06	0.1	3.800722e-11	1.275069e-12	0.1	3.800722e-11	5.304289e-14	0.1	3.800722e-11	4.284255e-06	0.1	3.800722e-11	2.73375e-06	0.1	3.800722e-11	1.921785e-10	0.1	3.800722e-11	1.772856e-11	0.1	3.800722e-11	1.781017e-10	0.1	3.800722e-11	2.835754e-11	0.1	3.800722e-11	9.302906e-20	0.1	3.800722e-11	1.65861e-12	0.1	3.800722e-11	1.1037e-19	0.1
4.180774e-11	3.31595884008e-07	0.1	4.180774e-11	2.5616e-06	0.1	4.180774e-11	1.291142e-12	0.1	4.180774e-11	5.371152e-14	0.1	4.180774e-11	4.338263e-06	0.1	4.180774e-11	2.76821e-06	0.1	4.180774e-11	1.94601e-10	0.1	4.180774e-11	1.795204e-11	0.1	4.180774e-11	1.803467e-10	0.1	4.180774e-11	2.8715e-11	0.1	4.180774e-11	9.420174e-20	0.1	4.180774e-11	1.679518e-12	0.1	4.180774e-11	1.117613e-19	0.1
4.560827e-11	2.43290867067e-07	0.1	4.560827e-11	2.584994e-06	0.1	4.560827e-11	1.302935e-12	0.1	4.560827e-11	5.420209e-14	0.1	4.560827e-11	4.377889e-06	0.1	4.560827e-11	2.793493e-06	0.1	4.560827e-11	1.963783e-10	0.1	4.560827e-11	1.811601e-11	0.1	4.560827e-11	1.819939e-10	0.1	4.560827e-11	2.897727e-11	0.1	4.560827e-11	9.506212e-20	0.1	4.560827e-11	1.694858e-12	0.1	4.560827e-11	1.12782e-19	0.1
5.00459e-11	1.69472105262e-07	0.1	5.00459e-11	2.604548e-06	0.1	5.00459e-11	1.312793e-12	0.1	5.00459e-11	5.461218e-14	0.1	5.00459e-11	4.411015e-06	0.1	5.00459e-11	2.814629e-06	0.1	5.00459e-11	1.978641e-10	0.1	5.00459e-11	1.825307e-11	0.1	5.00459e-11	1.833709e-10	0.1	5.00459e-11	2.919651e-11	0.1	5.00459e-11	9.578137e-20	0.1	5.00459e-11	1.707681e-12	0.1	5.00459e-11	1.136353e-19	0.1
5.46428e-11	1.1652913469700001e-07	0.1	5.46428e-11	2.618572e-06	0.1	5.46428e-11	1.319863e-12	0.1	5.46428e-11	5.49063e-14	0.1	5.46428e-11	4.434775e-06	0.1	5.46428e-11	2.829788e-06	0.1	5.46428e-11	1.989298e-10	0.1	5.46428e-11	1.835138e-11	0.1	5.46428e-11	1.843585e-10	0.1	5.46428e-11	2.935375e-11	0.1	5.46428e-11	9.629721e-20	0.1	5.46428e-11	1.716878e-12	0.1	5.46428e-11	1.142473e-19	0.1
