Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
2.684908e-06	9.99989700003e-06	0.1	2.684908e-06	1.531147e-14	0.1	2.684908e-06	9.375777e-14	0.1	2.684908e-06	9.303368e-14	0.1	2.684908e-06	2.2033932500000002e-12	0.1	2.684908e-06	1.326423e-13	0.1	2.684908e-06	2.223326e-13	0.1
2.138912e-05	9.99987800022e-06	0.1	2.138912e-05	1.371918e-14	0.1	2.138912e-05	1.376058e-13	0.1	2.138912e-05	7.495051e-13	0.1	2.138912e-05	1.76088946e-11	0.1	2.138912e-05	1.065191e-12	0.1	2.138912e-05	1.950764e-12	0.1
0.0003127053	9.99958700313e-06	0.1	0.0003127053	1.356277e-14	0.1	0.0003127053	1.285289e-13	0.1	0.0003127053	1.097281e-11	0.1	0.0003127053	2.5753626e-10	0.1	0.0003127053	1.558839e-11	0.1	0.0003127053	2.907433e-11	0.1
0.00211397	9.99778302117e-06	0.1	0.00211397	1.356459e-14	0.1	0.00211397	1.285055e-13	0.1	0.00211397	7.420497e-11	0.1	0.00211397	1.74065789e-09	0.1	0.00211397	1.05396e-10	0.1	0.00211397	1.967487e-10	0.1
0.006620527	9.99327506625e-06	0.1	0.006620527	1.359849e-14	0.1	0.006620527	1.284512e-13	0.1	0.006620527	2.33014e-10	0.1	0.006620527	5.44482007e-09	0.1	0.006620527	3.304685e-10	0.1	0.006620527	6.161375e-10	0.1
0.01493706	9.98500314897e-06	0.1	0.01493706	1.376682e-14	0.1	0.01493706	1.283616e-13	0.1	0.01493706	5.322638e-10	0.1	0.01493706	1.2224809e-08	0.1	0.01493706	7.498997e-10	0.1	0.01493706	1.389725e-09	0.1
0.02789446	9.972343275570001e-06	0.1	0.02789446	1.428672e-14	0.1	0.02789446	1.28249e-13	0.1	0.02789446	1.031823e-09	0.1	0.02789446	2.2505542099999998e-08	0.1	0.02789446	1.425035e-09	0.1	0.02789446	2.594412e-09	0.1
0.04652576	9.954944449560001e-06	0.1	0.04652576	1.549387e-14	0.1	0.04652576	1.281423e-13	0.1	0.04652576	1.872634e-09	0.1	0.04652576	3.6287198e-08	0.1	0.04652576	2.469083e-09	0.1	0.04652576	4.326447e-09	0.1
0.06880024	9.935874646652499e-06	0.1	0.06880024	1.739697e-14	0.1	0.06880024	1.280871e-13	0.1	0.06880024	3.15025e-09	0.1	0.06880024	5.0625683e-08	0.1	0.06880024	3.84985e-09	0.1	0.06880024	6.398591e-09	0.1
0.09546662	9.9159328480667e-06	0.1	0.09546662	1.987603e-14	0.1	0.09546662	1.280951e-13	0.1	0.09546662	5.151653e-09	0.1	0.09546662	6.4287695e-08	0.1	0.09546662	5.644031e-09	0.1	0.09546662	8.882818e-09	0.1
0.1273546	9.8960990483901e-06	0.1	0.1273546	2.256875e-14	0.1	0.1273546	1.281661e-13	0.1	0.1273546	8.231435e-09	0.1	0.1273546	7.5899515e-08	0.1	0.1273546	7.81114e-09	0.1	0.1273546	1.185804e-08	0.1
0.1545386	9.882080189982e-06	0.1	0.1545386	2.440316e-14	0.1	0.1545386	1.282549e-13	0.1	0.1545386	1.137232e-08	0.1	0.1545386	8.2535429e-08	0.1	0.1545386	9.515088e-09	0.1	0.1545386	1.439594e-08	0.1
0.1805744	9.8705553063845e-06	0.1	0.1805744	2.574764e-14	0.1	0.1805744	1.283551e-13	0.1	0.1805744	1.472689e-08	0.1	0.1805744	8.6854285e-08	0.1	0.1805744	1.093755e-08	0.1	0.1805744	1.68253e-08	0.1
0.2201399	9.8555474579653e-06	0.1	0.2201399	2.716566e-14	0.1	0.2201399	1.285331e-13	0.1	0.2201399	2.026644e-08	0.1	0.2201399	9.0914609e-08	0.1	0.2201399	1.266166e-08	0.1	0.2201399	2.050908e-08	0.1
