# T[K]         W1         Pr1         Pr2         Pr3         sum_k_Pr_i
3.00e+02	3.55e+11	3.40e+09	4.77e+09	3.66e+11	3.63e+11
4.00e+02	9.03e+11	1.73e+10	2.08e+10	9.50e+11	9.41e+11
5.00e+02	1.58e+12	5.82e+10	6.11e+10	1.72e+12	1.70e+12
6.00e+02	2.24e+12	1.49e+11	1.41e+11	2.56e+12	2.53e+12
7.00e+02	2.74e+12	3.14e+11	2.76e+11	3.37e+12	3.33e+12
8.00e+02	3.04e+12	5.56e+11	4.62e+11	4.10e+12	4.05e+12
9.00e+02	3.10e+12	8.63e+11	6.86e+11	4.69e+12	4.65e+12
1.00e+03	2.96e+12	1.21e+12	9.25e+11	5.14e+12	5.09e+12
1.10e+03	2.68e+12	1.54e+12	1.15e+12	5.41e+12	5.37e+12
1.20e+03	2.33e+12	1.86e+12	1.34e+12	5.58e+12	5.54e+12
1.30e+03	1.96e+12	2.13e+12	1.50e+12	5.62e+12	5.59e+12
1.40e+03	1.59e+12	2.33e+12	1.61e+12	5.56e+12	5.54e+12
1.50e+03	1.28e+12	2.49e+12	1.69e+12	5.48e+12	5.46e+12
1.60e+03	1.00e+12	2.60e+12	1.73e+12	5.35e+12	5.33e+12
1.70e+03	7.70e+11	2.67e+12	1.74e+12	5.20e+12	5.18e+12
1.80e+03	5.88e+11	2.71e+12	1.73e+12	5.04e+12	5.03e+12
1.90e+03	4.45e+11	2.72e+12	1.70e+12	4.87e+12	4.87e+12
2.00e+03	3.34e+11	2.72e+12	1.67e+12	4.73e+12	4.73e+12
2.10e+03	2.50e+11	2.70e+12	1.63e+12	4.59e+12	4.58e+12
2.20e+03	1.88e+11	2.68e+12	1.59e+12	4.46e+12	4.46e+12
2.30e+03	1.41e+11	2.66e+12	1.54e+12	4.35e+12	4.35e+12
2.40e+03	1.06e+11	2.63e+12	1.50e+12	4.24e+12	4.24e+12
2.50e+03	8.03e+10	2.61e+12	1.47e+12	4.17e+12	4.17e+12
