Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
4.68633	9.888066129523399e-06	0.1	4.68633	3.073839e-09	0.1	4.68633	1.046229e-08	0.1	4.68633	1.869314e-08	0.1	4.68633	7.32653455e-08	0.1	4.68633	3.584949e-09	0.1	4.68633	2.754313e-09	0.1
9.327511	9.778543257841402e-06	0.1	9.327511	6.084192e-09	0.1	9.327511	2.070847e-08	0.1	9.327511	3.700013e-08	0.1	9.327511	1.4501726500000002e-07	0.1	9.327511	7.095861e-09	0.1	9.327511	5.451731e-09	0.1
16.59716	9.6094260218925e-06	0.1	16.59716	1.073253e-08	0.1	16.59716	3.652979e-08	0.1	16.59716	6.526833e-08	0.1	16.59716	2.55810949e-07	0.1	16.59716	1.251712e-08	0.1	16.59716	9.616868e-09	0.1
26.08387	9.393124310491201e-06	0.1	26.08387	1.66778e-08	0.1	26.08387	5.676544e-08	0.1	26.08387	1.014237e-07	0.1	26.08387	3.97517153e-07	0.1	26.08387	1.945096e-08	0.1	26.08387	1.494412e-08	0.1
32.86216	9.2415640383828e-06	0.1	32.86216	2.084358e-08	0.1	32.86216	7.094428e-08	0.1	32.86216	1.267572e-07	0.1	32.86216	4.96808743e-07	0.1	32.86216	2.430941e-08	0.1	32.86216	1.867686e-08	0.1
37.79182	9.1328771904756e-06	0.1	37.79182	2.383095e-08	0.1	37.79182	8.111226e-08	0.1	37.79182	1.449245e-07	0.1	37.79182	5.680130950000001e-07	0.1	37.79182	2.779351e-08	0.1	37.79182	2.135369e-08	0.1
47.48537	8.9228716319456e-06	0.1	47.48537	2.960315e-08	0.1	47.48537	1.007588e-07	0.1	47.48537	1.800273e-07	0.1	47.48537	7.05594234e-07	0.1	47.48537	3.452549e-08	0.1	47.48537	2.652587e-08	0.1
66.76195	8.519495432551e-06	0.1	66.76195	4.069031e-08	0.1	66.76195	1.384957e-07	0.1	66.76195	2.474524e-07	0.1	66.76195	9.698581700000001e-07	0.1	66.76195	4.74562e-08	0.1	66.76195	3.646052e-08	0.1
100.496	7.8569708580808e-06	0.1	100.496	5.890046e-08	0.1	100.496	2.004768e-07	0.1	100.496	3.58195e-07	0.1	100.496	1.40389935e-06	0.1	100.496	6.869429e-08	0.1	100.496	5.277773e-08	0.1
148.6874	6.998877612651399e-06	0.1	148.6874	8.248603e-08	0.1	148.6874	2.80754e-07	0.1	148.6874	5.016274e-07	0.1	148.6874	1.96606496e-06	0.1	148.6874	9.62016e-08	0.1	148.6874	7.391157e-08	0.1
225.8416	5.8158848109109e-06	0.1	225.8416	1.150018e-07	0.1	225.8416	3.914266e-07	0.1	225.8416	6.993678e-07	0.1	225.8416	2.74108274e-06	0.1	225.8416	1.34124e-07	0.1	225.8416	1.030473e-07	0.1
302.9958	4.8328503057454e-06	0.1	302.9958	1.420216e-07	0.1	302.9958	4.833926e-07	0.1	302.9958	8.636849e-07	0.1	302.9958	3.38510205e-06	0.1	302.9958	1.656366e-07	0.1	302.9958	1.272584e-07	0.1
410.9805	3.7295685475042e-06	0.1	410.9805	1.723465e-07	0.1	410.9805	5.866083e-07	0.1	410.9805	1.048102e-06	0.1	410.9805	4.10790115e-06	0.1	410.9805	2.010039e-07	0.1	410.9805	1.544311e-07	0.1
526.6728	2.825406770615e-06	0.1	526.6728	1.971985e-07	0.1	526.6728	6.711958e-07	0.1	526.6728	1.199236e-06	0.1	526.6728	4.70025117e-06	0.1	526.6728	2.299882e-07	0.1	526.6728	1.766997e-07	0.1
642.3651	2.1404421804792e-06	0.1	642.3651	2.160256e-07	0.1	642.3651	7.352768e-07	0.1	642.3651	1.31373e-06	0.1	642.3651	5.14899754e-06	0.1	642.3651	2.519458e-07	0.1	642.3651	1.935697e-07	0.1
758.0574	1.621533730728e-06	0.1	758.0574	2.302884e-07	0.1	758.0574	7.838225e-07	0.1	758.0574	1.400468e-06	0.1	758.0574	5.48895373e-06	0.1	758.0574	2.685802e-07	0.1	758.0574	2.063499e-07	0.1
873.7496	1.2284247306574999e-06	0.1	873.7496	2.410935e-07	0.1	873.7496	8.205993e-07	0.1	873.7496	1.466177e-06	0.1	873.7496	5.74649367e-06	0.1	873.7496	2.811819e-07	0.1	873.7496	2.160318e-07	0.1
989.4419	9.3061795842055e-07	0.1	989.4419	2.492791e-07	0.1	989.4419	8.484603e-07	0.1	989.4419	1.515957e-06	0.1	989.4419	5.94159863e-06	0.1	989.4419	2.907286e-07	0.1	989.4419	2.233665e-07	0.1
1105.134	7.0500818516031e-07	0.1	1105.134	2.554803e-07	0.1	1105.134	8.69567e-07	0.1	1105.134	1.553668e-06	0.1	1105.134	6.0894043499999996e-06	0.1	1105.134	2.979609e-07	0.1	1105.134	2.28923e-07	0.1
1220.827	5.340931202626e-07	0.1	1220.827	2.601781e-07	0.1	1220.827	8.855567e-07	0.1	1220.827	1.582238e-06	0.1	1220.827	6.2013777000000005e-06	0.1	1220.827	3.034398e-07	0.1	1220.827	2.331325e-07	0.1
1345.9	3.9560593502283e-07	0.1	1345.9	2.639846e-07	0.1	1345.9	8.985127e-07	0.1	1345.9	1.605386e-06	0.1	1345.9	6.29210601e-06	0.1	1345.9	3.078793e-07	0.1	1345.9	2.365433e-07	0.1
1485.044	2.8329772719528e-07	0.1	1485.044	2.670715e-07	0.1	1485.044	9.090196e-07	0.1	1485.044	1.624159e-06	0.1	1485.044	6.36568407e-06	0.1	1485.044	3.114795e-07	0.1	1485.044	2.393094e-07	0.1
1624.189	2.0287261053107998e-07	0.1	1624.189	2.692821e-07	0.1	1624.189	9.165437e-07	0.1	1624.189	1.637603e-06	0.1	1624.189	6.41837325e-06	0.1	1624.189	3.140576e-07	0.1	1624.189	2.412902e-07	0.1
1763.334	1.4527928662486e-07	0.1	1763.334	2.708651e-07	0.1	1763.334	9.219318e-07	0.1	1763.334	1.64723e-06	0.1	1763.334	6.45610479e-06	0.1	1763.334	3.159039e-07	0.1	1763.334	2.427087e-07	0.1
