Batch	m_SP	5	Pr3	W1	W2	Pr1	Pr2							
3.441725e-09	9.8764352469965e-06	0.1	3.441725e-09	1.824239e-09	0.1	3.441725e-09	2.470703e-11	0.1	3.441725e-09	7.355839e-08	0.1	3.441725e-09	4.805813e-08	0.1
9.541351e-09	9.661355487013501e-06	0.1	9.541351e-09	5.002064e-09	0.1	9.541351e-09	6.746689e-11	0.1	9.541351e-09	2.01699e-07	0.1	9.541351e-09	1.317766e-07	0.1
1.964253e-08	9.3154283238504e-06	0.1	1.964253e-08	1.011306e-08	0.1	1.964253e-08	1.354643e-10	0.1	1.964253e-08	4.07797e-07	0.1	1.964253e-08	2.664269e-07	0.1
3.647783e-08	8.766188817585601e-06	0.1	3.647783e-08	1.822764e-08	0.1	3.647783e-08	2.413295e-10	0.1	3.647783e-08	7.350277e-07	0.1	3.647783e-08	4.802165e-07	0.1
6.940481e-08	7.7838170362736e-06	0.1	6.940481e-08	3.27402e-08	0.1	6.940481e-08	4.234804e-10	0.1	6.940481e-08	1.320321e-06	0.1	6.940481e-08	8.626041e-07	0.1
1.130174e-07	6.6500235535104e-06	0.1	1.130174e-07	4.948707e-08	0.1	1.130174e-07	6.199662e-10	0.1	1.130174e-07	1.995844e-06	0.1	1.130174e-07	1.303937e-06	0.1
1.637537e-07	5.5371522638592e-06	0.1	1.637537e-07	6.59208e-08	0.1	1.637537e-07	7.945162e-10	0.1	1.637537e-07	2.658919e-06	0.1	1.637537e-07	1.737134e-06	0.1
2.250583e-07	4.4379522106745e-06	0.1	2.250583e-07	8.21462e-08	0.1	2.250583e-07	9.428697e-10	0.1	2.250583e-07	3.313872e-06	0.1	2.250583e-07	2.165019e-06	0.1
3.022153e-07	3.3591395732825e-06	0.1	3.022153e-07	9.805977e-08	0.1	3.022153e-07	1.05502e-09	0.1	3.022153e-07	3.956711e-06	0.1	3.022153e-07	2.58498e-06	0.1
3.793724e-07	2.5425750126913e-06	0.1	3.793724e-07	1.100917e-07	0.1	3.793724e-07	1.106481e-09	0.1	3.793724e-07	4.443315e-06	0.1	3.793724e-07	2.902868e-06	0.1
4.565294e-07	1.9245083582260002e-06	0.1	4.565294e-07	1.191843e-07	0.1	4.565294e-07	1.115386e-09	0.1	4.565294e-07	4.811663e-06	0.1	4.565294e-07	3.143495e-06	0.1
5.336865e-07	1.4566871964624e-06	0.1	5.336865e-07	1.260511e-07	0.1	5.336865e-07	1.095118e-09	0.1	5.336865e-07	5.090499e-06	0.1	5.336865e-07	3.325642e-06	0.1
6.108435e-07	1.1025872709696001e-06	0.1	6.108435e-07	1.312323e-07	0.1	6.108435e-07	1.055502e-09	0.1	6.108435e-07	5.301581e-06	0.1	6.108435e-07	3.463525e-06	0.1
6.880006e-07	8.345643429762e-07	0.1	6.880006e-07	1.351367e-07	0.1	6.880006e-07	1.003695e-09	0.1	6.880006e-07	5.461377e-06	0.1	6.880006e-07	3.567904e-06	0.1
7.651576e-07	6.3169467122944e-07	0.1	7.651576e-07	1.380739e-07	0.1	7.651576e-07	9.448676e-10	0.1	7.651576e-07	5.582353e-06	0.1	7.651576e-07	3.646922e-06	0.1
8.423147e-07	4.781400239035801e-07	0.1	8.423147e-07	1.402783e-07	0.1	8.423147e-07	8.827101e-10	0.1	8.423147e-07	5.673945e-06	0.1	8.423147e-07	3.706746e-06	0.1
9.259858e-07	3.5350210657450004e-07	0.1	9.259858e-07	1.420459e-07	0.1	9.259858e-07	8.145325e-10	0.1	9.259858e-07	5.748314e-06	0.1	9.259858e-07	3.755318e-06	0.1
1.019428e-06	2.5229745487295997e-07	0.1	1.019428e-06	1.43454e-07	0.1	1.019428e-06	7.400728e-10	0.1	1.019428e-06	5.808729e-06	0.1	1.019428e-06	3.794776e-06	0.1
1.112871e-06	1.8006755259933e-07	0.1	1.112871e-06	1.444297e-07	0.1	1.112871e-06	6.692459e-10	0.1	1.112871e-06	5.851875e-06	0.1	1.112871e-06	3.822956e-06	0.1
1.206313e-06	1.2851696816585e-07	0.1	1.206313e-06	1.45096e-07	0.1	1.206313e-06	6.031533e-10	0.1	1.206313e-06	5.882697e-06	0.1	1.206313e-06	3.843086e-06	0.1
