Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
1.904477	9.8582074310993e-06	0.1	1.904477	1.891498e-09	0.1	1.904477	3.330726e-08	0.1	1.904477	3.153727e-08	0.1	1.904477	7.19589123e-08	0.1	1.904477	2.244908e-09	0.1	1.904477	7.49864e-10	0.1
3.375852	9.750117522818401e-06	0.1	3.375852	3.334479e-09	0.1	3.375852	5.871654e-08	0.1	3.375852	5.559626e-08	0.1	3.375852	1.268545562e-07	0.1	3.375852	3.957499e-09	0.1	3.375852	1.321916e-09	0.1
3.784117	9.720335851563001e-06	0.1	3.784117	3.732039e-09	0.1	3.784117	6.571738e-08	0.1	3.784117	6.222507e-08	0.1	3.784117	1.41979604e-07	0.1	3.784117	4.429334e-09	0.1	3.784117	1.47953e-09	0.1
4.600647	9.6610454563312e-06	0.1	4.600647	4.523542e-09	0.1	4.600647	7.965498e-08	0.1	4.600647	7.542201e-08	0.1	4.600647	1.72091166e-07	0.1	4.600647	5.36872e-09	0.1	4.600647	1.793315e-09	0.1
6.233706	9.543548654810801e-06	0.1	6.233706	6.092094e-09	0.1	6.233706	1.072757e-07	0.1	6.233706	1.015749e-07	0.1	6.233706	2.31764457e-07	0.1	6.233706	7.230339e-09	0.1	6.233706	2.415153e-09	0.1
9.499825	9.312822145642401e-06	0.1	9.499825	9.172199e-09	0.1	9.499825	1.615134e-07	0.1	9.499825	1.529303e-07	0.1	9.499825	3.48942629e-07	0.1	9.499825	1.088593e-08	0.1	9.499825	3.636235e-09	0.1
16.03206	8.8679699985216e-06	0.1	16.03206	1.511082e-08	0.1	16.03206	2.660867e-07	0.1	16.03206	2.519465e-07	0.1	16.03206	5.748686720000001e-07	0.1	16.03206	1.793411e-08	0.1	16.03206	5.990548e-09	0.1
27.79009	8.120102677888e-06	0.1	27.79009	2.50946e-08	0.1	27.79009	4.418914e-07	0.1	27.79009	4.184087e-07	0.1	27.79009	9.54687008e-07	0.1	27.79009	2.978325e-08	0.1	27.79009	9.948532e-09	0.1
41.39363	7.3331944006308e-06	0.1	41.39363	3.559956e-08	0.1	41.39363	6.268736e-07	0.1	41.39363	5.935607e-07	0.1	41.39363	1.35433366e-06	0.1	41.39363	4.225095e-08	0.1	41.39363	1.411314e-08	0.1
57.15345	6.5164044538642005e-06	0.1	57.15345	4.650345e-08	0.1	57.15345	8.188805e-07	0.1	57.15345	7.753641e-07	0.1	57.15345	1.7691554600000001e-06	0.1	57.15345	5.519211e-08	0.1	57.15345	1.843589e-08	0.1
