Batch	m_SP	5	Azln	N1a_L	N7a_L	Nphln	Flvln							
6.123663e-11	9.844307555940001e-06	0.1	6.123663e-11	5.95870832e-10	0.1	6.123663e-11	1.5447408e-07	0.1	6.123663e-11	4.938847e-11	0.1	6.123663e-11	1.223479e-10	0.1
1.137337e-10	9.71285087052e-06	0.1	1.137337e-10	1.099317745e-09	0.1	1.137337e-10	2.8511348e-07	0.1	1.137337e-10	1.369059e-10	0.1	1.137337e-10	2.260955e-10	0.1
1.911479e-10	9.5221947771e-06	0.1	1.911479e-10	1.829480311e-09	0.1	1.911479e-10	4.746371e-07	0.1	1.911479e-10	3.032911e-10	0.1	1.911479e-10	3.767009e-10	0.1
2.862514e-10	9.29308906818e-06	0.1	2.862514e-10	2.7068961290000004e-09	0.1	2.862514e-10	7.024237299999999e-07	0.1	2.862514e-10	5.332037e-10	0.1	2.862514e-10	5.577836e-10	0.1
3.984334e-10	9.02991569994e-06	0.1	3.984334e-10	3.7147805800000004e-09	0.1	3.984334e-10	9.641030200000002e-07	0.1	3.984334e-10	8.133388e-10	0.1	3.984334e-10	7.658484e-10	0.1
5.377085e-10	8.713530863820001e-06	0.1	5.377085e-10	4.92645582e-09	0.1	5.377085e-10	1.27870301e-06	0.1	5.377085e-10	1.15756e-09	0.1	5.377085e-10	1.016009e-09	0.1
7.192595e-10	8.31769282224e-06	0.1	7.192595e-10	6.44241377e-09	0.1	7.192595e-10	1.6723117000000002e-06	0.1	7.192595e-10	1.591146e-09	0.1	7.192595e-10	1.329002e-09	0.1
9.711198e-10	7.79816001762e-06	0.1	9.711198e-10	8.43209253e-09	0.1	9.711198e-10	2.1889196000000003e-06	0.1	9.711198e-10	2.161081e-09	0.1	9.711198e-10	1.739804e-09	0.1
1.341855e-09	7.09186808061e-06	0.1	1.341855e-09	1.113701103e-08	0.1	1.341855e-09	2.8912354e-06	0.1	1.341855e-09	2.93605e-09	0.1	1.341855e-09	2.298281e-09	0.1
1.961401e-09	6.05142448515e-06	0.1	1.961401e-09	1.512164763e-08	0.1	1.961401e-09	3.925821499999999e-06	0.1	1.961401e-09	4.077679e-09	0.1	1.961401e-09	3.120976e-09	0.1
2.670845e-09	5.04610653843e-06	0.1	2.670845e-09	1.897175864e-08	0.1	2.670845e-09	4.9254801e-06	0.1	2.670845e-09	5.180764e-09	0.1	2.670845e-09	3.915897e-09	0.1
3.491074e-09	4.09010409855e-06	0.1	3.491074e-09	2.26330037e-08	0.1	3.491074e-09	5.8761012000000005e-06	0.1	3.491074e-09	6.22974e-09	0.1	3.491074e-09	4.671824e-09	0.1
4.311303e-09	3.3152188474800003e-06	0.1	4.311303e-09	2.5600619970000002e-08	0.1	4.311303e-09	6.6466237e-06	0.1	4.311303e-09	7.079983e-09	0.1	4.311303e-09	5.284538e-09	0.1
5.131531e-09	2.6871391283400004e-06	0.1	5.131531e-09	2.8006002019999996e-08	0.1	5.131531e-09	7.2711669e-06	0.1	5.131531e-09	7.769144e-09	0.1	5.131531e-09	5.78117e-09	0.1
5.95176e-09	2.17805121927e-06	0.1	5.95176e-09	2.995567933e-08	0.1	5.95176e-09	7.7773891e-06	0.1	5.95176e-09	8.327742e-09	0.1	5.95176e-09	6.183715e-09	0.1
6.771989e-09	1.7654113457100002e-06	0.1	6.771989e-09	3.153598392999999e-08	0.1	6.771989e-09	8.187705700000001e-06	0.1	6.771989e-09	8.780511e-09	0.1	6.771989e-09	6.509995e-09	0.1
7.694006e-09	1.3941310585500002e-06	0.1	7.694006e-09	3.295789982e-08	0.1	7.694006e-09	8.5568966e-06	0.1	7.694006e-09	9.187899e-09	0.1	7.694006e-09	6.803573e-09	0.1
8.683882e-09	1.08196718022e-06	0.1	8.683882e-09	3.4153415040000004e-08	0.1	8.683882e-09	8.8673038e-06	0.1	8.683882e-09	9.530421e-09	0.1	8.683882e-09	7.050406e-09	0.1
9.673758e-09	8.39700702909e-07	0.1	9.673758e-09	3.5081222e-08	0.1	9.673758e-09	9.1082057e-06	0.1	9.673758e-09	9.796248e-09	0.1	9.673758e-09	7.24197e-09	0.1
1.066363e-08	6.51680883126e-07	0.1	1.066363e-08	3.5801294400000005e-08	0.1	1.066363e-08	9.2951668e-06	0.1	1.066363e-08	1.000255e-08	0.1	1.066363e-08	7.39064e-09	0.1
1.165351e-08	5.057612423370001e-07	0.1	1.165351e-08	3.63601368e-08	0.1	1.165351e-08	9.4402658e-06	0.1	1.165351e-08	1.016266e-08	0.1	1.165351e-08	7.506021e-09	0.1
