# T[K]         W1         Pr1         Pr3         Pr2         sum_k_Pr_i
3.00e+02	3.68e-44	4.08e-56	8.44e-65	3.68e-44	3.68e-44
4.00e+02	2.55e-31	2.68e-40	1.44e-45	2.55e-31	2.55e-31
5.00e+02	3.16e-23	2.32e-30	6.85e-34	3.16e-23	3.16e-23
6.00e+02	1.52e-17	1.24e-23	5.28e-26	1.52e-17	1.52e-17
7.00e+02	2.19e-13	1.08e-18	2.71e-20	2.19e-13	2.19e-13
8.00e+02	3.19e-10	7.05e-15	6.00e-16	3.19e-10	3.19e-10
9.00e+02	9.84e-08	7.90e-12	1.59e-12	9.84e-08	9.84e-08
1.00e+03	1.02e-05	2.51e-09	9.36e-10	1.02e-05	1.02e-05
1.10e+03	4.67e-04	3.08e-07	1.82e-07	4.68e-04	4.68e-04
1.20e+03	1.17e-02	1.83e-05	1.50e-05	1.17e-02	1.17e-02
1.30e+03	1.82e-01	6.02e-04	6.40e-04	1.83e-01	1.83e-01
1.40e+03	1.93e+00	1.23e-02	1.60e-02	1.96e+00	1.96e+00
1.50e+03	1.51e+01	1.71e-01	2.59e-01	1.56e+01	1.56e+01
1.60e+03	9.19e+01	1.72e+00	2.94e+00	9.65e+01	9.65e+01
1.70e+03	4.50e+02	1.31e+01	2.48e+01	4.87e+02	4.87e+02
1.80e+03	1.83e+03	7.92e+01	1.63e+02	2.07e+03	2.07e+03
1.90e+03	6.38e+03	3.93e+02	8.69e+02	7.65e+03	7.65e+03
2.00e+03	1.93e+04	1.64e+03	3.87e+03	2.49e+04	2.49e+04
2.10e+03	5.20e+04	5.94e+03	1.48e+04	7.28e+04	7.28e+04
2.20e+03	1.26e+05	1.89e+04	4.95e+04	1.95e+05	1.95e+05
2.30e+03	2.77e+05	5.40e+04	1.47e+05	4.79e+05	4.79e+05
2.40e+03	5.63e+05	1.40e+05	3.98e+05	1.10e+06	1.10e+06
2.50e+03	1.07e+06	3.34e+05	9.86e+05	2.39e+06	2.39e+06
