Batch	m_SP	2	Pr2	Pr1	
8.973529000000e+02	9.999900000000e-06	1.000000000000e-01	8.973529000000e+02	4.310449000000e-14	1.000000000000e-01
2.000304000000e+04	9.999899000010e-06	1.000000000000e-01	2.000304000000e+04	1.119859000000e-12	1.000000000000e-01
6.261495000000e+05	9.999864000360e-06	1.000000000000e-01	6.261495000000e+05	3.529288000000e-11	1.000000000000e-01
1.266696000000e+06	9.999828000720e-06	1.000000000000e-01	1.266696000000e+06	7.155559000000e-11	1.000000000000e-01
2.761303000000e+06	9.999743001570e-06	1.000000000000e-01	2.761303000000e+06	1.562164000000e-10	1.000000000000e-01
7.458641000000e+06	9.999477004230e-06	1.000000000000e-01	7.458641000000e+06	4.223051000000e-10	1.000000000000e-01
2.112362000000e+07	9.998703011970e-06	1.000000000000e-01	2.112362000000e+07	1.196337000000e-09	1.000000000000e-01
5.186983000000e+07	9.996962029380e-06	1.000000000000e-01	5.186983000000e+07	2.937678000000e-09	1.000000000000e-01
1.201947000000e+08	9.993094068060e-06	1.000000000000e-01	1.201947000000e+08	6.806040000000e-09	1.000000000000e-01
2.568446000000e+08	9.985363145370e-06	1.000000000000e-01	2.568446000000e+08	1.453645000000e-08	1.000000000000e-01
5.301442000000e+08	9.969936299640e-06	1.000000000000e-01	5.301442000000e+08	2.996392000000e-08	1.000000000000e-01
1.076743000000e+09	9.939277612282e-06	1.000000000000e-01	1.076743000000e+09	6.062161000000e-08	1.000000000000e-01
2.169942000000e+09	9.879243218636e-06	1.000000000000e-01	2.169942000000e+09	1.206569000000e-07	1.000000000000e-01
3.753530000000e+09	9.797058068988e-06	1.000000000000e-01	3.753530000000e+09	2.028420000000e-07	1.000000000000e-01
5.664044000000e+09	9.708453001904e-06	1.000000000000e-01	5.664044000000e+09	2.914469000000e-07	1.000000000000e-01
7.574559000000e+09	9.633558809946e-06	1.000000000000e-01	7.574559000000e+09	3.663410000000e-07	1.000000000000e-01
9.767431000000e+09	9.564942523563e-06	1.000000000000e-01	9.767431000000e+09	4.349570000000e-07	1.000000000000e-01
1.214854000000e+10	9.509454149683e-06	1.000000000000e-01	1.214854000000e+10	4.904456000000e-07	1.000000000000e-01
1.452965000000e+10	9.470123562659e-06	1.000000000000e-01	1.452965000000e+10	5.297766000000e-07	1.000000000000e-01
1.691076000000e+10	9.442989903246e-06	1.000000000000e-01	1.691076000000e+10	5.569091000000e-07	1.000000000000e-01
1.929188000000e+10	9.424621097957e-06	1.000000000000e-01	1.929188000000e+10	5.752782000000e-07	1.000000000000e-01
2.095865000000e+10	9.415516194470e-06	1.000000000000e-01	2.095865000000e+10	5.843839000000e-07	1.000000000000e-01
2.214921000000e+10	9.410435248329e-06	1.000000000000e-01	2.214921000000e+10	5.894643000000e-07	1.000000000000e-01
2.350252000000e+10	9.405802297439e-06	1.000000000000e-01	2.350252000000e+10	5.940979000000e-07	1.000000000000e-01
2.550684000000e+10	9.400671351827e-06	1.000000000000e-01	2.550684000000e+10	5.992284000000e-07	1.000000000000e-01
2.751117000000e+10	9.397067390030e-06	1.000000000000e-01	2.751117000000e+10	6.028324000000e-07	1.000000000000e-01
2.995714000000e+10	9.394095421533e-06	1.000000000000e-01	2.995714000000e+10	6.058043000000e-07	1.000000000000e-01
3.240312000000e+10	9.392173441906e-06	1.000000000000e-01	3.240312000000e+10	6.077267000000e-07	1.000000000000e-01
3.484909000000e+10	9.390931455071e-06	1.000000000000e-01	3.484909000000e+10	6.089684000000e-07	1.000000000000e-01
3.782940000000e+10	9.389997464972e-06	1.000000000000e-01	3.782940000000e+10	6.099029000000e-07	1.000000000000e-01
4.094328000000e+10	9.389431470971e-06	1.000000000000e-01	4.094328000000e+10	6.104688000000e-07	1.000000000000e-01
4.405716000000e+10	9.389107474406e-06	1.000000000000e-01	4.405716000000e+10	6.107925000000e-07	1.000000000000e-01
4.757537000000e+10	9.388905476547e-06	1.000000000000e-01	4.757537000000e+10	6.109948000000e-07	1.000000000000e-01
