Batch	m_SP	11	W4_L	W2	W3	W6	R	P1	P2	P3	P4	P5	P6																			
5.877303	0.9888795180000001	0.1	5.877303	9.64952e-10	0.1	5.877303	4.383167e-05	0.1	5.877303	0.000395176	0.1	5.877303	4.680595e-09	0.1	5.877303	0.005340755	0.1	5.877303	1.55099e-08	0.1	5.877303	3.949087e-10	0.1	5.877303	9.883456e-13	0.1	5.877303	8.374188e-11	0.1	5.877303	6.529533e-20	0.1
6.734898	0.9872149229999999	0.1	6.734898	1.079414e-09	0.1	6.734898	5.00187e-05	0.1	6.734898	0.0003946074	0.1	6.734898	4.674704e-09	0.1	6.734898	0.006170167	0.1	6.734898	1.549038e-08	0.1	6.734898	3.944116e-10	0.1	6.734898	1.183257e-12	0.1	6.734898	8.363648e-11	0.1	6.734898	6.521315e-20	0.1
7.835239	0.985085444	0.1	7.835239	1.224865e-09	0.1	7.835239	5.788087e-05	0.1	7.835239	0.0003938975	0.1	7.835239	4.667166e-09	0.1	7.835239	0.007231329	0.1	7.835239	1.54654e-08	0.1	7.835239	3.937756e-10	0.1	7.835239	1.404446e-12	0.1	7.835239	8.350161e-11	0.1	7.835239	6.510799e-20	0.1
9.22336	0.9824088400000001	0.1	9.22336	1.406117e-09	0.1	9.22336	6.767839e-05	0.1	9.22336	0.0003930337	0.1	9.22336	4.657689e-09	0.1	9.22336	0.008565209	0.1	9.22336	1.543399e-08	0.1	9.22336	3.92976e-10	0.1	9.22336	1.634429e-12	0.1	9.22336	8.333205e-11	0.1	9.22336	6.497578e-20	0.1
11.9996	0.9770877050000001	0.1	11.9996	1.761237e-09	0.1	11.9996	8.687502e-05	0.1	11.9996	0.0003914109	0.1	11.9996	4.638841e-09	0.1	11.9996	0.01121696	0.1	11.9996	1.537154e-08	0.1	11.9996	3.913858e-10	0.1	11.9996	1.972545e-12	0.1	11.9996	8.299485e-11	0.1	11.9996	6.471286e-20	0.1
16.99684	0.967616995	0.1	16.99684	2.376302e-09	0.1	16.99684	0.0001201255	0.1	16.99684	0.0003888364	0.1	16.99684	4.605274e-09	0.1	16.99684	0.015937	0.1	16.99684	1.526031e-08	0.1	16.99684	3.885537e-10	0.1	16.99684	2.392362e-12	0.1	16.99684	8.239428e-11	0.1	16.99684	6.424458e-20	0.1
24.14206	0.9543099840000001	0.1	24.14206	3.204099e-09	0.1	24.14206	0.000164881	0.1	24.14206	0.0003859086	0.1	24.14206	4.558059e-09	0.1	24.14206	0.0225696	0.1	24.14206	1.510385e-08	0.1	24.14206	3.845701e-10	0.1	24.14206	2.835144e-12	0.1	24.14206	8.154954e-11	0.1	24.14206	6.358592e-20	0.1
33.1204	0.937969362	0.1	33.1204	4.163245e-09	0.1	33.1204	0.0002167455	0.1	33.1204	0.0003834378	0.1	33.1204	4.499997e-09	0.1	33.1204	0.03071521	0.1	33.1204	1.491146e-08	0.1	33.1204	3.796714e-10	0.1	33.1204	3.42825e-12	0.1	33.1204	8.051075e-11	0.1	33.1204	6.277596e-20	0.1
40.21508	0.925347412	0.1	40.21508	4.861525e-09	0.1	40.21508	0.0002545101	0.1	40.21508	0.000382397	0.1	40.21508	4.455085e-09	0.1	40.21508	0.03700783	0.1	40.21508	1.476264e-08	0.1	40.21508	3.758821e-10	0.1	40.21508	3.182946e-12	0.1	40.21508	7.970721e-11	0.1	40.21508	6.214943e-20	0.1
43.25566	0.920014514	0.1	43.25566	5.14555e-09	0.1	43.25566	0.0002698725	0.1	43.25566	0.0003821887	0.1	43.25566	4.436092e-09	0.1	43.25566	0.03966672	0.1	43.25566	1.46997e-08	0.1	43.25566	3.742796e-10	0.1	43.25566	3.717295e-12	0.1	43.25566	7.93674e-11	0.1	43.25566	6.188447e-20	0.1
