Batch	m_SP	5	N7a_L	C5H5	T1a_L	T4a_L	N1a_L							
2.036669e-11	9.761049975096e-06	0.1	2.036669e-11	4.07711e-10	0.1	2.036669e-11	8.5143458e-11	0.1	2.036669e-11	2.3326254100000002e-07	0.1	2.036669e-11	5.9957542000000005e-15	0.1
4.347575e-11	9.497555645088e-06	0.1	4.347575e-11	8.591434e-10	0.1	4.347575e-11	1.7988165700000002e-10	0.1	4.347575e-11	4.9070581e-07	0.1	4.347575e-11	2.7050654599999998e-14	0.1
9.734624e-11	8.912575644921999e-06	0.1	9.734624e-11	1.867273e-09	0.1	9.734624e-11	3.9333892e-10	0.1	9.734624e-11	1.06226955e-06	0.1	9.734624e-11	1.32538903e-13	0.1
1.943131e-10	7.95520439273e-06	0.1	1.943131e-10	3.53721e-09	0.1	1.943131e-10	7.5342101e-10	0.1	1.943131e-10	1.99774737e-06	0.1	1.943131e-10	5.0704062e-13	0.1
2.873831e-10	7.140107394996e-06	0.1	2.873831e-10	4.982541e-09	0.1	2.873831e-10	1.0728203399999999e-09	0.1	2.873831e-10	2.7942857e-06	0.1	2.873831e-10	1.0674621700000002e-12	0.1
3.584467e-10	6.57871642304e-06	0.1	3.584467e-10	5.993351e-09	0.1	3.584467e-10	1.30129839e-09	0.1	3.584467e-10	3.3429520999999995e-06	0.1	3.584467e-10	1.61369523e-12	0.1
4.559252e-10	5.885201393618e-06	0.1	4.559252e-10	7.26308e-09	0.1	4.559252e-10	1.5953659099999998e-09	0.1	4.559252e-10	4.0208296999999994e-06	0.1	4.559252e-10	2.51176413e-12	0.1
5.938988e-10	5.036058676812e-06	0.1	5.938988e-10	8.857413e-09	0.1	5.938988e-10	1.9781091900000002e-09	0.1	5.938988e-10	4.8509927e-06	0.1	5.938988e-10	4.0406881999999996e-12	0.1
7.827095e-10	4.083589226582e-06	0.1	7.827095e-10	1.071655e-08	0.1	7.827095e-10	2.4488249200000002e-09	0.1	7.827095e-10	5.782493e-06	0.1	7.827095e-10	6.5405099999999996e-12	0.1
9.715202e-10	3.325146895732e-06	0.1	9.715202e-10	1.227472e-08	0.1	9.715202e-10	2.87026356e-09	0.1	9.715202e-10	6.5246224e-06	0.1	9.715202e-10	9.416159500000001e-12	0.1
1.160331e-09	2.7189739194340003e-06	0.1	1.160331e-09	1.359452e-08	0.1	1.160331e-09	3.2528146800000002e-09	0.1	1.160331e-09	7.1181501000000006e-06	0.1	1.160331e-09	1.25836395e-11	0.1
1.349142e-09	2.232634246422e-06	0.1	1.349142e-09	1.472472e-08	0.1	1.349142e-09	3.6045032599999997e-09	0.1	1.349142e-09	7.594748899999999e-06	0.1	1.349142e-09	1.59763928e-11	0.1
1.537952e-09	1.840883481594e-06	0.1	1.537952e-09	1.570345e-08	0.1	1.537952e-09	3.93153453e-09	0.1	1.537952e-09	7.9790597e-06	0.1	1.537952e-09	1.95414929e-11	0.1
1.726763e-09	1.52403601867e-06	0.1	1.726763e-09	1.656059e-08	0.1	1.726763e-09	4.23871189e-09	0.1	1.726763e-09	8.2902959e-06	0.1	1.726763e-09	2.3236727700000003e-11	0.1
1.923294e-09	1.2572645542059999e-06	0.1	1.923294e-09	1.734883e-08	0.1	1.923294e-09	4.541362240000001e-09	0.1	1.923294e-09	8.5527757e-06	0.1	1.923294e-09	2.71849903e-11	0.1
2.150704e-09	1.0114638703179999e-06	0.1	2.150704e-09	1.815521e-08	0.1	2.150704e-09	4.8739702e-09	0.1	2.150704e-09	8.795155e-06	0.1	2.150704e-09	3.1844271300000004e-11	0.1
2.378115e-09	8.1797414019e-07	0.1	2.378115e-09	1.887159e-08	0.1	2.378115e-09	5.1912912e-09	0.1	2.378115e-09	8.986516100000002e-06	0.1	2.378115e-09	3.6565687e-11	0.1
2.605525e-09	6.64744504844e-07	0.1	2.605525e-09	1.951672e-08	0.1	2.605525e-09	5.4961442e-09	0.1	2.605525e-09	9.1386114e-06	0.1	2.605525e-09	4.132049e-11	0.1
2.860959e-09	5.294415209578e-07	0.1	2.860959e-09	2.017396e-08	0.1	2.860959e-09	5.8262718e-09	0.1	2.860959e-09	9.2735463e-06	0.1	2.860959e-09	4.6673478000000003e-11	0.1
3.135077e-09	4.171349171348e-07	0.1	3.135077e-09	2.081652e-08	0.1	3.135077e-09	6.1684383e-09	0.1	3.135077e-09	9.3862647e-06	0.1	3.135077e-09	5.240591899999999e-11	0.1
3.409194e-09	3.304332512028e-07	0.1	3.409194e-09	2.140765e-08	0.1	3.409194e-09	6.4999459000000004e-09	0.1	3.409194e-09	9.4739948e-06	0.1	3.409194e-09	5.8103792e-11	0.1
3.717324e-09	2.557485249272e-07	0.1	3.717324e-09	2.202345e-08	0.1	3.717324e-09	6.8615527e-09	0.1	3.717324e-09	9.550376e-06	0.1	3.717324e-09	6.4446527e-11	0.1
4.048131e-09	1.9538529221600002e-07	0.1	4.048131e-09	2.263879e-08	0.1	4.048131e-09	7.2382688e-09	0.1	4.048131e-09	9.6130126e-06	0.1	4.048131e-09	7.1163672e-11	0.1
4.378937e-09	1.500442090558e-07	0.1	4.378937e-09	2.321603e-08	0.1	4.378937e-09	7.6042263e-09	0.1	4.378937e-09	9.66095e-06	0.1	4.378937e-09	7.777015800000001e-11	0.1
4.778919e-09	1.0967053454543999e-07	0.1	4.778919e-09	2.387278e-08	0.1	4.778919e-09	8.0335135e-09	0.1	4.778919e-09	9.7047457e-06	0.1	4.778919e-09	8.5595295e-11	0.1
