Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
3.890198e-08	9.99984500055e-06	0.1	3.890198e-08	5.000357e-13	0.1	3.890198e-08	1.834077e-12	0.1	3.890198e-08	1.515791e-12	0.1	3.890198e-08	4.3960219e-11	0.1	3.890198e-08	2.785167e-12	0.1	3.890198e-08	4.632218e-12	0.1
9.703913e-08	9.99976300137e-06	0.1	9.703913e-08	5.277563e-13	0.1	9.703913e-08	2.541725e-12	0.1	9.703913e-08	3.880357e-12	0.1	9.703913e-08	1.10027143e-10	0.1	9.703913e-08	7.078564e-12	0.1	9.703913e-08	1.334372e-11	0.1
2.031402e-07	9.99961300287e-06	0.1	2.031402e-07	5.292563e-13	0.1	2.031402e-07	2.694626e-12	0.1	2.031402e-07	8.202934e-12	0.1	2.031402e-07	2.30627319e-10	0.1	2.031402e-07	1.492366e-11	0.1	2.031402e-07	3.024328e-11	0.1
4.298054e-07	9.999293006070001e-06	0.1	4.298054e-07	5.291707e-13	0.1	4.298054e-07	2.7083e-12	0.1	4.298054e-07	1.743772e-11	0.1	4.298054e-07	4.88263517e-10	0.1	4.298054e-07	3.168369e-11	0.1	4.298054e-07	6.662034e-11	0.1
1.223134e-06	9.99817301727e-06	0.1	1.223134e-06	5.291245e-13	0.1	1.223134e-06	2.708101e-12	0.1	1.223134e-06	4.975768e-11	0.1	1.223134e-06	1.38991775e-09	0.1	1.223134e-06	9.034007e-11	0.1	1.223134e-06	1.939728e-10	0.1
3.036456e-06	9.995613042870001e-06	0.1	3.036456e-06	5.290645e-13	0.1	3.036456e-06	2.7074e-12	0.1	3.036456e-06	1.23628e-10	0.1	3.036456e-06	3.4503963199999997e-09	0.1	3.036456e-06	2.243972e-10	0.1	3.036456e-06	4.850123e-10	0.1
7.11643e-06	9.98985810042e-06	0.1	7.11643e-06	5.291669e-13	0.1	7.11643e-06	2.705875e-12	0.1	7.11643e-06	2.898833e-10	0.1	7.11643e-06	8.083628799999999e-09	0.1	7.11643e-06	5.260194e-10	0.1	7.11643e-06	1.139583e-09	0.1
1.527638e-05	9.978362215380001e-06	0.1	1.527638e-05	5.303522e-13	0.1	1.527638e-05	2.702911e-12	0.1	1.527638e-05	6.231828e-10	0.1	1.527638e-05	1.73336353e-08	0.1	1.527638e-05	1.129842e-09	0.1	1.527638e-05	2.447636e-09	0.1
3.159628e-05	9.955464444360001e-06	0.1	3.159628e-05	5.366004e-13	0.1	3.159628e-05	2.697334e-12	0.1	3.159628e-05	1.297735e-09	0.1	3.159628e-05	3.5730258e-08	0.1	3.159628e-05	2.344668e-09	0.1	3.159628e-05	5.059579e-09	0.1
5.813889e-05	9.918621820907801e-06	0.1	5.813889e-05	5.57441e-13	0.1	5.813889e-05	2.689274e-12	0.1	5.813889e-05	2.441348e-09	0.1	5.813889e-05	6.5170883e-08	0.1	5.813889e-05	4.364485e-09	0.1	5.813889e-05	9.296783e-09	0.1
9.81839e-05	9.8644593679541e-06	0.1	9.81839e-05	6.117459e-13	0.1	9.81839e-05	2.67949e-12	0.1	9.81839e-05	4.361679e-09	0.1	9.81839e-05	1.07813225e-07	0.1	9.81839e-05	7.593139e-09	0.1	9.81839e-05	1.566781e-08	0.1
0.0001432347	9.8063569741386e-06	0.1	0.0001432347	6.998509e-13	0.1	0.0001432347	2.671784e-12	0.1	0.0001432347	6.948872e-09	0.1	0.0001432347	1.5218532199999999e-07	0.1	0.0001432347	1.159172e-08	0.1	0.0001432347	2.281086e-08	0.1
0.0001969084	9.7420066562979e-06	0.1	0.0001969084	8.300914e-13	0.1	0.0001969084	2.666761e-12	0.1	0.0001969084	1.081674e-08	0.1	0.0001969084	1.9884811799999999e-07	0.1	0.0001969084	1.692333e-08	0.1	0.0001969084	3.129735e-08	0.1
0.0002577655	9.6761443346868e-06	0.1	0.0002577655	9.927541e-13	0.1	0.0002577655	2.665744e-12	0.1	0.0002577655	1.641696e-08	0.1	0.0002577655	2.42826787e-07	0.1	0.0002577655	2.360271e-08	0.1	0.0002577655	4.089913e-08	0.1
0.0003293979	9.6082030736488e-06	0.1	0.0003293979	1.181308e-12	0.1	0.0003293979	2.669687e-12	0.1	0.0003293979	2.475377e-08	0.1	0.0003293979	2.8284026e-07	0.1	0.0003293979	3.190628e-08	0.1	0.0003293979	5.218258e-08	0.1
0.0004236307	9.532653906083e-06	0.1	0.0004236307	1.397139e-12	0.1	0.0004236307	2.681461e-12	0.1	0.0004236307	3.841759e-08	0.1	0.0004236307	3.1922866e-07	0.1	0.0004236307	4.258088e-08	0.1	0.0004236307	6.700053e-08	0.1
0.0005178636	9.469316571132e-06	0.1	0.0005178636	1.56484e-12	0.1	0.0005178636	2.699281e-12	0.1	0.0005178636	5.461585e-08	0.1	0.0005178636	3.4213687e-07	0.1	0.0005178636	5.202444e-08	0.1	0.0005178636	8.178344e-08	0.1
0.0006120964	9.414629203872601e-06	0.1	0.0006120964	1.688351e-12	0.1	0.0006120964	2.722441e-12	0.1	0.0006120964	7.26614e-08	0.1	0.0006120964	3.5628249e-07	0.1	0.0006120964	5.977905e-08	0.1	0.0006120964	9.651925e-08	0.1
0.0007170784	9.360607776505802e-06	0.1	0.0007170784	1.78623e-12	0.1	0.0007170784	2.754244e-12	0.1	0.0007170784	9.415525e-08	0.1	0.0007170784	3.6578774e-07	0.1	0.0007170784	6.645093e-08	0.1	0.0007170784	1.128656e-07	0.1
0.0008381841	9.304239443572699e-06	0.1	0.0008381841	1.864239e-12	0.1	0.0008381841	2.798682e-12	0.1	0.0008381841	1.198537e-07	0.1	0.0008381841	3.7213518000000003e-07	0.1	0.0008381841	7.202092e-08	0.1	0.0008381841	1.31613e-07	0.1
0.0009592898	9.2521080013851e-06	0.1	0.0009592898	1.919662e-12	0.1	0.0009592898	2.851373e-12	0.1	0.0009592898	1.457187e-07	0.1	0.0009592898	3.7586324999999996e-07	0.1	0.0009592898	7.593997e-08	0.1	0.0009592898	1.502282e-07	0.1
0.001080396	9.2029786067576e-06	0.1	0.001080396	1.962524e-12	0.1	0.001080396	2.912233e-12	0.1	0.001080396	1.711521e-07	0.1	0.001080396	3.7825373e-07	0.1	0.001080396	7.877074e-08	0.1	0.001080396	1.686998e-07	0.1
0.001226773	9.1467082997928e-06	0.1	0.001226773	2.005827e-12	0.1	0.001226773	2.996507e-12	0.1	0.001226773	2.007402e-07	0.1	0.001226773	3.8026705000000005e-07	0.1	0.001226773	8.131267e-08	0.1	0.001226773	1.90823e-07	0.1
0.001385234	9.0890659281015e-06	0.1	0.001385234	2.048024e-12	0.1	0.001385234	3.100607e-12	0.1	0.001385234	2.308538e-07	0.1	0.001385234	3.8195415e-07	0.1	0.001385234	8.346561e-08	0.1	0.001385234	2.145104e-07	0.1
0.00156182	9.028498685422e-06	0.1	0.00156182	2.092843e-12	0.1	0.00156182	3.231805e-12	0.1	0.00156182	2.616792e-07	0.1	0.00156182	3.8359359e-07	0.1	0.00156182	8.550176e-08	0.1	0.00156182	2.405737e-07	0.1
0.001780663	8.958576454575e-06	0.1	0.001780663	2.146778e-12	0.1	0.001780663	3.415536e-12	0.1	0.001780663	2.956312e-07	0.1	0.001780663	3.8549637e-07	0.1	0.001780663	8.777308e-08	0.1	0.001780663	2.723683e-07	0.1
0.002031247	8.8852503726261e-06	0.1	0.002031247	2.205767e-12	0.1	0.002031247	3.652799e-12	0.1	0.002031247	3.287872e-07	0.1	0.002031247	3.8757299e-07	0.1	0.002031247	9.016938e-08	0.1	0.002031247	3.080625e-07	0.1
0.002316739	8.8100073268128e-06	0.1	0.002316739	2.267143e-12	0.1	0.002316739	3.955137e-12	0.1	0.002316739	3.596686e-07	0.1	0.002316739	3.8975501999999995e-07	0.1	0.002316739	9.264115e-08	0.1	0.002316739	3.477677e-07	0.1
0.002657218	8.7307753411238e-06	0.1	0.002657218	2.329421e-12	0.1	0.002657218	4.355376e-12	0.1	0.002657218	3.881924e-07	0.1	0.002657218	3.9197813e-07	0.1	0.002657218	9.516475e-08	0.1	0.002657218	3.937272e-07	0.1
0.003055326	8.650614246954399e-06	0.1	0.003055326	2.385638e-12	0.1	0.003055326	4.870076e-12	0.1	0.003055326	4.123271e-07	0.1	0.003055326	3.9394683e-07	0.1	0.003055326	9.748434e-08	0.1	0.003055326	4.454633e-07	0.1
0.003467841	8.579171196333399e-06	0.1	0.003467841	2.42631e-12	0.1	0.003467841	5.446399e-12	0.1	0.003467841	4.294591e-07	0.1	0.003467841	3.9527851999999995e-07	0.1	0.003467841	9.922088e-08	0.1	0.003467841	4.96704e-07	0.1
0.003954512	8.506788170810999e-06	0.1	0.003954512	2.455736e-12	0.1	0.003954512	6.168169e-12	0.1	0.003954512	4.424496e-07	0.1	0.003954512	3.9607611e-07	0.1	0.003954512	1.005649e-07	0.1	0.003954512	5.539527e-07	0.1
0.004522855	8.4346401570392e-06	0.1	0.004522855	2.472102e-12	0.1	0.004522855	7.04748e-12	0.1	0.004522855	4.51177e-07	0.1	0.004522855	3.9624794e-07	0.1	0.004522855	1.014476e-07	0.1	0.004522855	6.163166e-07	0.1
0.005185898	8.3630289877384e-06	0.1	0.005185898	2.476207e-12	0.1	0.005185898	8.092978e-12	0.1	0.005185898	4.561768e-07	0.1	0.005185898	3.9582437e-07	0.1	0.005185898	1.018961e-07	0.1	0.005185898	6.829028e-07	0.1
0.005848941	8.301699868975101e-06	0.1	0.005848941	2.471731e-12	0.1	0.005848941	9.129486e-12	0.1	0.005848941	4.581406e-07	0.1	0.005848941	3.9506512e-07	0.1	0.005848941	1.019982e-07	0.1	0.005848941	7.429234e-07	0.1
0.006511985	8.2485656657766e-06	0.1	0.006511985	2.46335e-12	0.1	0.006511985	1.013177e-11	0.1	0.006511985	4.585566e-07	0.1	0.006511985	3.9418134e-07	0.1	0.006511985	1.019271e-07	0.1	0.006511985	7.965959e-07	0.1
0.007314029	8.193373317054e-06	0.1	0.007314029	2.451516e-12	0.1	0.007314029	1.127228e-11	0.1	0.007314029	4.580966e-07	0.1	0.007314029	3.9310410999999997e-07	0.1	0.007314029	1.017416e-07	0.1	0.007314029	8.535108e-07	0.1
0.008150957	8.1447690760946e-06	0.1	0.008150957	2.43932e-12	0.1	0.008150957	1.235742e-11	0.1	0.008150957	4.571802e-07	0.1	0.008150957	3.9206387999999997e-07	0.1	0.008150957	1.015142e-07	0.1	0.008150957	9.042977e-07	0.1
0.009127416	8.0978896339666e-06	0.1	0.009127416	2.426558e-12	0.1	0.009127416	1.34732e-11	0.1	0.009127416	4.560019e-07	0.1	0.009127416	3.9100756e-07	0.1	0.009127416	1.012582e-07	0.1	0.009127416	9.536668e-07	0.1
0.01028913	8.053594161089001e-06	0.1	0.01028913	2.413948e-12	0.1	0.01028913	1.458799e-11	0.1	0.01028913	4.547201e-07	0.1	0.01028913	3.8997931e-07	0.1	0.01028913	1.009956e-07	0.1	0.01028913	1.000535e-06	0.1
0.01162704	8.014969819207998e-06	0.1	0.01162704	2.402699e-12	0.1	0.01162704	1.560694e-11	0.1	0.01162704	4.535189e-07	0.1	0.01162704	3.8906782e-07	0.1	0.01162704	1.007566e-07	0.1	0.01162704	1.04151e-06	0.1
0.01315976	7.983147201083999e-06	0.1	0.01315976	2.393328e-12	0.1	0.01315976	1.64788e-11	0.1	0.01315976	4.524918e-07	0.1	0.01315976	3.8831024999999997e-07	0.1	0.01315976	1.005553e-07	0.1	0.01315976	1.075318e-06	0.1
0.01507139	7.956678518712e-06	0.1	0.01507139	2.385492e-12	0.1	0.01507139	1.722601e-11	0.1	0.01507139	4.516196e-07	0.1	0.01507139	3.8767695999999997e-07	0.1	0.01507139	1.003859e-07	0.1	0.01507139	1.103461e-06	0.1
0.01756182	7.936331969221201e-06	0.1	0.01756182	2.379451e-12	0.1	0.01756182	1.781396e-11	0.1	0.01756182	4.509406e-07	0.1	0.01756182	3.8718868e-07	0.1	0.01756182	1.002548e-07	0.1	0.01756182	1.125106e-06	0.1
0.02043812	7.924144116696001e-06	0.1	0.02043812	2.375827e-12	0.1	0.02043812	1.817179e-11	0.1	0.02043812	4.505306e-07	0.1	0.02043812	3.8689575e-07	0.1	0.02043812	1.00176e-07	0.1	0.02043812	1.138075e-06	0.1
0.02331441	7.918192188715201e-06	0.1	0.02331441	2.374055e-12	0.1	0.02331441	1.834807e-11	0.1	0.02331441	4.503296e-07	0.1	0.02331441	3.8675244e-07	0.1	0.02331441	1.001374e-07	0.1	0.02331441	1.14441e-06	0.1
0.02619071	7.9152962237568e-06	0.1	0.02619071	2.373193e-12	0.1	0.02619071	1.843418e-11	0.1	0.02619071	4.502316e-07	0.1	0.02619071	3.8668274e-07	0.1	0.02619071	1.001186e-07	0.1	0.02619071	1.147491e-06	0.1
