Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0000000199999999	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
0.0002352743	1.0	0.1	0.0002352743	0.0	0.1	0.0002352743	0.0	0.1	0.0002352743	0.0	0.1
0.5444183	1.00000003	0.1	0.5444183	0.0	0.1	0.5444183	0.0	0.1	0.5444183	0.0	0.1
4.212964	1.00000001	0.1	4.212964	0.0	0.1	4.212964	0.0	0.1	4.212964	0.0	0.1
10.98225	0.9999999500000001	0.1	10.98225	0.0	0.1	10.98225	0.0	0.1	10.98225	0.0	0.1
22.37775	1.0	0.1	22.37775	0.0	0.1	22.37775	0.0	0.1	22.37775	0.0	0.1
37.60501	1.0	0.1	37.60501	0.0	0.1	37.60501	0.0	0.1	37.60501	0.0	0.1
52.83227	0.9999999900000001	0.1	52.83227	0.0	0.1	52.83227	0.0	0.1	52.83227	0.0	0.1
82.39868	1.00000004	0.1	82.39868	0.0	0.1	82.39868	0.0	0.1	82.39868	0.0	0.1
135.6182	1.00000003	0.1	135.6182	0.0	0.1	135.6182	0.0	0.1	135.6182	0.0	0.1
199.8816	1.00000004	0.1	199.8816	0.0	0.1	199.8816	0.0	0.1	199.8816	0.0	0.1
271.8409	1.00000005	0.1	271.8409	0.0	0.1	271.8409	0.0	0.1	271.8409	0.0	0.1
358.1956	1.00000003	0.1	358.1956	0.0	0.1	358.1956	0.0	0.1	358.1956	0.0	0.1
444.5503	1.00000004	0.1	444.5503	0.0	0.1	444.5503	0.0	0.1	444.5503	0.0	0.1
530.905	0.9999999900000001	0.1	530.905	0.0	0.1	530.905	0.0	0.1	530.905	0.0	0.1
617.2597	1.00000001	0.1	617.2597	0.0	0.1	617.2597	0.0	0.1	617.2597	0.0	0.1
703.6143	1.00000004	0.1	703.6143	0.0	0.1	703.6143	0.0	0.1	703.6143	0.0	0.1
789.969	1.00000001	0.1	789.969	0.0	0.1	789.969	0.0	0.1	789.969	0.0	0.1
876.3237	0.99999995	0.1	876.3237	0.0	0.1	876.3237	0.0	0.1	876.3237	0.0	0.1
962.6784	1.00000004	0.1	962.6784	0.0	0.1	962.6784	0.0	0.1	962.6784	0.0	0.1
1049.033	1.00000004	0.1	1049.033	0.0	0.1	1049.033	0.0	0.1	1049.033	0.0	0.1
1135.388	0.999999955	0.1	1135.388	0.0	0.1	1135.388	0.0	0.1	1135.388	0.0	0.1
1221.743	1.000000021	0.1	1221.743	0.0	0.1	1221.743	0.0	0.1	1221.743	0.0	0.1
1308.097	0.9999999860000001	0.1	1308.097	0.0	0.1	1308.097	0.0	0.1	1308.097	0.0	0.1
1394.452	0.999999973	0.1	1394.452	0.0	0.1	1394.452	0.0	0.1	1394.452	0.0	0.1
1480.807	0.999999981	0.1	1480.807	0.0	0.1	1480.807	0.0	0.1	1480.807	0.0	0.1
1567.161	1.000000016	0.1	1567.161	0.0	0.1	1567.161	0.0	0.1	1567.161	0.0	0.1
1657.018	0.999999989	0.1	1657.018	0.0	0.1	1657.018	0.0	0.1	1657.018	0.0	0.1
