Batch	m_SP	5	T1a_L	C5H5	T4a_L	N1a_L	N7a_L							
2.602432e-10	0.98888775	0.1	2.602432e-10	0.0110159	0.1	2.602432e-10	1.799263097e-07	0.1	2.602432e-10	4.52381427e-05	0.1	2.602432e-10	1.56707407e-08	0.1
3.44049e-10	0.9853568499999998	0.1	3.44049e-10	0.01451603	0.1	3.44049e-10	2.4104326959999996e-07	0.1	3.44049e-10	5.96406981e-05	0.1	3.44049e-10	2.0740479e-08	0.1
4.678545e-10	0.98018108	0.1	4.678545e-10	0.01964672	0.1	4.678545e-10	3.341678477e-07	0.1	4.678545e-10	8.07734865e-05	0.1	4.678545e-10	2.8251559e-08	0.1
6.142225e-10	0.9741222799999999	0.1	6.142225e-10	0.0256529	0.1	6.142225e-10	4.486320201e-07	0.1	6.142225e-10	0.000105539606	0.1	6.142225e-10	3.716544e-08	0.1
7.86302e-10	0.9670789000000001	0.1	7.86302e-10	0.03263479	0.1	7.86302e-10	5.892598863e-07	0.1	7.86302e-10	0.00013436008099999998	0.1	7.86302e-10	4.7693299e-08	0.1
9.969489e-10	0.95857006	0.1	9.969489e-10	0.04106943	0.1	9.969489e-10	7.703130628999999e-07	0.1	9.969489e-10	0.000169213565	0.1	9.969489e-10	6.0653002e-08	0.1
1.207596e-09	0.95018081	0.1	1.207596e-09	0.04938554	0.1	1.207596e-09	9.611570610000002e-07	0.1	1.207596e-09	0.000203608136	0.1	1.207596e-09	7.3693579e-08	0.1
1.418243e-09	0.94190666	0.1	1.418243e-09	0.05758748	0.1	1.418243e-09	1.161767506e-06	0.1	1.418243e-09	0.000237554019	0.1	1.418243e-09	8.681605599999999e-08	0.1
1.62889e-09	0.93374379	0.1	1.62889e-09	0.06567896	0.1	1.62889e-09	1.372111146e-06	0.1	1.62889e-09	0.000271060866	0.1	1.62889e-09	1.00021054e-07	0.1
1.839536e-09	0.92568937	0.1	1.839536e-09	0.07366318	0.1	1.839536e-09	1.592146733e-06	0.1	1.839536e-09	0.000304137669	0.1	1.839536e-09	1.13308971e-07	0.1
2.050183e-09	0.9177399400000001	0.1	2.050183e-09	0.08154302	0.1	2.050183e-09	1.8218265359999998e-06	0.1	2.050183e-09	0.00033679285899999997	0.1	2.050183e-09	1.26679949e-07	0.1
2.278666e-09	0.90923375	0.1	2.278666e-09	0.089975	0.1	2.278666e-09	2.0817936410000002e-06	0.1	2.278666e-09	0.00037174572600000007	0.1	2.278666e-09	1.41276913e-07	0.1
2.533901e-09	0.89987062	0.1	2.533901e-09	0.09925629	0.1	2.533901e-09	2.3854482399999997e-06	0.1	2.533901e-09	0.000410228275	0.1	2.533901e-09	1.57698413e-07	0.1
2.789137e-09	0.89065068	0.1	2.789137e-09	0.1083956	0.1	2.789137e-09	2.7029699919999998e-06	0.1	2.789137e-09	0.00044812948400000004	0.1	2.789137e-09	1.7424099e-07	0.1
3.055328e-09	0.88118389	0.1	3.055328e-09	0.1177798	0.1	3.055328e-09	3.048757179e-06	0.1	3.055328e-09	0.00048705189399999996	0.1	3.055328e-09	1.9162189e-07	0.1
3.365338e-09	0.87034505	0.1	3.365338e-09	0.1285239	0.1	3.365338e-09	3.4701031339999998e-06	0.1	3.365338e-09	0.000531620576	0.1	3.365338e-09	2.1202756e-07	0.1
3.675348e-09	0.8597016599999999	0.1	3.675348e-09	0.1390745	0.1	3.675348e-09	3.911259636e-06	0.1	3.675348e-09	0.000575390865	0.1	3.675348e-09	2.3260759e-07	0.1
4.023286e-09	0.84798204	0.1	4.023286e-09	0.1506917	0.1	4.023286e-09	4.4296475989999995e-06	0.1	4.023286e-09	0.000623590316	0.1	4.023286e-09	2.5591029e-07	0.1
4.396511e-09	0.83566883	0.1	4.396511e-09	0.1628974	0.1	4.396511e-09	5.0126205419999994e-06	0.1	4.396511e-09	0.000674234716	0.1	4.396511e-09	2.8114346e-07	0.1
4.801703e-09	0.82259398	0.1	4.801703e-09	0.1758582	0.1	4.801703e-09	5.676473024e-06	0.1	4.801703e-09	0.000728014728	0.1	4.801703e-09	3.0881046e-07	0.1
5.254845e-09	0.80832104	0.1	5.254845e-09	0.1900065	0.1	5.254845e-09	6.456233984000001e-06	0.1	5.254845e-09	0.0007867249409999999	0.1	5.254845e-09	3.4007985e-07	0.1
5.748545e-09	0.7931755279999999	0.1	5.748545e-09	0.20502	0.1	5.748545e-09	7.34956591e-06	0.1	5.748545e-09	0.00084902726	0.1	5.748545e-09	3.7453191e-07	0.1
6.303083e-09	0.7766471349999999	0.1	6.303083e-09	0.2214042	0.1	6.303083e-09	8.40585541e-06	0.1	6.303083e-09	0.0009170192900000001	0.1	6.303083e-09	4.1369125e-07	0.1
6.928664e-09	0.758589259	0.1	6.928664e-09	0.2393047	0.1	6.928664e-09	9.662365271e-06	0.1	6.928664e-09	0.00099130492	0.1	6.928664e-09	4.5843123e-07	0.1
7.601607e-09	0.739827825	0.1	7.601607e-09	0.2579026	0.1	7.601607e-09	1.1087831838999999e-05	0.1	7.601607e-09	0.00106848583	0.1	7.601607e-09	5.071948799999999e-07	0.1
8.400117e-09	0.7184121209999998	0.1	8.400117e-09	0.2791317	0.1	8.400117e-09	1.2873986038000001e-05	0.1	8.400117e-09	0.00115658703	0.1	8.400117e-09	5.6586532e-07	0.1
9.230018e-09	0.697074323	0.1	9.230018e-09	0.3002838	0.1	9.230018e-09	1.4833568954999999e-05	0.1	9.230018e-09	0.00124436871	0.1	9.230018e-09	6.2771055e-07	0.1
1.025131e-08	0.672022375	0.1	1.025131e-08	0.3251176	0.1	1.025131e-08	1.7380383502e-05	0.1	1.025131e-08	0.00134743041	0.1	1.025131e-08	7.0493526e-07	0.1
1.135774e-08	0.646283404	0.1	1.135774e-08	0.3506326	0.1	1.135774e-08	2.0295711885e-05	0.1	1.135774e-08	0.0014533197400000003	0.1	1.135774e-08	7.8985427e-07	0.1
1.259187e-08	0.6191646000000001	0.1	1.259187e-08	0.3775155	0.1	1.259187e-08	2.3722710398000002e-05	0.1	1.259187e-08	0.0015648854300000003	0.1	1.259187e-08	8.8593485e-07	0.1
1.411297e-08	0.587856847	0.1	1.411297e-08	0.4085511	0.1	1.411297e-08	2.81746803e-05	0.1	1.411297e-08	0.00169368497	0.1	1.411297e-08	1.00604093e-06	0.1
1.587332e-08	0.5542691	0.1	1.587332e-08	0.441847	0.1	1.587332e-08	3.360225825e-05	0.1	1.587332e-08	0.0018318652499999999	0.1	1.587332e-08	1.1469247e-06	0.1
1.791254e-08	0.518532169	0.1	1.791254e-08	0.4772734	0.1	1.791254e-08	4.02025194e-05	0.1	1.791254e-08	0.00197888846	0.1	1.791254e-08	1.31202269e-06	0.1
2.042917e-08	0.478559908	0.1	2.042917e-08	0.5168987	0.1	2.042917e-08	4.872290985000001e-05	0.1	2.042917e-08	0.00214333647	0.1	2.042917e-08	1.51758706e-06	0.1
2.33864e-08	0.43663403700000003	0.1	2.33864e-08	0.5584607	0.1	2.33864e-08	5.9136536879999995e-05	0.1	2.33864e-08	0.00231582288	0.1	2.33864e-08	1.7602677e-06	0.1
2.645377e-08	0.398065684	0.1	2.645377e-08	0.5966944	0.1	2.645377e-08	7.025715718e-05	0.1	2.645377e-08	0.00247449645	0.1	2.645377e-08	2.0117152999999997e-06	0.1
3.003436e-08	0.358399793	0.1	3.003436e-08	0.6360165	0.1	3.003436e-08	8.348501898e-05	0.1	3.003436e-08	0.00263768818	0.1	3.003436e-08	2.3030557999999998e-06	0.1
3.374325e-08	0.32243412600000004	0.1	3.374325e-08	0.6716705	0.1	3.374325e-08	9.730657454000001e-05	0.1	3.374325e-08	0.00278565581	0.1	3.374325e-08	2.6006076999999997e-06	0.1
3.815261e-08	0.28531951	0.1	3.815261e-08	0.7084637	0.1	3.815261e-08	0.00011371085771000001	0.1	3.815261e-08	0.00293835288	0.1	3.815261e-08	2.9467638e-06	0.1
4.273708e-08	0.252115365	0.1	4.273708e-08	0.7413805	0.1	4.273708e-08	0.00013055926178	0.1	4.273708e-08	0.00307496225	0.1	4.273708e-08	3.2961105e-06	0.1
4.815525e-08	0.218658661	0.1	4.815525e-08	0.7745478	0.1	4.815525e-08	0.0001500084857	0.1	4.815525e-08	0.00321261188	0.1	4.815525e-08	3.6932502e-06	0.1
5.378184e-08	0.18931469699999998	0.1	5.378184e-08	0.8036382	0.1	5.378184e-08	0.00016950992827	0.1	5.378184e-08	0.00333334211	0.1	5.378184e-08	4.086161e-06	0.1
5.940844e-08	0.164439818	0.1	5.940844e-08	0.8282984	0.1	5.940844e-08	0.00018818329504	0.1	5.940844e-08	0.0034356857800000003	0.1	5.940844e-08	4.4583278e-06	0.1
6.503503e-08	0.14322682	0.1	6.503503e-08	0.8493284	0.1	6.503503e-08	0.0002059543274	0.1	6.503503e-08	0.0035229647700000003	0.1	6.503503e-08	4.8094099e-06	0.1
7.066162e-08	0.125044101	0.1	7.066162e-08	0.8673544	0.1	7.066162e-08	0.00022278245069	0.1	7.066162e-08	0.0035977762099999996	0.1	7.066162e-08	5.1394629e-06	0.1
7.628822e-08	0.109390483	0.1	7.628822e-08	0.8828732	0.1	7.628822e-08	0.0002386514428	0.1	7.628822e-08	0.00366218237	0.1	7.628822e-08	5.4488235e-06	0.1
8.191481e-08	0.09586342099999999	0.1	8.191481e-08	0.8962839	0.1	8.191481e-08	0.00025356297342999995	0.1	8.191481e-08	0.00371784023	0.1	8.191481e-08	5.7380293e-06	0.1
8.754141e-08	0.084135923	0.1	8.754141e-08	0.9079105	0.1	8.754141e-08	0.00026753168174	0.1	8.754141e-08	0.0037660934800000006	0.1	8.754141e-08	6.007758e-06	0.1
9.3168e-08	0.073939911	0.1	9.3168e-08	0.918019	0.1	9.3168e-08	0.00028058156077	0.1	9.3168e-08	0.00380804653	0.1	9.3168e-08	6.2587861e-06	0.1
9.87946e-08	0.06505364940000001	0.1	9.87946e-08	0.926829	0.1	9.87946e-08	0.00029274341880000004	0.1	9.87946e-08	0.0038446105500000004	0.1	9.87946e-08	6.4919573e-06	0.1
1.044212e-07	0.05729234	0.1	1.044212e-07	0.9345237	0.1	1.044212e-07	0.00030405288009000003	0.1	1.044212e-07	0.00387654686	0.1	1.044212e-07	6.7081522e-06	0.1
1.100478e-07	0.0505009116	0.1	1.100478e-07	0.941257	0.1	1.100478e-07	0.00031454842622000005	0.1	1.100478e-07	0.00390449128	0.1	1.100478e-07	6.9082729e-06	0.1
1.156744e-07	0.0445484884	0.1	1.156744e-07	0.9471584	0.1	1.156744e-07	0.00032427097201	0.1	1.156744e-07	0.00392898441	0.1	1.156744e-07	7.0932225e-06	0.1
1.21301e-07	0.03932393519999999	0.1	1.21301e-07	0.9523383	0.1	1.21301e-07	0.00033326180030999997	0.1	1.21301e-07	0.00395048183	0.1	1.21301e-07	7.2639026e-06	0.1
1.269276e-07	0.0347324968	0.1	1.269276e-07	0.9568905	0.1	1.269276e-07	0.00034156287620999996	0.1	1.269276e-07	0.00396937534	0.1	1.269276e-07	7.421194900000001e-06	0.1
1.325542e-07	0.030692994300000002	0.1	1.325542e-07	0.9608955	0.1	1.325542e-07	0.00034921560817	0.1	1.325542e-07	0.00398599803	0.1	1.325542e-07	7.565959699999999e-06	0.1
1.381808e-07	0.0271356338	0.1	1.381808e-07	0.9644225	0.1	1.381808e-07	0.00035626076636	0.1	1.381808e-07	0.0040006364	0.1	1.381808e-07	7.6990283e-06	0.1
1.438073e-07	0.0240001893	0.1	1.438073e-07	0.9675312	0.1	1.438073e-07	0.00036273824204	0.1	1.438073e-07	0.00401353851	0.1	1.438073e-07	7.8212012e-06	0.1
1.494339e-07	0.021234539299999997	0.1	1.494339e-07	0.9702733	0.1	1.494339e-07	0.00036868619367999995	0.1	1.494339e-07	0.00402491996	0.1	1.494339e-07	7.9332458e-06	0.1
1.550605e-07	0.0187934482	0.1	1.550605e-07	0.9726937	0.1	1.550605e-07	0.0003741414977	0.1	1.550605e-07	0.00403496506	0.1	1.550605e-07	8.0358892e-06	0.1
1.609137e-07	0.0165562258	0.1	1.609137e-07	0.9749119	0.1	1.609137e-07	0.0003793314971	0.1	1.609137e-07	0.00404417188	0.1	1.609137e-07	8.1334338e-06	0.1
1.67673e-07	0.0143065421	0.1	1.67673e-07	0.9771424	0.1	1.67673e-07	0.0003847584072	0.1	1.67673e-07	0.00405342933	0.1	1.67673e-07	8.2353168e-06	0.1
1.744324e-07	0.012366278900000001	0.1	1.744324e-07	0.9790662	0.1	1.744324e-07	0.00038962978129999996	0.1	1.744324e-07	0.00406141417	0.1	1.744324e-07	8.326671e-06	0.1
1.811917e-07	0.0106919379	0.1	1.811917e-07	0.9807264	0.1	1.811917e-07	0.0003939966198	0.1	1.811917e-07	0.00406830461	0.1	1.811917e-07	8.4084803e-06	0.1
