Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
8.640056e-11	9.880047395100001e-06	0.1	8.640056e-11	9.075176e-09	0.1	8.640056e-11	1.596101e-09	0.1	8.640056e-11	4.09281e-11	0.1	8.640056e-11	4.402024e-08	0.1	8.640056e-11	1.377526e-08	0.1	8.640056e-11	1.477074e-10	0.1
3.33026e-10	9.6866713252866e-06	0.1	3.33026e-10	3.46368e-08	0.1	3.33026e-10	6.091705e-09	0.1	3.33026e-10	1.562071e-10	0.1	3.33026e-10	1.68008e-07	0.1	3.33026e-10	5.257544e-08	0.1	3.33026e-10	5.637447e-10	0.1
7.344761e-10	9.3799646448176e-06	0.1	7.344761e-10	7.518e-08	0.1	7.344761e-10	1.322199e-08	0.1	7.344761e-10	3.390468e-10	0.1	7.344761e-10	3.646582e-07	0.1	7.344761e-10	1.141164e-07	0.1	7.344761e-10	1.223611e-09	0.1
1.6829e-09	8.6934103039272e-06	0.1	1.6829e-09	1.659389e-07	0.1	1.6829e-09	2.918285e-08	0.1	1.6829e-09	7.483292e-10	0.1	1.6829e-09	8.048453e-07	0.1	1.6829e-09	2.518811e-07	0.1	1.6829e-09	2.700726e-09	0.1
3.390064e-09	7.5818207127052e-06	0.1	3.390064e-09	3.128973e-07	0.1	3.390064e-09	5.502447e-08	0.1	3.390064e-09	1.410992e-09	0.1	3.390064e-09	1.517516e-06	0.1	3.390064e-09	4.749544e-07	0.1	3.390064e-09	5.092364e-09	0.1
5.024148e-09	6.6512613432525e-06	0.1	5.024148e-09	4.359348e-07	0.1	5.024148e-09	7.665724e-08	0.1	5.024148e-09	1.965735e-09	0.1	5.024148e-09	2.114093e-06	0.1	5.024148e-09	6.617199e-07	0.1	5.024148e-09	7.094573e-09	0.1
6.264086e-09	6.022181486640001e-06	0.1	6.264086e-09	5.191179e-07	0.1	6.264086e-09	9.128127e-08	0.1	6.264086e-09	2.340754e-09	0.1	6.264086e-09	2.517375e-06	0.1	6.264086e-09	7.879893e-07	0.1	6.264086e-09	8.448148e-09	0.1
7.958622e-09	5.257589917949599e-06	0.1	7.958622e-09	6.202279e-07	0.1	7.958622e-09	1.090553e-07	0.1	7.958622e-09	2.796557e-09	0.1	7.958622e-09	3.007509e-06	0.1	7.958622e-09	9.414729e-07	0.1	7.958622e-09	1.009335e-08	0.1
1.037905e-08	4.3307757595917e-06	0.1	1.037905e-08	7.428035e-07	0.1	1.037905e-08	1.306e-07	0.1	1.037905e-08	3.349067e-09	0.1	1.037905e-08	3.601602e-06	0.1	1.037905e-08	1.127544e-06	0.1	1.037905e-08	1.208767e-08	0.1
1.371783e-08	3.3143628074054e-06	0.1	1.371783e-08	8.772478e-07	0.1	1.371783e-08	1.542269e-07	0.1	1.371783e-08	3.95499e-09	0.1	1.371783e-08	4.253082e-06	0.1	1.371783e-08	1.331635e-06	0.1	1.371783e-08	1.42749e-08	0.1
1.705661e-08	2.53656300865526e-06	0.1	1.705661e-08	9.801455e-07	0.1	1.705661e-08	1.723067e-07	0.1	1.705661e-08	4.418666e-09	0.1	1.705661e-08	4.751581e-06	0.1	1.705661e-08	1.48784e-06	0.1	1.705661e-08	1.594874e-08	0.1
2.03954e-08	1.9413403355505602e-06	0.1	2.03954e-08	1.058901e-06	0.1	2.03954e-08	1.861422e-07	0.1	2.03954e-08	4.773501e-09	0.1	2.03954e-08	5.133039e-06	0.1	2.03954e-08	1.607397e-06	0.1	2.03954e-08	1.722972e-08	0.1
2.373418e-08	1.4858224246623e-06	0.1	2.373418e-08	1.119179e-06	0.1	2.373418e-08	1.967301e-07	0.1	2.373418e-08	5.045052e-09	0.1	2.373418e-08	5.424945e-06	0.1	2.373418e-08	1.698906e-06	0.1	2.373418e-08	1.821009e-08	0.1
2.707296e-08	1.1372102219492402e-06	0.1	2.707296e-08	1.165315e-06	0.1	2.707296e-08	2.04833e-07	0.1	2.707296e-08	5.252872e-09	0.1	2.707296e-08	5.64833e-06	0.1	2.707296e-08	1.768948e-06	0.1	2.707296e-08	1.89604e-08	0.1
3.041175e-08	8.704070983738e-07	0.1	3.041175e-08	1.200629e-06	0.1	3.041175e-08	2.110343e-07	0.1	3.041175e-08	5.411923e-09	0.1	3.041175e-08	5.819284e-06	0.1	3.041175e-08	1.822559e-06	0.1	3.041175e-08	1.953466e-08	0.1
3.375053e-08	6.6621004521849e-07	0.1	3.375053e-08	1.227658e-06	0.1	3.375053e-08	2.157803e-07	0.1	3.375053e-08	5.533652e-09	0.1	3.375053e-08	5.950117e-06	0.1	3.375053e-08	1.863595e-06	0.1	3.375053e-08	1.997418e-08	0.1
3.778143e-08	4.8243522915868e-07	0.1	3.778143e-08	1.251987e-06	0.1	3.778143e-08	2.200516e-07	0.1	3.778143e-08	5.643206e-09	0.1	3.778143e-08	6.067859e-06	0.1	3.778143e-08	1.900531e-06	0.1	3.778143e-08	2.036975e-08	0.1
4.181234e-08	3.493619272209e-07	0.1	4.181234e-08	1.269606e-06	0.1	4.181234e-08	2.231444e-07	0.1	4.181234e-08	5.722536e-09	0.1	4.181234e-08	6.153113e-06	0.1	4.181234e-08	1.927279e-06	0.1	4.181234e-08	2.06562e-08	0.1
4.584324e-08	2.52999442324e-07	0.1	4.584324e-08	1.282365e-06	0.1	4.584324e-08	2.25384e-07	0.1	4.584324e-08	5.779981e-09	0.1	4.584324e-08	6.214845e-06	0.1	4.584324e-08	1.94665e-06	0.1	4.584324e-08	2.086364e-08	0.1
5.020806e-08	1.7838590425272503e-07	0.1	5.020806e-08	1.292245e-06	0.1	5.020806e-08	2.271181e-07	0.1	5.020806e-08	5.824461e-09	0.1	5.020806e-08	6.262643e-06	0.1	5.020806e-08	1.961651e-06	0.1	5.020806e-08	2.102426e-08	0.1
5.507377e-08	1.2083566484359999e-07	0.1	5.507377e-08	1.299866e-06	0.1	5.507377e-08	2.284556e-07	0.1	5.507377e-08	5.858768e-09	0.1	5.507377e-08	6.299508e-06	0.1	5.507377e-08	1.973222e-06	0.1	5.507377e-08	2.114815e-08	0.1
