Batch	m_SP	2	P2_L	W4_L	
6.566929e-13	9.890924377556001e-06	0.1	6.566929e-13	1.0476773099999999e-07	0.1
2.238364e-12	9.633576424618e-06	0.1	2.238364e-12	3.5246865e-07	0.1
4.822599e-12	9.227554145226e-06	0.1	4.822599e-12	7.434525499999999e-07	0.1
8.34614e-12	8.701607664366002e-06	0.1	8.34614e-12	1.25025738e-06	0.1
1.421871e-11	7.89130567073e-06	0.1	1.421871e-11	2.0318459999999998e-06	0.1
2.470634e-11	6.62856656313402e-06	0.1	2.470634e-11	3.2518295999999997e-06	0.1
3.630821e-11	5.4671204086709704e-06	0.1	3.630821e-11	4.3762766e-06	0.1
4.958144e-11	4.387115717201611e-06	0.1	4.958144e-11	5.4240999e-06	0.1
6.285466e-11	3.5215065162962697e-06	0.1	6.285466e-11	6.265647e-06	0.1
7.612789e-11	2.827441847276532e-06	0.1	7.612789e-11	6.9416667e-06	0.1
8.940112e-11	2.270717377663298e-06	0.1	8.940112e-11	7.4848218e-06	0.1
1.037495e-10	1.791938891304309e-06	0.1	1.037495e-10	7.9526515e-06	0.1
1.197106e-10	1.3773304451015871e-06	0.1	1.197106e-10	8.358389000000001e-06	0.1
1.356717e-10	1.0589088955033823e-06	0.1	1.356717e-10	8.670436899999999e-06	0.1
1.516328e-10	8.14276572711906e-07	0.1	1.516328e-10	8.9104683e-06	0.1
1.675939e-10	6.262766815856731e-07	0.1	1.675939e-10	9.095132000000001e-06	0.1
1.869087e-10	4.5593237157512643e-07	0.1	1.869087e-10	9.262624299999999e-06	0.1
2.062235e-10	3.319887708915756e-07	0.1	2.062235e-10	9.3846139e-06	0.1
2.255383e-10	2.41781010104013e-07	0.1	2.255383e-10	9.473473000000001e-06	0.1
2.464279e-10	1.716190353880515e-07	0.1	2.464279e-10	9.5426365e-06	0.1
2.696799e-10	1.17205904113974e-07	0.1	2.696799e-10	9.5963111e-06	0.1
