Batch	m_SP	4	W1	Pr1	Pr2	Pr3					
3.555882e-07	0.9897632	0.1	3.555882e-07	0.002315997	0.1	3.555882e-07	0.001979404	0.1	3.555882e-07	0.000707099	0.1
3.882535e-07	0.9889191	0.1	3.882535e-07	0.002542134	0.1	3.882535e-07	0.002162145	0.1	3.882535e-07	0.0007201881	0.1
4.253936e-07	0.9879679	0.1	4.253936e-07	0.002799277	0.1	4.253936e-07	0.002369824	0.1	4.253936e-07	0.0007309705	0.1
4.672486e-07	0.9869042	0.1	4.672486e-07	0.00308896	0.1	4.672486e-07	0.002603685	0.1	4.672486e-07	0.0007393097	0.1
5.160302e-07	0.9856728	0.1	5.160302e-07	0.0034263	0.1	5.160302e-07	0.002875935	0.1	5.160302e-07	0.0007455132	0.1
5.648118e-07	0.984448	0.1	5.648118e-07	0.003763225	0.1	5.648118e-07	0.003147794	0.1	5.648118e-07	0.0007492189	0.1
6.135934e-07	0.9832283	0.1	6.135934e-07	0.00409966	0.1	6.135934e-07	0.003419222	0.1	6.135934e-07	0.0007513241	0.1
6.623751e-07	0.9820126	0.1	6.623751e-07	0.004435559	0.1	6.623751e-07	0.003690195	0.1	6.623751e-07	0.0007524081	0.1
7.111567e-07	0.9808004	0.1	7.111567e-07	0.004770893	0.1	7.111567e-07	0.003960698	0.1	7.111567e-07	0.0007528428	0.1
7.659272e-07	0.9794428	0.1	7.659272e-07	0.005146698	0.1	7.659272e-07	0.004263839	0.1	7.659272e-07	0.0007528477	0.1
8.246902e-07	0.9779899	0.1	8.246902e-07	0.005549064	0.1	8.246902e-07	0.004588397	0.1	8.246902e-07	0.0007525089	0.1
8.882339e-07	0.9764229	0.1	8.882339e-07	0.005983181	0.1	8.882339e-07	0.004938562	0.1	8.882339e-07	0.0007519116	0.1
9.589485e-07	0.9746838	0.1	9.589485e-07	0.006465081	0.1	9.589485e-07	0.005327266	0.1	9.589485e-07	0.0007510924	0.1
1.036202e-06	0.9727892	0.1	1.036202e-06	0.006990086	0.1	1.036202e-06	0.005750738	0.1	1.036202e-06	0.0007501017	0.1
1.123264e-06	0.9706609	0.1	1.123264e-06	0.007579928	0.1	1.123264e-06	0.006226506	0.1	1.123264e-06	0.000748929	0.1
1.223032e-06	0.9682305	0.1	1.223032e-06	0.00825349	0.1	1.223032e-06	0.006769803	0.1	1.223032e-06	0.0007475551	0.1
1.336491e-06	0.9654776	0.1	1.336491e-06	0.00901643	0.1	1.336491e-06	0.007385193	0.1	1.336491e-06	0.0007459805	0.1
1.470831e-06	0.9622332	0.1	1.470831e-06	0.009915606	0.1	1.470831e-06	0.008110473	0.1	1.470831e-06	0.0007441156	0.1
1.636538e-06	0.9582535	0.1	1.636538e-06	0.01101854	0.1	1.636538e-06	0.009000108	0.1	1.636538e-06	0.0007418237	0.1
1.837361e-06	0.9534634	0.1	1.837361e-06	0.01234612	0.1	1.837361e-06	0.01007095	0.1	1.837361e-06	0.0007390625	0.1
2.079096e-06	0.9477445	0.1	2.079096e-06	0.01393109	0.1	2.079096e-06	0.0113494	0.1	2.079096e-06	0.0007357642	0.1
2.448323e-06	0.9391073	0.1	2.448323e-06	0.01632483	0.1	2.448323e-06	0.01328023	0.1	2.448323e-06	0.0007307794	0.1
3.039087e-06	0.925529	0.1	3.039087e-06	0.02008798	0.1	3.039087e-06	0.01631568	0.1	3.039087e-06	0.0007229346	0.1
4.072925e-06	0.9024567	0.1	4.072925e-06	0.02648228	0.1	4.072925e-06	0.02147362	0.1	4.072925e-06	0.0007095806	0.1
5.845217e-06	0.8648313	0.1	5.845217e-06	0.03690958	0.1	5.845217e-06	0.02988526	0.1	5.845217e-06	0.0006877346	0.1
8.799038e-06	0.8070389	0.1	8.799038e-06	0.05292492	0.1	8.799038e-06	0.04280665	0.1	8.799038e-06	0.0006539954	0.1
1.422045e-05	0.7145925	0.1	1.422045e-05	0.07853902	0.1	1.422045e-05	0.06348106	0.1	1.422045e-05	0.0005994772	0.1
2.094748e-05	0.6194848	0.1	2.094748e-05	0.1048795	0.1	2.094748e-05	0.08476252	0.1	2.094748e-05	0.0005424975	0.1
2.963295e-05	0.5208187	0.1	2.963295e-05	0.1321826	0.1	2.963295e-05	0.1068644	0.1	2.963295e-05	0.0004820899	0.1
3.831842e-05	0.4422529	0.1	3.831842e-05	0.1538925	0.1	3.831842e-05	0.1244959	0.1	3.831842e-05	0.0004326811	0.1
4.700389e-05	0.3785898	0.1	4.700389e-05	0.1714497	0.1	4.700389e-05	0.1388188	0.1	4.700389e-05	0.0003914658	0.1
5.568936e-05	0.326268	0.1	5.568936e-05	0.1858416	0.1	5.568936e-05	0.1506288	0.1	5.568936e-05	0.0003565246	0.1
6.437482e-05	0.2827651	0.1	6.437482e-05	0.1977684	0.1	6.437482e-05	0.1604885	0.1	6.437482e-05	0.0003265001	0.1
7.306029e-05	0.2462443	0.1	7.306029e-05	0.2077402	0.1	7.306029e-05	0.1688074	0.1	7.306029e-05	0.0003004055	0.1
8.174576e-05	0.2153357	0.1	8.174576e-05	0.2161381	0.1	8.174576e-05	0.1758902	0.1	8.174576e-05	0.0002775063	0.1
9.043123e-05	0.1889972	0.1	9.043123e-05	0.2232523	0.1	9.043123e-05	0.1819685	0.1	9.043123e-05	0.0002572447	0.1
9.433969e-05	0.178414	0.1	9.433969e-05	0.2260967	0.1	9.433969e-05	0.1844253	0.1	9.433969e-05	0.0002488688	0.1
9.651106e-05	0.1728399	0.1	9.651106e-05	0.2275909	0.1	9.651106e-05	0.1857232	0.1	9.651106e-05	0.000244396	0.1
9.899252e-05	0.1667212	0.1	9.899252e-05	0.2292277	0.1	9.899252e-05	0.1871515	0.1	9.899252e-05	0.0002394336	0.1
0.0001022434	0.1590895	0.1	0.0001022434	0.2312638	0.1	0.0001022434	0.1889384	0.1	0.0001022434	0.0002331622	0.1
0.0001067112	0.1492641	0.1	0.0001067112	0.2338749	0.1	0.0001067112	0.1912493	0.1	0.0001067112	0.0002249423	0.1
0.0001140621	0.1346099	0.1	0.0001140621	0.2377445	0.1	0.0001140621	0.1947211	0.1	0.0001140621	0.0002123391	0.1
0.0001223901	0.1200018	0.1	0.0001223901	0.241565	0.1	0.0001223901	0.1982194	0.1	0.0001223901	0.0001992967	0.1
0.0001321838	0.1051327	0.1	0.0001321838	0.2454042	0.1	0.0001321838	0.2018303	0.1	0.0001321838	0.0001854258	0.1
0.0001419775	0.0923714	0.1	0.0001419775	0.248646	0.1	0.0001419775	0.204983	0.1	0.0001419775	0.0001729329	0.1
0.0001517712	0.08138383	0.1	0.0001517712	0.2513844	0.1	0.0001517712	0.2077509	0.1	0.0001517712	0.0001616391	0.1
0.0001615649	0.07189717	0.1	0.0001615649	0.2536962	0.1	0.0001615649	0.2101938	0.1	0.0001615649	0.0001513981	0.1
0.0001713586	0.06368663	0.1	0.0001713586	0.2556448	0.1	0.0001713586	0.2123607	0.1	0.0001713586	0.000142088	0.1
0.0001811523	0.05656566	0.1	0.0001811523	0.2572829	0.1	0.0001811523	0.2142925	0.1	0.0001811523	0.0001336072	0.1
0.000190946	0.05037834	0.1	0.000190946	0.2586545	0.1	0.000190946	0.2160229	0.1	0.000190946	0.0001258693	0.1
0.0002007397	0.04499361	0.1	0.0002007397	0.259797	0.1	0.0002007397	0.2175805	0.1	0.0002007397	0.0001188009	0.1
0.0002105334	0.04030072	0.1	0.0002105334	0.2607417	0.1	0.0002105334	0.2189892	0.1	0.0002105334	0.0001123385	0.1
0.0002203271	0.03620566	0.1	0.0002203271	0.2615154	0.1	0.0002203271	0.2202694	0.1	0.0002203271	0.0001064272	0.1
0.0002301208	0.03262827	0.1	0.0002301208	0.2621409	0.1	0.0002301208	0.2214384	0.1	0.0002301208	0.0001010187	0.1
0.0002399145	0.02949999	0.1	0.0002399145	0.2626378	0.1	0.0002399145	0.222511	0.1	0.0002399145	9.60703e-05	0.1
0.0002497082	0.02676197	0.1	0.0002497082	0.2630229	0.1	0.0002497082	0.2234997	0.1	0.0002497082	9.154408e-05	0.1
0.0002595019	0.02436356	0.1	0.0002595019	0.2633107	0.1	0.0002595019	0.2244155	0.1	0.0002595019	8.740596e-05	0.1
0.0002653781	0.02306909	0.1	0.0002653781	0.263442	0.1	0.0002653781	0.2249339	0.1	0.0002653781	8.509643e-05	0.1
0.0002702749	0.02206558	0.1	0.0002702749	0.2635299	0.1	0.0002702749	0.2253498	0.1	0.0002702749	8.326558e-05	0.1
0.0002759629	0.02097946	0.1	0.0002759629	0.2636091	0.1	0.0002759629	0.2258157	0.1	0.0002759629	8.124115e-05	0.1
0.0002821784	0.01988307	0.1	0.0002821784	0.2636699	0.1	0.0002821784	0.2263053	0.1	0.0002821784	7.914891e-05	0.1
0.0002906153	0.01853247	0.1	0.0002906153	0.2637131	0.1	0.0002906153	0.2269403	0.1	0.0002906153	7.649828e-05	0.1
0.000299736	0.01723239	0.1	0.000299736	0.263714	0.1	0.000299736	0.2275922	0.1	0.000299736	7.38626e-05	0.1
0.0003098824	0.01595829	0.1	0.0003098824	0.2636659	0.1	0.0003098824	0.2282802	0.1	0.0003098824	7.119025e-05	0.1
0.0003200287	0.0148429	0.1	0.0003200287	0.2635726	0.1	0.0003200287	0.2289337	0.1	0.0003200287	6.876973e-05	0.1
0.000330175	0.01386582	0.1	0.000330175	0.26344	0.1	0.000330175	0.2295571	0.1	0.000330175	6.658013e-05	0.1
0.0003403213	0.01300936	0.1	0.0003403213	0.2632733	0.1	0.0003403213	0.2301542	0.1	0.0003403213	6.460194e-05	0.1
0.0003504676	0.01225812	0.1	0.0003504676	0.2630769	0.1	0.0003504676	0.230728	0.1	0.0003504676	6.281696e-05	0.1
0.0003606139	0.01159873	0.1	0.0003606139	0.2628547	0.1	0.0003606139	0.2312816	0.1	0.0003606139	6.120823e-05	0.1
0.00037169	0.0109701	0.1	0.00037169	0.2625867	0.1	0.00037169	0.2318656	0.1	0.00037169	5.963467e-05	0.1
0.0003841607	0.01036044	0.1	0.0003841607	0.2622577	0.1	0.0003841607	0.232501	0.1	0.0003841607	5.806801e-05	0.1
