Batch	m_SP	6	P4	W3	R	P1	P2_L	P3	
1.206002000000e-09	9.874219269378e-06	1.000000000000e-01	1.206002000000e-09	4.249870000000e-08	1.000000000000e-01	1.206002000000e-09	1.359666000000e-10	1.000000000000e-01	1.206002000000e-09	8.193049000000e-08	1.000000000000e-01	1.206002000000e-09	9.435880900000e-10	1.000000000000e-01	1.206002000000e-09	1.577271000000e-10	1.000000000000e-01
3.332670000000e-09	9.656429503414e-06	1.000000000000e-01	3.332670000000e-09	1.161438000000e-07	1.000000000000e-01	3.332670000000e-09	3.715803000000e-10	1.000000000000e-01	3.332670000000e-09	2.239061000000e-07	1.000000000000e-01	3.332670000000e-09	2.578711200000e-09	1.000000000000e-01	3.332670000000e-09	4.310491000000e-10	1.000000000000e-01
6.846674000000e-09	9.307040275051e-06	1.000000000000e-01	6.846674000000e-09	2.342891000000e-07	1.000000000000e-01	6.846674000000e-09	7.495640000000e-10	1.000000000000e-01	6.846674000000e-09	4.516707000000e-07	1.000000000000e-01	6.846674000000e-09	5.201861600000e-09	1.000000000000e-01	6.846674000000e-09	8.695264000000e-10	1.000000000000e-01
1.270335000000e-08	8.752591470991e-06	1.000000000000e-01	1.270335000000e-08	4.217751000000e-07	1.000000000000e-01	1.270335000000e-08	1.349390000000e-09	1.000000000000e-01	1.270335000000e-08	8.131128000000e-07	1.000000000000e-01	1.270335000000e-08	9.364566100000e-09	1.000000000000e-01	1.270335000000e-08	1.565351000000e-09	1.000000000000e-01
2.415927000000e-08	7.761742738932e-06	1.000000000000e-01	2.415927000000e-08	7.568289000000e-07	1.000000000000e-01	2.415927000000e-08	2.421332000000e-09	1.000000000000e-01	2.415927000000e-08	1.459041000000e-06	1.000000000000e-01	2.415927000000e-08	1.680368530000e-08	1.000000000000e-01	2.415927000000e-08	2.808849000000e-09	1.000000000000e-01
3.929249000000e-08	6.622672202413e-06	1.000000000000e-01	3.929249000000e-08	1.142004000000e-06	1.000000000000e-01	3.929249000000e-08	3.653629000000e-09	1.000000000000e-01	3.929249000000e-08	2.201596000000e-06	1.000000000000e-01	3.929249000000e-08	2.535564200000e-08	1.000000000000e-01	3.929249000000e-08	4.238367000000e-09	1.000000000000e-01
5.687724000000e-08	5.507336403696e-06	1.000000000000e-01	5.687724000000e-08	1.519155000000e-06	1.000000000000e-01	5.687724000000e-08	4.860251000000e-09	1.000000000000e-01	5.687724000000e-08	2.928680000000e-06	1.000000000000e-01	5.687724000000e-08	3.372941100000e-08	1.000000000000e-01	5.687724000000e-08	5.638100000000e-09	1.000000000000e-01
7.811990000000e-08	4.407473616784e-06	1.000000000000e-01	7.811990000000e-08	1.891073000000e-06	1.000000000000e-01	7.811990000000e-08	6.050134000000e-09	1.000000000000e-01	7.811990000000e-08	3.645677000000e-06	1.000000000000e-01	7.811990000000e-08	4.198701700000e-08	1.000000000000e-01	7.811990000000e-08	7.018415000000e-09	1.000000000000e-01
1.048494000000e-07	3.330027046920e-06	1.000000000000e-01	1.048494000000e-07	2.255412000000e-06	1.000000000000e-01	1.048494000000e-07	7.215769000000e-09	1.000000000000e-01	1.048494000000e-07	4.348063000000e-06	1.000000000000e-01	1.048494000000e-07	5.007635600000e-08	1.000000000000e-01	1.048494000000e-07	8.370602000000e-09	1.000000000000e-01
1.315789000000e-07	2.515972259850e-06	1.000000000000e-01	1.315789000000e-07	2.530685000000e-06	1.000000000000e-01	1.315789000000e-07	8.096455000000e-09	1.000000000000e-01	1.315789000000e-07	4.878745000000e-06	1.000000000000e-01	1.315789000000e-07	5.618817000000e-08	1.000000000000e-01	1.315789000000e-07	9.392234000000e-09	1.000000000000e-01
1.583084000000e-07	1.900920725370e-06	1.000000000000e-01	1.583084000000e-07	2.738666000000e-06	1.000000000000e-01	1.583084000000e-07	8.761849000000e-09	1.000000000000e-01	1.583084000000e-07	5.279697000000e-06	1.000000000000e-01	1.583084000000e-07	6.080590900000e-08	1.000000000000e-01	1.583084000000e-07	1.016412000000e-08	1.000000000000e-01
1.850379000000e-07	1.436224450922e-06	1.000000000000e-01	1.850379000000e-07	2.895803000000e-06	1.000000000000e-01	1.850379000000e-07	9.264582000000e-09	1.000000000000e-01	1.850379000000e-07	5.582633000000e-06	1.000000000000e-01	1.850379000000e-07	6.429479700000e-08	1.000000000000e-01	1.850379000000e-07	1.074731000000e-08	1.000000000000e-01
2.117674000000e-07	1.085127746194e-06	1.000000000000e-01	2.117674000000e-07	3.014527000000e-06	1.000000000000e-01	2.117674000000e-07	9.644417000000e-09	1.000000000000e-01	2.117674000000e-07	5.811514000000e-06	1.000000000000e-01	2.117674000000e-07	6.693079100000e-08	1.000000000000e-01	2.117674000000e-07	1.118794000000e-08	1.000000000000e-01
2.384969000000e-07	8.198590000576e-07	1.000000000000e-01	2.384969000000e-07	3.104228000000e-06	1.000000000000e-01	2.384969000000e-07	9.931399000000e-09	1.000000000000e-01	2.384969000000e-07	5.984443000000e-06	1.000000000000e-01	2.384969000000e-07	6.892239500000e-08	1.000000000000e-01	2.384969000000e-07	1.152085000000e-08	1.000000000000e-01
2.652264000000e-07	6.194376649473e-07	1.000000000000e-01	2.652264000000e-07	3.172001000000e-06	1.000000000000e-01	2.652264000000e-07	1.014823000000e-08	1.000000000000e-01	2.652264000000e-07	6.115098000000e-06	1.000000000000e-01	2.652264000000e-07	7.042714100000e-08	1.000000000000e-01	2.652264000000e-07	1.177237000000e-08	1.000000000000e-01
