Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
2.776445e-05	0.988681	0.1	2.776445e-05	2.601035e-07	0.1	2.776445e-05	1.0762108e-05	0.1	2.776445e-05	0.005369086	0.1	2.776445e-05	3.9087903500000005e-06	0.1	2.776445e-05	2.854227e-07	0.1	2.776445e-05	5.645422e-05	0.1
3.12317e-05	0.9872555	0.1	3.12317e-05	2.922779e-07	0.1	3.12317e-05	1.2098996e-05	0.1	3.12317e-05	0.006069344	0.1	3.12317e-05	4.39238527e-06	0.1	3.12317e-05	3.207282e-07	0.1	3.12317e-05	6.343596e-05	0.1
3.498128e-05	0.9857147	0.1	3.498128e-05	3.269934e-07	0.1	3.498128e-05	1.3541551e-05	0.1	3.498128e-05	0.006827605	0.1	3.498128e-05	4.9141874999999994e-06	0.1	3.498128e-05	3.588223e-07	0.1	3.498128e-05	7.096912e-05	0.1
3.915438e-05	0.9840017	0.1	3.915438e-05	3.655341e-07	0.1	3.915438e-05	1.5143123e-05	0.1	3.915438e-05	0.007671781	0.1	3.915438e-05	5.49349309e-06	0.1	3.915438e-05	4.011137e-07	0.1	3.915438e-05	7.933233e-05	0.1
4.332747e-05	0.9822915	0.1	4.332747e-05	4.039741e-07	0.1	4.332747e-05	1.6740562e-05	0.1	4.332747e-05	0.008515505	0.1	4.332747e-05	6.0712919999999996e-06	0.1	4.332747e-05	4.432946e-07	0.1	4.332747e-05	8.767369e-05	0.1
4.783688e-05	0.9804472	0.1	4.783688e-05	4.453993e-07	0.1	4.783688e-05	1.8462093e-05	0.1	4.783688e-05	0.009426105	0.1	4.783688e-05	6.6939676e-06	0.1	4.783688e-05	4.887513e-07	0.1	4.783688e-05	9.666282e-05	0.1
5.285075e-05	0.9784014	0.1	5.285075e-05	4.913219e-07	0.1	5.285075e-05	2.0370555999999997e-05	0.1	5.285075e-05	0.01043668	0.1	5.285075e-05	7.3842493e-06	0.1	5.285075e-05	5.39143e-07	0.1	5.285075e-05	0.0001066279	0.1
5.786462e-05	0.9763613	0.1	5.786462e-05	5.371011e-07	0.1	5.786462e-05	2.2273092e-05	0.1	5.786462e-05	0.01144486	0.1	5.786462e-05	8.0723785e-06	0.1	5.786462e-05	5.893774e-07	0.1	5.786462e-05	0.0001165618	0.1
6.368956e-05	0.9739986	0.1	6.368956e-05	5.901067e-07	0.1	6.368956e-05	2.4475959999999998e-05	0.1	6.368956e-05	0.01261279	0.1	6.368956e-05	8.869134e-06	0.1	6.368956e-05	6.475414e-07	0.1	6.368956e-05	0.0001280639	0.1
6.971727e-05	0.9715622	0.1	6.971727e-05	6.447558e-07	0.1	6.971727e-05	2.674713e-05	0.1	6.971727e-05	0.01381736	0.1	6.971727e-05	9.6905945e-06	0.1	6.971727e-05	7.075089e-07	0.1	6.971727e-05	0.0001399225	0.1
7.651462e-05	0.9688252	0.1	7.651462e-05	7.061381e-07	0.1	7.651462e-05	2.929815e-05	0.1	7.651462e-05	0.01517063	0.1	7.651462e-05	1.06132694e-05	0.1	7.651462e-05	7.748649e-07	0.1	7.651462e-05	0.0001532423	0.1
8.382506e-05	0.9658944	0.1	8.382506e-05	7.718662e-07	0.1	8.382506e-05	3.202978e-05	0.1	8.382506e-05	0.01661992	0.1	8.382506e-05	1.16012637e-05	0.1	8.382506e-05	8.469896e-07	0.1	8.382506e-05	0.0001675051	0.1
9.214057e-05	0.9625765	0.1	9.214057e-05	8.46271e-07	0.1	9.214057e-05	3.512202e-05	0.1	9.214057e-05	0.01826065	0.1	9.214057e-05	1.2719685e-05	0.1	9.214057e-05	9.286354e-07	0.1	9.214057e-05	0.0001836507	0.1
0.0001011261	0.9590102	0.1	0.0001011261	9.262437e-07	0.1	0.0001011261	3.844565e-05	0.1	0.0001011261	0.02002424	0.1	0.0001011261	1.3921808899999999e-05	0.1	0.0001011261	1.016391e-06	0.1	0.0001011261	0.0002010045	0.1
0.0001118191	0.9547918	0.1	0.0001118191	1.020839e-06	0.1	0.0001118191	4.237701e-05	0.1	0.0001118191	0.02211035	0.1	0.0001118191	1.53437292e-05	0.1	0.0001118191	1.120192e-06	0.1	0.0001118191	0.0002215314	0.1
0.0001239771	0.9500289	0.1	0.0001239771	1.127644e-06	0.1	0.0001239771	4.681579e-05	0.1	0.0001239771	0.02446574	0.1	0.0001239771	1.6949179099999998e-05	0.1	0.0001239771	1.237392e-06	0.1	0.0001239771	0.0002447077	0.1
0.0001376922	0.9446982	0.1	0.0001376922	1.247181e-06	0.1	0.0001376922	5.1783689999999996e-05	0.1	0.0001376922	0.0271019	0.1	0.0001376922	1.87460021e-05	0.1	0.0001376922	1.368561e-06	0.1	0.0001376922	0.0002706467	0.1
0.0001552626	0.9379338	0.1	0.0001552626	1.398868e-06	0.1	0.0001552626	5.808777e-05	0.1	0.0001552626	0.0304471	0.1	0.0001552626	2.102611e-05	0.1	0.0001552626	1.535011e-06	0.1	0.0001552626	0.0003035624	0.1
0.0001767767	0.9297485	0.1	0.0001767767	1.582417e-06	0.1	0.0001767767	6.5716e-05	0.1	0.0001767767	0.03449496	0.1	0.0001767767	2.37851389e-05	0.1	0.0001767767	1.736423e-06	0.1	0.0001767767	0.0003433919	0.1
0.000203334	0.9197896	0.1	0.000203334	1.805739e-06	0.1	0.000203334	7.499716e-05	0.1	0.000203334	0.03941993	0.1	0.000203334	2.7142020099999998e-05	0.1	0.000203334	1.981477e-06	0.1	0.000203334	0.0003918519	0.1
0.0002395477	0.9064617	0.1	0.0002395477	2.104606e-06	0.1	0.0002395477	8.741798e-05	0.1	0.0002395477	0.04601093	0.1	0.0002395477	3.1634474199999995e-05	0.1	0.0002395477	2.30943e-06	0.1	0.0002395477	0.0004567051	0.1
0.0003047325	0.8831788	0.1	0.0003047325	2.626708e-06	0.1	0.0003047325	0.00010911636	0.1	0.0003047325	0.05752498	0.1	0.0003047325	3.94824973e-05	0.1	0.0003047325	2.882342e-06	0.1	0.0003047325	0.0005699995	0.1
0.0004206166	0.8439005	0.1	0.0004206166	3.507495e-06	0.1	0.0004206166	0.00014572158	0.1	0.0004206166	0.07694922	0.1	0.0004206166	5.27221487e-05	0.1	0.0004206166	3.848847e-06	0.1	0.0004206166	0.0007611274	0.1
0.0005924083	0.7901973	0.1	0.0005924083	4.711751e-06	0.1	0.0005924083	0.00019577009999999998	0.1	0.0005924083	0.103507	0.1	0.0005924083	7.082405e-05	0.1	0.0005924083	5.1703e-06	0.1	0.0005924083	0.001022447	0.1
0.0008337324	0.7227121	0.1	0.0008337324	6.225056e-06	0.1	0.0008337324	0.0002586625	0.1	0.0008337324	0.1368803	0.1	0.0008337324	9.3571447e-05	0.1	0.0008337324	6.830878e-06	0.1	0.0008337324	0.001350829	0.1
0.001191566	0.6368025	0.1	0.001191566	8.151517e-06	0.1	0.001191566	0.0003387256	0.1	0.001191566	0.1793651	0.1	0.001191566	0.00012252921100000002	0.1	0.001191566	8.94482e-06	0.1	0.001191566	0.001768865	0.1
0.001564851	0.561583	0.1	0.001564851	9.838259e-06	0.1	0.001564851	0.000408826	0.1	0.001564851	0.2165633	0.1	0.001564851	0.000147883693	0.1	0.001564851	1.079571e-05	0.1	0.001564851	0.002134882	0.1
0.001999947	0.4883588	0.1	0.001999947	1.148026e-05	0.1	0.001999947	0.00047706699999999996	0.1	0.001999947	0.2527748	0.1	0.001999947	0.000172565543	0.1	0.001999947	1.259751e-05	0.1	0.001999947	0.002491191	0.1
0.002435042	0.4272924	0.1	0.002435042	1.284963e-05	0.1	0.002435042	0.0005339775	0.1	0.002435042	0.2829738	0.1	0.002435042	0.000193149333	0.1	0.002435042	1.410015e-05	0.1	0.002435042	0.002788339	0.1
0.002870138	0.3757882	0.1	0.002870138	1.400458e-05	0.1	0.002870138	0.0005819766	0.1	0.002870138	0.3084441	0.1	0.002870138	0.000210510035	0.1	0.002870138	1.536749e-05	0.1	0.002870138	0.003038959	0.1
0.003305233	0.3319345	0.1	0.003305233	1.498796e-05	0.1	0.003305233	0.0006228459	0.1	0.003305233	0.330131	0.1	0.003305233	0.000225291902	0.1	0.003305233	1.644658e-05	0.1	0.003305233	0.00325235	0.1
0.003808056	0.2889162	0.1	0.003808056	1.595262e-05	0.1	0.003808056	0.0006629366	0.1	0.003808056	0.3514048	0.1	0.003808056	0.00023979218299999998	0.1	0.003808056	1.750512e-05	0.1	0.003808056	0.003461677	0.1
0.004412471	0.2458641	0.1	0.004412471	1.691803e-05	0.1	0.004412471	0.0007030588	0.1	0.004412471	0.3726953	0.1	0.004412471	0.00025430395699999997	0.1	0.004412471	1.856448e-05	0.1	0.004412471	0.003671168	0.1
0.005016885	0.2102728	0.1	0.005016885	1.771614e-05	0.1	0.005016885	0.0007362279	0.1	0.005016885	0.3902962	0.1	0.005016885	0.00026630078300000004	0.1	0.005016885	1.944026e-05	0.1	0.005016885	0.003844355	0.1
0.005621299	0.1805796	0.1	0.005621299	1.838198e-05	0.1	0.005621299	0.0007639004	0.1	0.005621299	0.4049804	0.1	0.005621299	0.000276309515	0.1	0.005621299	2.017091e-05	0.1	0.005621299	0.003988842	0.1
0.006225713	0.1556181	0.1	0.006225713	1.894173e-05	0.1	0.006225713	0.0007871632000000001	0.1	0.006225713	0.4173246	0.1	0.006225713	0.000284723436	0.1	0.006225713	2.078513e-05	0.1	0.006225713	0.004110305	0.1
