Batch	m_SP	5	N1a_L	C5H5	T1a_L	T4a_L	N7a_L							
4.156007e-12	9.78505127206046e-06	0.1	4.156007e-12	2.305554e-09	0.1	4.156007e-12	2.1360200099999999e-07	0.1	4.156007e-12	2.1948813623e-15	0.1	4.156007e-12	7.711224400000001e-29	0.1
9.211486e-12	9.53003235854074e-06	0.1	9.211486e-12	5.04342e-09	0.1	9.211486e-12	4.67258769e-07	0.1	9.211486e-12	4.801377508e-15	0.1	9.211486e-12	3.7552580000000004e-28	0.1
1.90788e-11	9.051273490909602e-06	0.1	1.90788e-11	1.018326e-08	0.1	1.90788e-11	9.434608499999999e-07	0.1	1.90788e-11	9.694771235000001e-15	0.1	1.90788e-11	1.5838477299999999e-27	0.1
3.659587e-11	8.25982955810484e-06	0.1	3.659587e-11	1.867977e-08	0.1	3.659587e-11	1.73067833e-06	0.1	3.659587e-11	1.7784393655e-14	0.1	3.659587e-11	5.6564788e-27	0.1
6.096665e-11	7.27251473479624e-06	0.1	6.096665e-11	2.927858e-08	0.1	6.096665e-11	2.71272103e-06	0.1	6.096665e-11	2.7876615164000005e-14	0.1	6.096665e-11	1.5073207300000002e-26	0.1
9.527658e-11	6.079263987588494e-06	0.1	9.527658e-11	4.208729e-08	0.1	9.527658e-11	3.89960042e-06	0.1	9.527658e-11	4.0074782398e-14	0.1	9.527658e-11	3.4814621e-26	0.1
1.295865e-10	5.081803501297212e-06	0.1	1.295865e-10	5.279354e-08	0.1	1.295865e-10	4.8917361800000005e-06	0.1	1.295865e-10	5.027235763e-14	0.1	1.295865e-10	6.1009579e-26	0.1
1.816817e-10	3.871143297185568e-06	0.1	1.816817e-10	6.578697e-08	0.1	1.816817e-10	6.095932599999999e-06	0.1	1.816817e-10	6.265094133e-14	0.1	1.816817e-10	1.1079874e-25	0.1
2.337769e-10	2.948912122677958e-06	0.1	2.337769e-10	7.568371e-08	0.1	2.337769e-10	7.0132411e-06	0.1	2.337769e-10	7.208171368e-14	0.1	2.337769e-10	1.70094958e-25	0.1
2.858721e-10	2.246390904883328e-06	0.1	2.858721e-10	8.322181e-08	0.1	2.858721e-10	7.7120132e-06	0.1	2.858721e-10	7.926671093000001e-14	0.1	2.858721e-10	2.36633201e-25	0.1
3.379673e-10	1.711236576483962e-06	0.1	3.379673e-10	8.896341e-08	0.1	3.379673e-10	8.2443107e-06	0.1	3.379673e-10	8.474073246e-14	0.1	3.379673e-10	3.0868803e-25	0.1
3.900624e-10	1.3035739141002778e-06	0.1	3.900624e-10	9.333665e-08	0.1	3.900624e-10	8.6497973e-06	0.1	3.900624e-10	8.891124279e-14	0.1	3.900624e-10	3.8494526e-25	0.1
4.421576e-10	9.93030549291794e-07	0.1	4.421576e-10	9.666766e-08	0.1	4.421576e-10	8.9586845e-06	0.1	4.421576e-10	9.208866906e-14	0.1	4.421576e-10	4.6440361e-25	0.1
4.942528e-10	7.564680131471437e-07	0.1	4.942528e-10	9.920482e-08	0.1	4.942528e-10	9.1939847e-06	0.1	4.942528e-10	9.450948718e-14	0.1	4.942528e-10	5.4630053e-25	0.1
5.46348e-10	5.762615082308645e-07	0.1	5.46348e-10	1.011373e-07	0.1	5.46348e-10	9.37323e-06	0.1	5.46348e-10	9.635388541000001e-14	0.1	5.46348e-10	6.3005502e-25	0.1
5.984432e-10	4.3898512044172124e-07	0.1	5.984432e-10	1.026093e-07	0.1	5.984432e-10	9.509775800000001e-06	0.1	5.984432e-10	9.775912555000001e-14	0.1	5.984432e-10	7.1522455e-25	0.1
6.611622e-10	3.163610557049648e-07	0.1	6.611622e-10	1.03924e-07	0.1	6.611622e-10	9.631745100000001e-06	0.1	6.611622e-10	9.901461425e-14	0.1	6.611622e-10	8.1916836999999995e-25	0.1
7.238812e-10	2.2799106775742557e-07	0.1	7.238812e-10	1.048713e-07	0.1	7.238812e-10	9.7196449e-06	0.1	7.238812e-10	9.991958667e-14	0.1	7.238812e-10	9.2424139e-25	0.1
7.866002e-10	1.643063306263717e-07	0.1	7.866002e-10	1.055539e-07	0.1	7.866002e-10	9.782988400000001e-06	0.1	7.866002e-10	1.0057192991000001e-13	0.1	7.866002e-10	1.03012812e-24	0.1
8.545804e-10	1.152016923194408e-07	0.1	8.545804e-10	1.060801e-07	0.1	8.545804e-10	9.8318322e-06	0.1	8.545804e-10	1.0107506415000001e-13	0.1	8.545804e-10	1.14555389e-24	0.1
