# T[K]         N7a_L         Nphln         Flvln         Azln         N1a_L         sum_k_Pr_i
6.00e+02	1.22e+03	6.36e+00	2.60e-01	2.54e-05	1.23e+03	1.23e+03
7.00e+02	1.39e+05	9.98e+02	1.82e+02	1.40e-02	1.41e+05	1.41e+05
8.00e+02	3.78e+06	3.25e+04	2.10e+04	1.39e+00	3.83e+06	3.83e+06
9.00e+02	3.94e+07	3.12e+05	7.31e+05	4.36e+01	4.06e+07	4.04e+07
1.00e+03	2.12e+08	1.36e+06	1.09e+07	6.12e+02	2.26e+08	2.24e+08
1.10e+03	6.95e+08	3.23e+06	8.61e+07	4.66e+03	7.92e+08	7.84e+08
1.20e+03	1.51e+09	5.28e+06	4.07e+08	2.15e+04	1.95e+09	1.93e+09
1.30e+03	2.49e+09	7.34e+06	1.35e+09	6.97e+04	3.90e+09	3.85e+09
1.40e+03	3.45e+09	9.36e+06	3.52e+09	1.77e+05	7.07e+09	6.98e+09
1.50e+03	4.28e+09	1.16e+07	7.88e+09	3.85e+05	1.23e+10	1.22e+10
1.60e+03	4.98e+09	1.40e+07	1.57e+10	7.49e+05	2.09e+10	2.07e+10
1.70e+03	5.51e+09	1.65e+07	2.87e+10	1.35e+06	3.46e+10	3.42e+10
1.80e+03	6.93e+09	2.30e+07	5.73e+10	2.71e+06	6.49e+10	6.42e+10
1.90e+03	7.60e+09	2.97e+07	9.60e+10	4.56e+06	1.05e+11	1.04e+11
2.00e+03	7.72e+09	3.61e+07	1.47e+11	6.97e+06	1.56e+11	1.55e+11
