Batch	m_SP	2	P2_L	W4_L	
1.073723e-10	9.735945377198e-06	0.1	1.073723e-10	2.58213174e-07	0.1
2.301033e-10	9.442929437634e-06	0.1	2.301033e-10	5.4502561e-07	0.1
5.146731e-10	8.797253751406e-06	0.1	5.146731e-10	1.17726617e-06	0.1
1.026899e-09	7.744969997501999e-06	0.1	1.026899e-09	2.2083599e-06	0.1
1.667329e-09	6.6055822251285e-06	0.1	1.667329e-09	3.3258304e-06	0.1
2.355287e-09	5.568625358380471e-06	0.1	2.355287e-09	4.343815e-06	0.1
3.155561e-09	4.566279805931041e-06	0.1	3.155561e-09	5.3287557e-06	0.1
4.030712e-09	3.676250945870716e-06	0.1	4.030712e-09	6.20415e-06	0.1
4.905862e-09	2.9602647374827763e-06	0.1	4.905862e-09	6.908962e-06	0.1
5.781013e-09	2.384112708371337e-06	0.1	5.781013e-09	7.476533900000001e-06	0.1
6.726585e-09	1.887239505723456e-06	0.1	6.726585e-09	7.966327199999999e-06	0.1
7.777791e-09	1.455656290720445e-06	0.1	7.777791e-09	8.392016e-06	0.1
8.828998e-09	1.1229289786738452e-06	0.1	8.828998e-09	8.720374199999999e-06	0.1
9.880204e-09	8.663584378453748e-07	0.1	9.880204e-09	8.973690300000001e-06	0.1
1.093141e-08	6.684757243678639e-07	0.1	1.093141e-08	9.169134700000001e-06	0.1
1.22002e-08	4.888908610961713e-07	0.1	1.22002e-08	9.346565499999999e-06	0.1
1.346898e-08	3.5758526839163437e-07	0.1	1.346898e-08	9.476334799999999e-06	0.1
1.473777e-08	2.61565622425312e-07	0.1	1.473777e-08	9.5712547e-06	0.1
1.610837e-08	1.8660078058809e-07	0.1	1.610837e-08	9.6453745e-06	0.1
1.763169e-08	1.2821291744675054e-07	0.1	1.763169e-08	9.703115200000001e-06	0.1
