Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
2.073013e-09	1.0	0.1	2.073013e-09	0.0	0.1	2.073013e-09	0.0	0.1	2.073013e-09	0.0	0.1
6.256608e-06	1.0	0.1	6.256608e-06	0.0	0.1	6.256608e-06	0.0	0.1	6.256608e-06	0.0	0.1
4.8644e-05	1.0	0.1	4.8644e-05	0.0	0.1	4.8644e-05	0.0	0.1	4.8644e-05	0.0	0.1
0.0001271135	1.0	0.1	0.0001271135	0.0	0.1	0.0001271135	0.0	0.1	0.0001271135	0.0	0.1
0.0002618511	1.0	0.1	0.0002618511	0.0	0.1	0.0002618511	0.0	0.1	0.0002618511	0.0	0.1
0.0004445563	1.0	0.1	0.0004445563	0.0	0.1	0.0004445563	0.0	0.1	0.0004445563	0.0	0.1
0.0006272616	1.0	0.1	0.0006272616	0.0	0.1	0.0006272616	0.0	0.1	0.0006272616	0.0	0.1
0.0009829126	1.0	0.1	0.0009829126	0.0	0.1	0.0009829126	0.0	0.1	0.0009829126	0.0	0.1
0.001623084	1.0	0.1	0.001623084	0.0	0.1	0.001623084	0.0	0.1	0.001623084	0.0	0.1
0.002404776	1.0	0.1	0.002404776	0.0	0.1	0.002404776	0.0	0.1	0.002404776	0.0	0.1
0.003292052	1.0	0.1	0.003292052	0.0	0.1	0.003292052	0.0	0.1	0.003292052	0.0	0.1
0.004380017	1.0	0.1	0.004380017	0.0	0.1	0.004380017	0.0	0.1	0.004380017	0.0	0.1
0.005467981	1.0	0.1	0.005467981	0.0	0.1	0.005467981	0.0	0.1	0.005467981	0.0	0.1
0.006555946	1.0	0.1	0.006555946	0.0	0.1	0.006555946	0.0	0.1	0.006555946	0.0	0.1
0.007643911	1.0	0.1	0.007643911	0.0	0.1	0.007643911	0.0	0.1	0.007643911	0.0	0.1
0.008731875	1.0	0.1	0.008731875	0.0	0.1	0.008731875	0.0	0.1	0.008731875	0.0	0.1
0.00981984	1.0	0.1	0.00981984	0.0	0.1	0.00981984	0.0	0.1	0.00981984	0.0	0.1
0.0109078	1.0	0.1	0.0109078	0.0	0.1	0.0109078	0.0	0.1	0.0109078	0.0	0.1
0.01199577	1.0	0.1	0.01199577	0.0	0.1	0.01199577	0.0	0.1	0.01199577	0.0	0.1
0.01308373	1.0	0.1	0.01308373	0.0	0.1	0.01308373	0.0	0.1	0.01308373	0.0	0.1
0.0141717	0.9999999900000001	0.1	0.0141717	0.0	0.1	0.0141717	0.0	0.1	0.0141717	0.0	0.1
0.01525966	1.00000004	0.1	0.01525966	0.0	0.1	0.01525966	0.0	0.1	0.01525966	0.0	0.1
0.01634763	0.99999996	0.1	0.01634763	0.0	0.1	0.01634763	0.0	0.1	0.01634763	0.0	0.1
0.01743559	0.99999998	0.1	0.01743559	0.0	0.1	0.01743559	0.0	0.1	0.01743559	0.0	0.1
0.01852356	0.99999999	0.1	0.01852356	0.0	0.1	0.01852356	0.0	0.1	0.01852356	0.0	0.1
0.01961152	0.9999999799999999	0.1	0.01961152	0.0	0.1	0.01961152	0.0	0.1	0.01961152	0.0	0.1
0.02069949	1.00000004	0.1	0.02069949	0.0	0.1	0.02069949	0.0	0.1	0.02069949	0.0	0.1
0.02178745	1.00000004	0.1	0.02178745	0.0	0.1	0.02178745	0.0	0.1	0.02178745	0.0	0.1
0.02287542	0.99999998	0.1	0.02287542	0.0	0.1	0.02287542	0.0	0.1	0.02287542	0.0	0.1
0.02396338	1.00000003	0.1	0.02396338	0.0	0.1	0.02396338	0.0	0.1	0.02396338	0.0	0.1
0.02505135	0.99999998	0.1	0.02505135	0.0	0.1	0.02505135	0.0	0.1	0.02505135	0.0	0.1
0.02613931	0.9999999700000001	0.1	0.02613931	0.0	0.1	0.02613931	0.0	0.1	0.02613931	0.0	0.1
0.02722727	0.99999997	0.1	0.02722727	0.0	0.1	0.02722727	0.0	0.1	0.02722727	0.0	0.1
0.02831524	0.99999997	0.1	0.02831524	0.0	0.1	0.02831524	0.0	0.1	0.02831524	0.0	0.1
0.0294032	0.99999997	0.1	0.0294032	0.0	0.1	0.0294032	0.0	0.1	0.0294032	0.0	0.1
0.03049117	0.99999995	0.1	0.03049117	0.0	0.1	0.03049117	0.0	0.1	0.03049117	0.0	0.1
0.03157913	1.00000004	0.1	0.03157913	0.0	0.1	0.03157913	0.0	0.1	0.03157913	0.0	0.1
0.0326671	0.9999999900000001	0.1	0.0326671	0.0	0.1	0.0326671	0.0	0.1	0.0326671	0.0	0.1
0.03375506	0.9999999829999999	0.1	0.03375506	0.0	0.1	0.03375506	0.0	0.1	0.03375506	0.0	0.1
0.03484303	0.999999993	0.1	0.03484303	0.0	0.1	0.03484303	0.0	0.1	0.03484303	0.0	0.1
0.03593099	0.999999987	0.1	0.03593099	0.0	0.1	0.03593099	0.0	0.1	0.03593099	0.0	0.1
0.0372378	0.999999976	0.1	0.0372378	0.0	0.1	0.0372378	0.0	0.1	0.0372378	0.0	0.1
0.0385446	1.000000005	0.1	0.0385446	0.0	0.1	0.0385446	0.0	0.1	0.0385446	0.0	0.1
0.0398514	1.000000007	0.1	0.0398514	0.0	0.1	0.0398514	0.0	0.1	0.0398514	0.0	0.1
0.04115821	0.999999984	0.1	0.04115821	0.0	0.1	0.04115821	0.0	0.1	0.04115821	0.0	0.1
0.04246501	1.000000014	0.1	0.04246501	0.0	0.1	0.04246501	0.0	0.1	0.04246501	0.0	0.1
0.04377182	1.0000000279999999	0.1	0.04377182	0.0	0.1	0.04377182	0.0	0.1	0.04377182	0.0	0.1
0.04507862	1.000000026	0.1	0.04507862	0.0	0.1	0.04507862	0.0	0.1	0.04507862	0.0	0.1
0.04638543	1.000000028	0.1	0.04638543	0.0	0.1	0.04638543	0.0	0.1	0.04638543	0.0	0.1
0.04769223	0.999999968	0.1	0.04769223	0.0	0.1	0.04769223	0.0	0.1	0.04769223	0.0	0.1
0.04899903	1.000000009	0.1	0.04899903	0.0	0.1	0.04899903	0.0	0.1	0.04899903	0.0	0.1
0.05046595	1.000000039	0.1	0.05046595	0.0	0.1	0.05046595	0.0	0.1	0.05046595	0.0	0.1
0.05203961	1.000000026	0.1	0.05203961	0.0	0.1	0.05203961	0.0	0.1	0.05203961	0.0	0.1
0.05361327	1.000000039	0.1	0.05361327	0.0	0.1	0.05361327	0.0	0.1	0.05361327	0.0	0.1
0.05518692	1.0000000196	0.1	0.05518692	0.0	0.1	0.05518692	0.0	0.1	0.05518692	0.0	0.1
0.05676058	0.999999951	0.1	0.05676058	0.0	0.1	0.05676058	0.0	0.1	0.05676058	0.0	0.1
0.05833424	0.9999999911999999	0.1	0.05833424	0.0	0.1	0.05833424	0.0	0.1	0.05833424	0.0	0.1
0.0599079	1.0000000272	0.1	0.0599079	0.0	0.1	0.0599079	0.0	0.1	0.0599079	0.0	0.1
0.06173407	1.0000000491	0.1	0.06173407	0.0	0.1	0.06173407	0.0	0.1	0.06173407	0.0	0.1
0.06362338	1.0000000434	0.1	0.06362338	0.0	0.1	0.06362338	0.0	0.1	0.06362338	0.0	0.1
0.06551268	0.9999999587	0.1	0.06551268	0.0	0.1	0.06551268	0.0	0.1	0.06551268	0.0	0.1
0.06740199	1.0000000039	0.1	0.06740199	0.0	0.1	0.06740199	0.0	0.1	0.06740199	0.0	0.1
0.0692913	1.000000048	0.1	0.0692913	0.0	0.1	0.0692913	0.0	0.1	0.0692913	0.0	0.1
0.071334	0.9999999649000001	0.1	0.071334	0.0	0.1	0.071334	0.0	0.1	0.071334	0.0	0.1
0.07360679	0.9999999999	0.1	0.07360679	0.0	0.1	0.07360679	0.0	0.1	0.07360679	0.0	0.1
0.07587958	0.99999996577	0.1	0.07587958	0.0	0.1	0.07587958	0.0	0.1	0.07587958	0.0	0.1
