Batch	m_SP	5	W2	W1	Pr1	Pr2	Pr3							
1.404876e-09	0.9784917	0.1	1.404876e-09	0.005869181	0.1	1.404876e-09	0.007585726	0.1	1.404876e-09	0.0001246024	0.1	1.404876e-09	0.0001092226	0.1
3.046703e-09	0.9541442	0.1	3.046703e-09	0.01251298	0.1	3.046703e-09	0.01617283	0.1	3.046703e-09	0.0002657038	0.1	3.046703e-09	0.0002328604	0.1
5.296071e-09	0.9220986	0.1	5.296071e-09	0.02125718	0.1	5.296071e-09	0.02747503	0.1	5.296071e-09	0.0004515134	0.1	5.296071e-09	0.000395542	0.1
8.455507e-09	0.8794843	0.1	8.455507e-09	0.03288493	0.1	8.455507e-09	0.04250492	0.1	8.455507e-09	0.0006988033	0.1	8.455507e-09	0.0006116803	0.1
1.331746e-08	0.818887	0.1	1.331746e-08	0.04941899	0.1	1.331746e-08	0.06387777	0.1	1.331746e-08	0.001050941	0.1	1.331746e-08	0.0009182738	0.1
1.997499e-08	0.7445209	0.1	1.997499e-08	0.06970958	0.1	1.997499e-08	0.09010829	0.1	1.997499e-08	0.001484158	0.1	1.997499e-08	0.001292322	0.1
2.918754e-08	0.6554203	0.1	2.918754e-08	0.0940211	0.1	2.918754e-08	0.1215392	0.1	2.918754e-08	0.002005435	0.1	2.918754e-08	0.001734722	0.1
3.903884e-08	0.5746152	0.1	3.903884e-08	0.1160716	0.1	3.903884e-08	0.1500487	0.1	3.903884e-08	0.002481286	0.1	3.903884e-08	0.002126656	0.1
4.889015e-08	0.5058695	0.1	4.889015e-08	0.1348351	0.1	4.889015e-08	0.1743092	0.1	4.889015e-08	0.002889542	0.1	4.889015e-08	0.002448939	0.1
5.874145e-08	0.4469319	0.1	5.874145e-08	0.1509264	0.1	5.874145e-08	0.1951147	0.1	5.874145e-08	0.003243102	0.1	5.874145e-08	0.002713061	0.1
6.859275e-08	0.3960685	0.1	6.859275e-08	0.1648184	0.1	6.859275e-08	0.2130764	0.1	6.859275e-08	0.00355183	0.1	6.859275e-08	0.002928271	0.1
