Batch	m_SP	2	N7a_L	N1a_L	
0.0	0.9999999699	0.1	0.0	0.0	0.1
3.703504e-14	0.999999696298	0.1	3.703504e-14	8.127206039999998e-11	0.1
2.110296e-13	0.999998518842	0.1	2.110296e-13	4.63056354e-10	0.1
4.404058e-13	0.999996955569	0.1	4.404058e-13	9.66256409e-10	0.1
9.302961e-13	0.999993563228	0.1	9.302961e-13	2.0405621900000003e-09	0.1
1.486915e-12	0.999989776344	0.1	1.486915e-12	3.260515e-09	0.1
2.310448e-12	0.9999842521219999	0.1	2.310448e-12	5.06410686e-09	0.1
3.305479e-12	0.9999774335039999	0.1	3.305479e-12	7.24107814e-09	0.1
4.343386e-12	0.999970422245	0.1	4.343386e-12	9.5092235e-09	0.1
5.902773e-12	0.999959893197	0.1	5.902773e-12	1.2911799799999999e-08	0.1
7.698093e-12	0.999947801058	0.1	7.698093e-12	1.6821279200000002e-08	0.1
9.752523e-12	0.999933903966	0.1	9.752523e-12	2.1284228100000002e-08	0.1
1.221424e-11	0.999917259949	0.1	1.221424e-11	2.66162075e-08	0.1
1.498749e-11	0.9998985062819999	0.1	1.498749e-11	3.26014091e-08	0.1
1.809033e-11	0.9998775431660001	0.1	1.809033e-11	3.9269536999999995e-08	0.1
2.168074e-11	0.999853333063	0.1	2.168074e-11	4.6946107e-08	0.1
2.594133e-11	0.9998244976630001	0.1	2.594133e-11	5.5997656e-08	0.1
3.089579e-11	0.999791024725	0.1	3.089579e-11	6.643972e-08	0.1
3.663973e-11	0.9997521924149999	0.1	3.663973e-11	7.8426423e-08	0.1
4.466859e-11	0.999698010469	0.1	4.466859e-11	9.4952869e-08	0.1
5.502561e-11	0.9996279686580001	0.1	5.502561e-11	1.1585102900000002e-07	0.1
6.693475e-11	0.999547526	0.1	6.693475e-11	1.39255623e-07	0.1
7.884389e-11	0.999467073538	0.1	7.884389e-11	1.61953055e-07	0.1
9.075303e-11	0.999386654211	0.1	9.075303e-11	1.8391351800000001e-07	0.1
1.031669e-10	0.999302763967	0.1	1.031669e-10	2.05998016e-07	0.1
1.175999e-10	0.999205313764	0.1	1.175999e-10	2.3062169299999998e-07	0.1
1.32033e-10	0.9991078046109999	0.1	1.32033e-10	2.54105656e-07	0.1
1.476247e-10	0.999002568476	0.1	1.476247e-10	2.7819923299999996e-07	0.1
1.649544e-10	0.9988855513370001	0.1	1.649544e-10	3.03445929e-07	0.1
1.822841e-10	0.998768617194	0.1	1.822841e-10	3.2711819999999996e-07	0.1
2.031928e-10	0.998627491003	0.1	2.031928e-10	3.5365875e-07	0.1
2.241015e-10	0.998486354783	0.1	2.241015e-10	3.7809160900000003e-07	0.1
2.494506e-10	0.99831536947	0.1	2.494506e-10	4.05058372e-07	0.1
2.758878e-10	0.9981370770899999	0.1	2.758878e-10	4.30310123e-07	0.1
3.066772e-10	0.997929359578	0.1	3.066772e-10	4.56356366e-07	0.1
3.425671e-10	0.997687481895	0.1	3.425671e-10	4.82647117e-07	0.1
3.833921e-10	0.997412330016	0.1	3.833921e-10	5.07927737e-07	0.1
4.29707e-10	0.9971003839039999	0.1	4.29707e-10	5.31577687e-07	0.1
4.907156e-10	0.996689673283	0.1	4.907156e-10	5.56129309e-07	0.1
5.668354e-10	0.9961775870649999	0.1	5.668354e-10	5.78730602e-07	0.1
6.627374e-10	0.9955330400419999	0.1	6.627374e-10	5.9828175e-07	0.1
7.974722e-10	0.994628688512	0.1	7.974722e-10	6.15261868e-07	0.1
9.858651e-10	0.993366667877	0.1	9.858651e-10	6.28355503e-07	0.1
1.187672e-09	0.992018218615	0.1	1.187672e-09	6.36704232e-07	0.1
1.4313e-09	0.990395035828	0.1	1.4313e-09	6.446840090000001e-07	0.1
1.705481e-09	0.988574936042	0.1	1.705481e-09	6.53974532e-07	0.1
2.014299e-09	0.9865337622210001	0.1	2.014299e-09	6.66223833e-07	0.1
2.380191e-09	0.98412803772	0.1	2.380191e-09	6.837283020000001e-07	0.1
2.837328e-09	0.9811430086090001	0.1	2.837328e-09	7.10287126e-07	0.1
3.39506e-09	0.977533883945	0.1	3.39506e-09	7.49605175e-07	0.1
4.069469e-09	0.9732213957120001	0.1	4.069469e-09	8.0689328e-07	0.1
5.116841e-09	0.9666456737019999	0.1	5.116841e-09	9.156298340000001e-07	0.1
6.447893e-09	0.958522165948	0.1	6.447893e-09	1.084876011e-06	0.1
7.968066e-09	0.949594519893	0.1	7.968066e-09	1.31368968e-06	0.1
9.48824e-09	0.941069385136	0.1	9.48824e-09	1.571500735e-06	0.1
1.115393e-08	0.932217264317	0.1	1.115393e-08	1.876207472e-06	0.1
1.228432e-08	0.926511145085	0.1	1.228432e-08	2.090399549e-06	0.1
1.359115e-08	0.920222847403	0.1	1.359115e-08	2.34034214e-06	0.1
1.544526e-08	0.911870749581	0.1	1.544526e-08	2.69050178e-06	0.1
1.762576e-08	0.9028930134350001	0.1	1.762576e-08	3.0822056200000004e-06	0.1
2.014322e-08	0.89362323172	0.1	2.014322e-08	3.49133332e-06	0.1
2.313806e-08	0.8840242273660001	0.1	2.313806e-08	3.90282857e-06	0.1
2.523445e-08	0.8781498702320001	0.1	2.523445e-08	4.138870909999999e-06	0.1
2.673188e-08	0.874342389983	0.1	2.673188e-08	4.28172287e-06	0.1
2.940308e-08	0.8682784871100001	0.1	2.940308e-08	4.48682286e-06	0.1
3.207429e-08	0.863043365388	0.1	3.207429e-08	4.6351986e-06	0.1
3.474549e-08	0.8585211293670001	0.1	3.474549e-08	4.73618208e-06	0.1
3.74167e-08	0.8546055207919999	0.1	3.74167e-08	4.79916321e-06	0.1
4.008791e-08	0.851201725544	0.1	4.008791e-08	4.832782349999999e-06	0.1
4.275911e-08	0.8482263625909999	0.1	4.275911e-08	4.84451858e-06	0.1
4.543032e-08	0.845607678955	0.1	4.543032e-08	4.84056117e-06	0.1
4.867875e-08	0.842815782905	0.1	4.867875e-08	4.82163883e-06	0.1
5.249267e-08	0.839973195122	0.1	5.249267e-08	4.78792459e-06	0.1
5.668359e-08	0.837260505712	0.1	5.668359e-08	4.74468686e-06	0.1
6.087451e-08	0.834863783432	0.1	6.087451e-08	4.70065419e-06	0.1
6.506543e-08	0.8326951644830001	0.1	6.506543e-08	4.65903353e-06	0.1
6.925635e-08	0.8306901300230001	0.1	6.925635e-08	4.62129324e-06	0.1
7.344727e-08	0.828801094172	0.1	7.344727e-08	4.58786711e-06	0.1
7.763819e-08	0.8269936940229999	0.1	7.763819e-08	4.55861247e-06	0.1
8.182911e-08	0.8252428856420001	0.1	8.182911e-08	4.53309838e-06	0.1
8.602003e-08	0.823530536078	0.1	8.602003e-08	4.5107884400000005e-06	0.1
9.021095e-08	0.821843522368	0.1	9.021095e-08	4.4911302e-06	0.1
9.474521e-08	0.820035842645	0.1	9.474521e-08	4.47226241e-06	0.1
9.979449e-08	0.818034594456	0.1	9.979449e-08	4.453528140000001e-06	0.1
1.048438e-07	0.816037842146	0.1	1.048438e-07	4.43658575e-06	0.1
1.101023e-07	0.8139575401749999	0.1	1.101023e-07	4.42031529e-06	0.1
1.161977e-07	0.811539971858	0.1	1.161977e-07	4.40267166e-06	0.1
1.222931e-07	0.809112469423	0.1	1.222931e-07	4.38589283e-06	0.1
1.29128e-07	0.806376083867	0.1	1.29128e-07	4.36771974e-06	0.1
1.364558e-07	0.8034238828379999	0.1	1.364558e-07	4.348674719999999e-06	0.1
1.444195e-07	0.800193088926	0.1	1.444195e-07	4.32824451e-06	0.1
1.533372e-07	0.7965482172230001	0.1	1.533372e-07	4.30551502e-06	0.1
1.631015e-07	0.792525473994	0.1	1.631015e-07	4.2806811200000005e-06	0.1
1.741358e-07	0.787942441018	0.1	1.741358e-07	4.25260475e-06	0.1
1.869386e-07	0.78257959584	0.1	1.869386e-07	4.21998107e-06	0.1
2.015213e-07	0.776419091369	0.1	2.015213e-07	4.18276389e-06	0.1
2.18111e-07	0.769353624921	0.1	2.18111e-07	4.1403897e-06	0.1
2.392715e-07	0.760271947106	0.1	2.392715e-07	4.08637556e-06	0.1
2.636666e-07	0.749734958777	0.1	2.636666e-07	4.02430046e-06	0.1
2.90218e-07	0.738224129217	0.1	2.90218e-07	3.9571547499999995e-06	0.1
3.167695e-07	0.726709109892	0.1	3.167695e-07	3.89061779e-06	0.1
3.43321e-07	0.715226801028	0.1	3.43321e-07	3.82483824e-06	0.1
3.73194e-07	0.7023868684630001	0.1	3.73194e-07	3.7518827e-06	0.1
4.052816e-07	0.688730746815	0.1	4.052816e-07	3.6749122500000003e-06	0.1
4.387133e-07	0.67469396896	0.1	4.387133e-07	3.59638068e-06	0.1
4.775222e-07	0.6586908535770001	0.1	4.775222e-07	3.5074800600000004e-06	0.1
5.305062e-07	0.637420086354	0.1	5.305062e-07	3.39020118e-06	0.1
5.87034e-07	0.615535214721	0.1	5.87034e-07	3.27041073e-06	0.1
6.435618e-07	0.594534463332	0.1	6.435618e-07	3.1561413500000004e-06	0.1
7.000896e-07	0.574439888246	0.1	7.000896e-07	3.0473189800000003e-06	0.1
7.566174e-07	0.5552529893999999	0.1	7.566174e-07	2.9438045000000003e-06	0.1
8.131452e-07	0.536961326652	0.1	8.131452e-07	2.84542123e-06	0.1
8.69673e-07	0.519543035811	0.1	8.69673e-07	2.75196925e-06	0.1
9.262008e-07	0.502970236649	0.1	9.262008e-07	2.6632354200000003e-06	0.1
9.827286e-07	0.487211137926	0.1	9.827286e-07	2.5790030800000004e-06	0.1
1.039256e-06	0.47223234338799996	0.1	1.039256e-06	2.49905475e-06	0.1
1.095784e-06	0.45799895378500005	0.1	1.095784e-06	2.42317757e-06	0.1
1.152312e-06	0.44447657186600004	0.1	1.152312e-06	2.35116413e-06	0.1
1.2042e-06	0.43266039783200005	0.1	1.2042e-06	2.28829105e-06	0.1
1.244783e-06	0.423799348419	0.1	1.244783e-06	2.241172032e-06	0.1
1.285366e-06	0.41525930309899994	0.1	1.285366e-06	2.195782223e-06	0.1
1.325948e-06	0.40702823079100003	0.1	1.325948e-06	2.152054323e-06	0.1
1.381005e-06	0.39633542925699994	0.1	1.381005e-06	2.09527563e-06	0.1
1.446779e-06	0.384241386173	0.1	1.446779e-06	2.031090408e-06	0.1
1.519699e-06	0.371648442183	0.1	1.519699e-06	1.964292537e-06	0.1
1.592618e-06	0.35985705734100004	0.1	1.592618e-06	1.901777266e-06	0.1
1.665538e-06	0.348814182285	0.1	1.665538e-06	1.8432549e-06	0.1
1.738457e-06	0.33846997528199996	0.1	1.738457e-06	1.7884540290000003e-06	0.1
1.811377e-06	0.32877810582	0.1	1.811377e-06	1.7371257459999999e-06	0.1
1.884296e-06	0.31969525201300003	0.1	1.884296e-06	1.689036506e-06	0.1
