Batch	m_SP	16	T4a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	N7a	N7c	N7b																													
0.0	0.999999918	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.736419e-14	0.999999915	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1	4.736419e-14	0.0	0.1
3.611236e-12	0.99999995	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1	3.611236e-12	0.0	0.1
1.307903e-11	1.000000073	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1	1.307903e-11	0.0	0.1
2.860089e-11	1.0000000079999998	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1	2.860089e-11	0.0	0.1
5.450746e-11	0.999999996	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1	5.450746e-11	0.0	0.1
8.041404e-11	0.999999893	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1	8.041404e-11	0.0	0.1
1.216468e-10	0.999999962	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1	1.216468e-10	0.0	0.1
1.936772e-10	1.000000045	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1	1.936772e-10	0.0	0.1
2.965777e-10	1.0000000869999999	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1	2.965777e-10	0.0	0.1
4.228377e-10	0.9999999700000001	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1	4.228377e-10	0.0	0.1
5.592971e-10	1.000000112	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1	5.592971e-10	0.0	0.1
7.110558e-10	0.9999999709999999	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1	7.110558e-10	0.0	0.1
