Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
2.813009e-11	9.739791226261299e-06	0.1	2.813009e-11	3.657366e-08	0.1	2.813009e-11	3.269491e-10	0.1	2.813009e-11	2.729492e-08	0.1	2.813009e-11	1.381532e-07	0.1	2.813009e-11	3.931595e-08	0.1	2.813009e-11	2.744731e-10	0.1
5.932263e-11	9.4791855686266e-06	0.1	5.932263e-11	7.632224e-08	0.1	5.932263e-11	6.819956e-10	0.1	5.932263e-11	5.705146e-08	0.1	5.932263e-11	2.876982e-07	0.1	5.932263e-11	8.014201e-08	0.1	5.932263e-11	5.728178e-10	0.1
1.351161e-10	8.878219217057901e-06	0.1	1.351161e-10	1.694738e-07	0.1	1.351161e-10	1.512907e-09	0.1	1.351161e-10	1.271567e-07	0.1	1.351161e-10	6.357421e-07	0.1	1.351161e-10	1.680999e-07	0.1	1.351161e-10	1.27217e-09	0.1
2.552366e-10	8.0118075436494e-06	0.1	2.552366e-10	3.07628e-07	0.1	2.552366e-10	2.742347e-09	0.1	2.552366e-10	2.320611e-07	0.1	2.552366e-10	1.145845e-06	0.1	2.552366e-10	2.788236e-07	0.1	2.552366e-10	2.309816e-09	0.1
3.689166e-10	7.2784745979153994e-06	0.1	3.689166e-10	4.283758e-07	0.1	3.689166e-10	3.814147e-09	0.1	3.689166e-10	3.24625e-07	0.1	3.689166e-10	1.585935e-06	0.1	3.689166e-10	3.565559e-07	0.1	3.689166e-10	3.217109e-09	0.1
4.563132e-10	6.765595123864199e-06	0.1	4.563132e-10	5.150467e-07	0.1	4.563132e-10	4.581949e-09	0.1	4.563132e-10	3.915502e-07	0.1	4.563132e-10	1.898647e-06	0.1	4.563132e-10	4.015521e-07	0.1	4.563132e-10	3.868551e-09	0.1
5.764217e-10	6.1250733451436e-06	0.1	5.764217e-10	6.260185e-07	0.1	5.764217e-10	5.563247e-09	0.1	5.764217e-10	4.778075e-07	0.1	5.764217e-10	2.295314e-06	0.1	5.764217e-10	4.461654e-07	0.1	5.764217e-10	4.702871e-09	0.1
7.419848e-10	5.349286823759201e-06	0.1	7.419848e-10	7.647545e-07	0.1	7.419848e-10	6.787376e-09	0.1	7.419848e-10	5.865002e-07	0.1	7.419848e-10	2.785618e-06	0.1	7.419848e-10	4.817113e-07	0.1	7.419848e-10	5.746261e-09	0.1
9.634629e-10	4.4748561533676e-06	0.1	9.634629e-10	9.27267e-07	0.1	9.634629e-10	8.217783e-09	0.1	9.634629e-10	7.149519e-07	0.1	9.634629e-10	3.352564e-06	0.1	9.634629e-10	4.95304e-07	0.1	9.634629e-10	6.968896e-09	0.1
1.184941e-09	3.7531766695826e-06	0.1	1.184941e-09	1.066687e-06	0.1	1.184941e-09	9.442228e-09	0.1	1.184941e-09	8.26049e-07	0.1	1.184941e-09	3.833164e-06	0.1	1.184941e-09	4.83364e-07	0.1	1.184941e-09	8.018168e-09	0.1
