Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
1.338589e-10	9.7326737257154e-06	0.1	1.338589e-10	3.006987e-08	0.1	1.338589e-10	2.549586e-10	0.1	1.338589e-10	3.870968e-08	0.1	1.338589e-10	1.373897e-07	0.1	1.338589e-10	6.047855e-08	0.1	1.338589e-10	3.100161e-10	0.1
2.872126e-10	9.435292928384e-06	0.1	2.872126e-10	6.35327e-08	0.1	2.872126e-10	5.386857e-10	0.1	2.872126e-10	8.178724e-08	0.1	2.872126e-10	2.902818e-07	0.1	2.872126e-10	1.277813e-07	0.1	2.872126e-10	6.550132e-10	0.1
6.431494e-10	8.7796195451413e-06	0.1	6.431494e-10	1.373128e-07	0.1	6.431494e-10	1.164258e-09	0.1	6.431494e-10	1.767665e-07	0.1	6.431494e-10	6.2738431e-07	0.1	6.431494e-10	2.761729e-07	0.1	6.431494e-10	1.415676e-09	0.1
1.283836e-09	7.712093453768e-06	0.1	1.283836e-09	2.574371e-07	0.1	1.283836e-09	2.182777e-09	0.1	1.283836e-09	3.314063e-07	0.1	1.283836e-09	1.1762338e-06	0.1	1.283836e-09	5.177749e-07	0.1	1.283836e-09	2.65414e-09	0.1
2.084331e-09	6.5588100784624e-06	0.1	2.084331e-09	3.872116e-07	0.1	2.084331e-09	3.283118e-09	0.1	2.084331e-09	4.984702e-07	0.1	2.084331e-09	1.7691751e-06	0.1	2.084331e-09	7.787861e-07	0.1	2.084331e-09	3.992097e-09	0.1
2.943907e-09	5.511704835052e-06	0.1	2.943907e-09	5.050385e-07	0.1	2.943907e-09	4.282158e-09	0.1	2.943907e-09	6.501546e-07	0.1	2.943907e-09	2.3075281000000002e-06	0.1	2.943907e-09	1.015767e-06	0.1	2.943907e-09	5.206875e-09	0.1
3.943353e-09	4.5025159115133e-06	0.1	3.943353e-09	6.185989e-07	0.1	3.943353e-09	5.245023e-09	0.1	3.943353e-09	7.96348e-07	0.1	3.943353e-09	2.8263868e-06	0.1	3.943353e-09	1.244168e-06	0.1	3.943353e-09	6.377668e-09	0.1
5.036046e-09	3.6093613321374002e-06	0.1	5.036046e-09	7.191027e-07	0.1	5.036046e-09	6.097182e-09	0.1	5.036046e-09	9.257346e-07	0.1	5.036046e-09	3.2855906999999997e-06	0.1	5.036046e-09	1.446308e-06	0.1	5.036046e-09	7.413848e-09	0.1
6.128739e-09	2.8933798371399e-06	0.1	6.128739e-09	7.996698e-07	0.1	6.128739e-09	6.780301e-09	0.1	6.128739e-09	1.029457e-06	0.1	6.128739e-09	3.6537025e-06	0.1	6.128739e-09	1.60835e-06	0.1	6.128739e-09	8.244483e-09	0.1
7.221432e-09	2.3194270329712e-06	0.1	7.221432e-09	8.642549e-07	0.1	7.221432e-09	7.327911e-09	0.1	7.221432e-09	1.112606e-06	0.1	7.221432e-09	3.9487928e-06	0.1	7.221432e-09	1.738248e-06	0.1	7.221432e-09	8.910347e-09	0.1
8.358578e-09	1.8426793053707998e-06	0.1	8.358578e-09	9.17902e-07	0.1	8.358578e-09	7.782778e-09	0.1	8.358578e-09	1.181674e-06	0.1	8.358578e-09	4.1939073999999995e-06	0.1	8.358578e-09	1.846147e-06	0.1	8.358578e-09	9.463441e-09	0.1
