Batch	m_SP	13	R	W1	W2	W3	W4	W5	W6	P1	P2	P3	P4	P5	P6																							
4.208429e-11	9.737269626330001e-06	0.1	4.208429e-11	1.113288e-08	0.1	4.208429e-11	5.184657e-13	0.1	4.208429e-11	1.079668e-11	0.1	4.208429e-11	9.447211e-08	0.1	4.208429e-11	1.490168e-07	0.1	4.208429e-11	6.57923e-11	0.1	4.208429e-11	2.991581e-09	0.1	4.208429e-11	4.076873e-09	0.1	4.208429e-11	7.141557e-10	0.1	4.208429e-11	1.501414e-14	0.1	4.208429e-11	1.535154e-10	0.1	4.208429e-11	3.0928e-17	0.1
9.009859e-11	9.44604653859e-06	0.1	9.009859e-11	2.347491e-08	0.1	9.009859e-11	1.093378e-12	0.1	9.009859e-11	2.276883e-11	0.1	9.009859e-11	1.992324e-07	0.1	9.009859e-11	3.142577e-07	0.1	9.009859e-11	1.387476e-10	0.1	9.009859e-11	6.308864e-09	0.1	9.009859e-11	8.597606e-09	0.1	9.009859e-11	1.506063e-09	0.1	9.009859e-11	3.166291e-14	0.1	9.009859e-11	3.237443e-10	0.1	9.009859e-11	6.522322e-17	0.1
2.012414e-10	8.80490695005e-06	0.1	2.012414e-10	5.06347e-08	0.1	2.012414e-10	2.359072e-12	0.1	2.012414e-10	4.912605e-11	0.1	2.012414e-10	4.298776e-07	0.1	2.012414e-10	6.780436e-07	0.1	2.012414e-10	2.993619e-10	0.1	2.012414e-10	1.361201e-08	0.1	2.012414e-10	1.85502e-08	0.1	2.012414e-10	3.249483e-09	0.1	2.012414e-10	6.831591e-14	0.1	2.012414e-10	6.98511e-10	0.1	2.012414e-10	1.407257e-16	0.1
4.012986e-10	7.7585226381299e-06	0.1	4.012986e-10	9.492093e-08	0.1	4.012986e-10	4.424763e-12	0.1	4.012986e-10	9.214272e-11	0.1	4.012986e-10	8.063431e-07	0.1	4.012986e-10	1.271768e-06	0.1	4.012986e-10	5.614947e-10	0.1	4.012986e-10	2.553121e-08	0.1	4.012986e-10	3.479347e-08	0.1	4.012986e-10	6.094857e-09	0.1	4.012986e-10	1.28136e-13	0.1	4.012986e-10	1.310154e-09	0.1	4.012986e-10	2.639505e-16	0.1
6.526742e-10	6.618183155674999e-06	0.1	6.526742e-10	1.431118e-07	0.1	6.526742e-10	6.675932e-12	0.1	6.526742e-10	1.39022e-10	0.1	6.526742e-10	1.216679e-06	0.1	6.526742e-10	1.91881e-06	0.1	6.526742e-10	8.471652e-10	0.1	6.526742e-10	3.852067e-08	0.1	6.526742e-10	5.249526e-08	0.1	6.526742e-10	9.195722e-09	0.1	6.526742e-10	1.933274e-13	0.1	6.526742e-10	1.976718e-09	0.1	6.526742e-10	3.982399e-16	0.1
9.234431e-10	5.5766346754209e-06	0.1	9.234431e-10	1.870391e-07	0.1	9.234431e-10	8.73207e-12	0.1	9.234431e-10	1.818399e-10	0.1	9.234431e-10	1.59155e-06	0.1	9.234431e-10	2.509802e-06	0.1	9.234431e-10	1.108087e-09	0.1	9.234431e-10	5.038481e-08	0.1	9.234431e-10	6.86635e-08	0.1	9.234431e-10	1.202795e-08	0.1	9.234431e-10	2.528711e-13	0.1	9.234431e-10	2.585536e-09	0.1	9.234431e-10	5.208955e-16	0.1
1.238282e-09	4.569848387071e-06	0.1	1.238282e-09	2.293862e-07	0.1	1.238282e-09	1.071957e-11	0.1	1.238282e-09	2.232288e-10	0.1	1.238282e-09	1.954015e-06	0.1	1.238282e-09	3.081078e-06	0.1	1.238282e-09	1.360301e-09	0.1	1.238282e-09	6.185298e-08	0.1	1.238282e-09	8.42921e-08	0.1	1.238282e-09	1.476565e-08	0.1	1.238282e-09	3.104275e-13	0.1	1.238282e-09	3.174034e-09	0.1	1.238282e-09	6.394574e-16	0.1
1.582501e-09	3.675887505565e-06	0.1	1.582501e-09	2.66849e-07	0.1	1.582501e-09	1.248434e-11	0.1	1.582501e-09	2.599795e-10	0.1	1.582501e-09	2.275989e-06	0.1	1.582501e-09	3.588343e-06	0.1	1.582501e-09	1.584252e-09	0.1	1.582501e-09	7.203597e-08	0.1	1.582501e-09	9.816929e-08	0.1	1.582501e-09	1.719655e-08	0.1	1.582501e-09	3.615339e-13	0.1	1.582501e-09	3.696582e-09	0.1	1.582501e-09	7.447326e-16	0.1
1.92672e-09	2.956804840283e-06	0.1	1.92672e-09	2.968392e-07	0.1	1.92672e-09	1.390387e-11	0.1	1.92672e-09	2.89541e-10	0.1	1.92672e-09	2.535113e-06	0.1	1.92672e-09	3.996385e-06	0.1	1.92672e-09	1.764393e-09	0.1	1.92672e-09	8.022695e-08	0.1	1.92672e-09	1.093318e-07	0.1	1.92672e-09	1.915191e-08	0.1	1.92672e-09	4.026427e-13	0.1	1.92672e-09	4.116908e-09	0.1	1.92672e-09	8.294137e-16	0.1
2.270938e-09	2.3783897401772e-06	0.1	2.270938e-09	3.208189e-07	0.1	2.270938e-09	1.50457e-11	0.1	2.270938e-09	3.133196e-10	0.1	2.270938e-09	2.743681e-06	0.1	2.270938e-09	4.324616e-06	0.1	2.270938e-09	1.909295e-09	0.1	2.270938e-09	8.68156e-08	0.1	2.270938e-09	1.183107e-07	0.1	2.270938e-09	2.072476e-08	0.1	2.270938e-09	4.357098e-13	0.1	2.270938e-09	4.455009e-09	0.1	2.270938e-09	8.975294e-16	0.1
