Batch	m_SP	5	N7a_L	C5H5	T1a_L	T4a_L	N1a_L							
1.601899e-11	9.744751281076399e-06	0.1	1.601899e-11	1.727606e-12	0.1	1.601899e-11	1.36743421e-12	0.1	1.601899e-11	2.5473109699999996e-07	0.1	1.601899e-11	5.84696551e-21	0.1
3.432201e-11	9.4613115599842e-06	0.1	3.432201e-11	3.647458e-12	0.1	3.432201e-11	2.8870876400000005e-12	0.1	3.432201e-11	5.37817357e-07	0.1	3.432201e-11	2.65791188e-20	0.1
7.656946e-11	8.8382291618814e-06	0.1	7.656946e-11	7.867596e-12	0.1	7.656946e-11	6.227743e-12	0.1	7.656946e-11	1.16012346e-06	0.1	7.656946e-11	1.29344313e-19	0.1
1.526149e-10	7.818494096990599e-06	0.1	1.526149e-10	1.477338e-11	0.1	1.526149e-10	1.16950917e-11	0.1	1.526149e-10	2.1785878000000004e-06	0.1	1.526149e-10	4.93795751e-19	0.1
2.486146e-10	6.69778112069842e-06	0.1	2.486146e-10	2.23614e-11	0.1	2.486146e-10	1.7703929e-11	0.1	2.486146e-10	3.2979049900000003e-06	0.1	2.486146e-10	1.2476711600000001e-18	0.1
3.522843e-10	5.66751268647922e-06	0.1	3.522843e-10	2.933514e-11	0.1	3.522843e-10	2.32280177e-11	0.1	3.522843e-10	4.326890649999999e-06	0.1	3.522843e-10	2.37929453e-18	0.1
4.727644e-10	4.6678333614656e-06	0.1	4.727644e-10	3.609957e-11	0.1	4.727644e-10	2.85884969e-11	0.1	4.727644e-10	5.325325860000001e-06	0.1	4.727644e-10	4.04321906e-18	0.1
6.044515e-10	3.7759173151432997e-06	0.1	6.044515e-10	4.213238e-11	0.1	6.044515e-10	3.3371891600000003e-11	0.1	6.044515e-10	6.21613282e-06	0.1	6.044515e-10	6.21628602e-18	0.1
7.361385e-10	3.05456479048234e-06	0.1	7.361385e-10	4.700939e-11	0.1	7.361385e-10	3.72416582e-11	0.1	7.361385e-10	6.9365902e-06	0.1	7.361385e-10	8.690484480000001e-18	0.1
8.678256e-10	2.47110866383826e-06	0.1	8.678256e-10	5.095235e-11	0.1	8.678256e-10	4.03730874e-11	0.1	8.678256e-10	7.519322789999999e-06	0.1	8.678256e-10	1.14081734e-17	0.1
1.004884e-09	1.9819514693778164e-06	0.1	1.004884e-09	5.425658e-11	0.1	1.004884e-09	4.30002192e-11	0.1	1.004884e-09	8.00787355e-06	0.1	1.004884e-09	1.44452557e-17	0.1
1.163425e-09	1.53564464199289e-06	0.1	1.163425e-09	5.726995e-11	0.1	1.163425e-09	4.5399839e-11	0.1	1.163425e-09	8.453626180000001e-06	0.1	1.163425e-09	1.8169523099999997e-17	0.1
1.321967e-09	1.189870857306896e-06	0.1	1.321967e-09	5.960347e-11	0.1	1.321967e-09	4.7262069000000005e-11	0.1	1.321967e-09	8.798974350000001e-06	0.1	1.321967e-09	2.2071394799999998e-17	0.1
1.480509e-09	9.219712810055841e-07	0.1	1.480509e-09	6.141073e-11	0.1	1.480509e-09	4.870830200000001e-11	0.1	1.480509e-09	9.06654314e-06	0.1	1.480509e-09	2.6110927399999998e-17	0.1
1.639051e-09	7.14400473504764e-07	0.1	1.639051e-09	6.281059e-11	0.1	1.639051e-09	4.9832516e-11	0.1	1.639051e-09	9.27385979e-06	0.1	1.639051e-09	3.02571704e-17	0.1
1.8174e-09	5.362072025714614e-07	0.1	1.8174e-09	6.401211e-11	0.1	1.8174e-09	5.0802175000000004e-11	0.1	1.8174e-09	9.45183245e-06	0.1	1.8174e-09	3.5019396199999997e-17	0.1
2.008955e-09	3.940064586732208e-07	0.1	2.008955e-09	6.497094e-11	0.1	2.008955e-09	5.1581478e-11	0.1	2.008955e-09	9.59386133e-06	0.1	2.008955e-09	4.02214879e-17	0.1
2.200509e-09	2.895203913063634e-07	0.1	2.200509e-09	6.567571e-11	0.1	2.200509e-09	5.2159978e-11	0.1	2.200509e-09	9.698220660000001e-06	0.1	2.200509e-09	4.5490707300000005e-17	0.1
2.392064e-09	2.1274474961790803e-07	0.1	2.392064e-09	6.619397e-11	0.1	2.392064e-09	5.2591055000000004e-11	0.1	2.392064e-09	9.774901760000002e-06	0.1	2.392064e-09	5.08094636e-17	0.1
2.61549e-09	1.4851729289073406e-07	0.1	2.61549e-09	6.662819e-11	0.1	2.61549e-09	5.2959298e-11	0.1	2.61549e-09	9.8390531e-06	0.1	2.61549e-09	5.705875219999999e-17	0.1
2.846885e-09	1.023606792604697e-07	0.1	2.846885e-09	6.694112e-11	0.1	2.846885e-09	5.3232598e-11	0.1	2.846885e-09	9.88515296e-06	0.1	2.846885e-09	6.3567934e-17	0.1
