Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
9.425267e-11	9.99989400006e-06	0.1	9.425267e-11	4.586893e-14	0.1	9.425267e-11	4.225897e-14	0.1	9.425267e-11	5.518108e-15	0.1	9.425267e-11	2.86866185e-13	0.1	9.425267e-11	1.049537e-14	0.1	9.425267e-11	7.98428e-15	0.1
9.102487e-10	9.9998600004e-06	0.1	9.102487e-10	4.405529e-13	0.1	9.102487e-10	4.151697e-13	0.1	9.102487e-10	5.622963e-14	0.1	9.102487e-10	2.81199542e-12	0.1	9.102487e-10	1.05708e-13	0.1	9.102487e-10	8.118842e-14	0.1
2.114738e-09	9.99983500065e-06	0.1	2.114738e-09	9.930305e-13	0.1	2.114738e-09	9.719253e-13	0.1	2.114738e-09	1.401054e-13	0.1	2.114738e-09	6.6280057299999995e-12	0.1	2.114738e-09	2.595888e-13	0.1	2.114738e-09	2.026734e-13	0.1
3.485861e-09	9.999822000780001e-06	0.1	3.485861e-09	1.558037e-12	0.1	3.485861e-09	1.596219e-12	0.1	3.485861e-09	2.472996e-13	0.1	3.485861e-09	1.10444597e-11	0.1	3.485861e-09	4.520656e-13	0.1	3.485861e-09	3.602291e-13	0.1
5.275719e-09	9.999812000880001e-06	0.1	5.275719e-09	2.190407e-12	0.1	5.275719e-09	2.383719e-12	0.1	5.275719e-09	4.034148e-13	0.1	5.275719e-09	1.6880788e-11	0.1	5.275719e-09	7.272262e-13	0.1	5.275719e-09	5.958623e-13	0.1
7.849847e-09	9.999800001e-06	0.1	7.849847e-09	2.918077e-12	0.1	7.849847e-09	3.456358e-12	0.1	7.849847e-09	6.543338e-13	0.1	7.849847e-09	2.5372848800000002e-11	0.1	7.849847e-09	1.161936e-12	0.1	7.849847e-09	9.915144e-13	0.1
1.251931e-08	9.99977900121e-06	0.1	1.251931e-08	3.828034e-12	0.1	1.251931e-08	5.229382e-12	0.1	1.251931e-08	1.168103e-12	0.1	1.251931e-08	4.09846112e-11	0.1	1.251931e-08	2.037032e-12	0.1	1.251931e-08	1.867581e-12	0.1
2.29754e-08	9.99973300167e-06	0.1	2.29754e-08	4.791572e-12	0.1	2.29754e-08	8.501944e-12	0.1	2.29754e-08	2.471762e-12	0.1	2.29754e-08	7.6480344e-11	0.1	2.29754e-08	4.222815e-12	0.1	2.29754e-08	4.465268e-12	0.1
4.537417e-08	9.99963600264e-06	0.1	4.537417e-08	5.220771e-12	0.1	4.537417e-08	1.312398e-11	0.1	4.537417e-08	5.498083e-12	0.1	4.537417e-08	1.5333863399999998e-10	0.1	4.537417e-08	9.250208e-12	0.1	4.537417e-08	1.220296e-11	0.1
8.009166e-08	9.999485004150001e-06	0.1	8.009166e-08	5.275306e-12	0.1	8.009166e-08	1.661186e-11	0.1	8.009166e-08	1.027711e-11	0.1	8.009166e-08	2.72779362e-10	0.1	8.009166e-08	1.717303e-11	0.1	8.009166e-08	2.75372e-11	0.1
1.293412e-07	9.99927100629e-06	0.1	1.293412e-07	5.278211e-12	0.1	1.293412e-07	1.833332e-11	0.1	1.293412e-07	1.70683e-11	0.1	1.293412e-07	4.4225766799999995e-10	0.1	1.293412e-07	2.842959e-11	0.1	1.293412e-07	5.222114e-11	0.1
